Year,CBSA,CBSA Code,Date,AQI,Category,Defining Parameter,Defining Site,Number of Sites Reporting
2024,"Salt Lake City, UT",41620,2/28/2024,44,Good,PM2.5,49-035-4002,10
2024,"Salt Lake City, UT",41620,2/29/2024,48,Good,PM10,49-035-3015,10
2024,"Salt Lake City, UT",41620,3/1/2024,106,Unhealthy for Sensitive Groups,PM10,49-035-3015,10
2024,"Salt Lake City, UT",41620,3/2/2024,230,Very Unhealthy,PM10,49-035-3006,10
2024,"Salt Lake City, UT",41620,3/3/2024,46,Good,Ozone,49-045-0004,10
2024,"Salt Lake City, UT",41620,3/4/2024,44,Good,Ozone,49-045-0004,10
2024,"Salt Lake City, UT",41620,3/5/2024,41,Good,Ozone,49-045-0004,10
2024,"Salt Lake City, UT",41620,3/6/2024,39,Good,Ozone,49-045-0004,10
2024,"Salt Lake City, UT",41620,3/7/2024,40,Good,Ozone,49-045-0004,10
2024,"Salt Lake City, UT",41620,3/8/2024,50,Good,NO2,49-035-3018,10
2024,"Salt Lake City, UT",41620,3/9/2024,52,Moderate,PM2.5,49-035-3010,10
2024,"Salt Lake City, UT",41620,3/10/2024,47,Good,Ozone,49-035-2005,10
2024,"Salt Lake City, UT",41620,3/11/2024,43,Good,Ozone,49-045-0004,10
2024,"Salt Lake City, UT",41620,3/12/2024,42,Good,Ozone,49-035-2005,10
2024,"Salt Lake City, UT",41620,3/13/2024,43,Good,Ozone,49-045-0004,10
2024,"Salt Lake City, UT",41620,3/14/2024,40,Good,Ozone,49-045-0004,10
2024,"Salt Lake City, UT",41620,3/15/2024,43,Good,Ozone,49-035-3018,10
2024,"Salt Lake City, UT",41620,3/16/2024,44,Good,Ozone,49-045-0004,10
2024,"Salt Lake City, UT",41620,3/17/2024,39,Good,Ozone,49-045-0004,10
2024,"Salt Lake City, UT",41620,3/18/2024,40,Good,Ozone,49-035-2005,10
2024,"Salt Lake City, UT",41620,3/19/2024,43,Good,Ozone,49-035-4002,10
2024,"Salt Lake City, UT",41620,3/20/2024,41,Good,Ozone,49-045-0004,10
2024,"Salt Lake City, UT",41620,3/21/2024,43,Good,Ozone,49-045-0004,10
2024,"Salt Lake City, UT",41620,3/22/2024,44,Good,Ozone,49-045-0004,10
2024,"Salt Lake City, UT",41620,3/23/2024,49,Good,Ozone,49-045-0004,10
2024,"Salt Lake City, UT",41620,3/24/2024,40,Good,Ozone,49-045-0004,10
2024,"Salt Lake City, UT",41620,3/25/2024,39,Good,Ozone,49-045-0004,10
2024,"Salt Lake City, UT",41620,3/26/2024,43,Good,Ozone,49-045-0004,10
2024,"Salt Lake City, UT",41620,3/27/2024,44,Good,Ozone,49-045-0004,10
2024,"Salt Lake City, UT",41620,3/28/2024,44,Good,Ozone,49-045-0004,10
2024,"Salt Lake City, UT",41620,3/29/2024,46,Good,Ozone,49-035-3018,10
2024,"Salt Lake City, UT",41620,3/30/2024,43,Good,Ozone,49-035-3018,10
2024,"Salt Lake City, UT",41620,3/31/2024,45,Good,Ozone,49-045-0004,10
2024,"Salt Lake City, UT",41620,4/1/2024,39,Good,Ozone,49-045-0004,10
2024,"Salt Lake City, UT",41620,4/2/2024,45,Good,Ozone,49-035-3018,10
2024,"Salt Lake City, UT",41620,4/3/2024,46,Good,Ozone,49-045-0004,10
2024,"Salt Lake City, UT",41620,4/4/2024,50,Good,Ozone,49-045-0004,10
2024,"Salt Lake City, UT",41620,4/5/2024,50,Good,Ozone,49-045-0004,10
2024,"Salt Lake City, UT",41620,4/6/2024,42,Good,Ozone,49-045-0004,10
2024,"Salt Lake City, UT",41620,4/7/2024,43,Good,Ozone,49-045-0004,10
2024,"Salt Lake City, UT",41620,4/8/2024,44,Good,Ozone,49-045-0004,10
2024,"Salt Lake City, UT",41620,4/9/2024,44,Good,Ozone,49-045-0004,10
2024,"Salt Lake City, UT",41620,4/10/2024,49,Good,PM2.5,49-035-3015,10
2024,"Salt Lake City, UT",41620,4/11/2024,54,Moderate,PM2.5,49-035-4002,10
2024,"Salt Lake City, UT",41620,4/12/2024,54,Moderate,Ozone,49-035-3018,10
2024,"Salt Lake City, UT",41620,4/13/2024,77,Moderate,Ozone,49-035-3018,10
2024,"Salt Lake City, UT",41620,4/14/2024,87,Moderate,Ozone,49-045-0004,10
2024,"Salt Lake City, UT",41620,4/15/2024,71,Moderate,Ozone,49-045-0004,10
2024,"Salt Lake City, UT",41620,4/16/2024,47,Good,PM2.5,49-035-3013,10
2024,"Salt Lake City, UT",41620,4/17/2024,45,Good,Ozone,49-045-0004,10
2024,"Salt Lake City, UT",41620,4/18/2024,51,Moderate,Ozone,49-035-3018,10
2024,"Salt Lake City, UT",41620,4/19/2024,50,Good,Ozone,49-045-0004,10
2024,"Salt Lake City, UT",41620,4/20/2024,47,Good,Ozone,49-045-0004,10
2024,"Salt Lake City, UT",41620,4/21/2024,47,Good,Ozone,49-035-3018,10
2024,"Salt Lake City, UT",41620,4/22/2024,48,Good,Ozone,49-045-0004,10
2024,"Salt Lake City, UT",41620,4/23/2024,54,Moderate,Ozone,49-035-3010,10
2024,"Salt Lake City, UT",41620,4/24/2024,58,Moderate,Ozone,49-035-3010,10
2024,"Salt Lake City, UT",41620,4/25/2024,64,Moderate,Ozone,49-035-3010,10
2024,"Salt Lake City, UT",41620,4/26/2024,43,Good,Ozone,49-035-3016,10
2024,"Salt Lake City, UT",41620,4/27/2024,36,Good,Ozone,49-045-0004,10
2024,"Salt Lake City, UT",41620,4/28/2024,40,Good,Ozone,49-035-3006,10
2024,"Salt Lake City, UT",41620,4/29/2024,44,Good,Ozone,49-045-0004,10
2024,"Salt Lake City, UT",41620,4/30/2024,50,Good,Ozone,49-045-0004,10
2024,"Salt Lake City, UT",41620,5/1/2024,45,Good,Ozone,49-035-3010,10
2024,"Salt Lake City, UT",41620,5/2/2024,44,Good,Ozone,49-045-0004,10
2024,"Salt Lake City, UT",41620,5/3/2024,44,Good,Ozone,49-035-3018,10
2024,"Salt Lake City, UT",41620,5/4/2024,58,Moderate,Ozone,49-035-3016,10
2024,"Salt Lake City, UT",41620,5/5/2024,61,Moderate,Ozone,49-035-3016,10
2024,"Salt Lake City, UT",41620,5/6/2024,42,Good,Ozone,49-035-3010,10
2024,"Salt Lake City, UT",41620,5/7/2024,44,Good,Ozone,49-045-0004,10
2024,"Salt Lake City, UT",41620,5/8/2024,40,Good,Ozone,49-045-0004,10
2024,"Salt Lake City, UT",41620,5/9/2024,40,Good,Ozone,49-045-0004,10
2024,"Salt Lake City, UT",41620,5/10/2024,46,Good,Ozone,49-045-0004,10
2024,"Salt Lake City, UT",41620,5/11/2024,51,Moderate,Ozone,49-045-0004,10
2024,"Salt Lake City, UT",41620,5/12/2024,64,Moderate,Ozone,49-035-3015,10
2024,"Salt Lake City, UT",41620,5/13/2024,49,Good,Ozone,49-035-2005,10
2024,"Salt Lake City, UT",41620,5/14/2024,49,Good,Ozone,49-045-0004,10
2024,"Salt Lake City, UT",41620,5/15/2024,71,Moderate,Ozone,49-045-0004,10
2024,"Salt Lake City, UT",41620,5/16/2024,67,Moderate,Ozone,49-035-3010,10
2024,"Salt Lake City, UT",41620,5/17/2024,47,Good,Ozone,49-035-2005,10
2024,"Salt Lake City, UT",41620,5/18/2024,80,Moderate,Ozone,49-035-3010,10
2024,"Salt Lake City, UT",41620,5/19/2024,49,Good,Ozone,49-045-0004,10
2024,"Salt Lake City, UT",41620,5/20/2024,47,Good,Ozone,49-045-0004,10
2024,"Salt Lake City, UT",41620,5/21/2024,43,Good,Ozone,49-045-0004,10
2024,"Salt Lake City, UT",41620,5/22/2024,45,Good,Ozone,49-045-0004,10
2024,"Salt Lake City, UT",41620,5/23/2024,44,Good,Ozone,49-045-0004,10
2024,"Salt Lake City, UT",41620,5/24/2024,47,Good,Ozone,49-045-0004,10
2024,"Salt Lake City, UT",41620,5/25/2024,41,Good,Ozone,49-035-2005,10
2024,"Salt Lake City, UT",41620,5/26/2024,49,Good,Ozone,49-035-2005,10
2024,"Salt Lake City, UT",41620,5/27/2024,64,Moderate,Ozone,49-035-2005,10
2024,"Salt Lake City, UT",41620,5/28/2024,71,Moderate,Ozone,49-035-3010,10
2024,"Salt Lake City, UT",41620,5/29/2024,53,Moderate,PM2.5,49-035-3015,10
2024,"Salt Lake City, UT",41620,5/30/2024,47,Good,Ozone,49-035-2005,10
2024,"Salt Lake City, UT",41620,5/31/2024,49,Good,Ozone,49-035-3018,10
2024,"Salt Lake City, UT",41620,6/1/2024,71,Moderate,Ozone,49-035-3018,10
2024,"Salt Lake City, UT",41620,6/2/2024,54,Moderate,Ozone,49-035-2005,10
2024,"Salt Lake City, UT",41620,6/3/2024,53,Moderate,PM2.5,49-035-4002,10
2024,"Salt Lake City, UT",41620,6/4/2024,58,Moderate,PM2.5,49-045-0004,10
2024,"Salt Lake City, UT",41620,6/5/2024,40,Good,PM2.5,49-035-4002,10
2024,"Salt Lake City, UT",41620,6/6/2024,64,Moderate,Ozone,49-035-2005,10
2024,"Salt Lake City, UT",41620,6/7/2024,56,Moderate,PM2.5,49-035-3015,10
2024,"Salt Lake City, UT",41620,6/8/2024,71,Moderate,Ozone,49-035-2005,10
2024,"Salt Lake City, UT",41620,6/9/2024,54,Moderate,Ozone,49-035-3010,10
2024,"Salt Lake City, UT",41620,6/10/2024,55,Moderate,PM2.5,49-045-0004,10
2024,"Salt Lake City, UT",41620,6/11/2024,112,Unhealthy for Sensitive Groups,Ozone,49-035-2005,10
2024,"Salt Lake City, UT",41620,6/12/2024,80,Moderate,Ozone,49-035-3018,10
2024,"Salt Lake City, UT",41620,6/13/2024,84,Moderate,Ozone,49-035-3016,10
2024,"Salt Lake City, UT",41620,6/14/2024,64,Moderate,Ozone,49-035-3010,10
2024,"Salt Lake City, UT",41620,6/15/2024,61,Moderate,Ozone,49-035-2005,10
2024,"Salt Lake City, UT",41620,6/16/2024,51,Moderate,Ozone,49-035-3018,10
2024,"Salt Lake City, UT",41620,6/17/2024,63,Moderate,PM2.5,49-035-4002,10
2024,"Salt Lake City, UT",41620,6/18/2024,49,Good,Ozone,49-035-3013,10
2024,"Salt Lake City, UT",41620,6/19/2024,58,Moderate,Ozone,49-045-0004,10
2024,"Salt Lake City, UT",41620,6/20/2024,97,Moderate,Ozone,49-035-3018,10
2024,"Salt Lake City, UT",41620,6/21/2024,74,Moderate,Ozone,49-045-0004,10
2024,"Salt Lake City, UT",41620,6/22/2024,84,Moderate,Ozone,49-035-3014,10
2024,"Salt Lake City, UT",41620,6/23/2024,63,Moderate,PM2.5,49-045-0004,10
2024,"Salt Lake City, UT",41620,6/24/2024,87,Moderate,Ozone,49-035-2005,10
2024,"Salt Lake City, UT",41620,6/25/2024,122,Unhealthy for Sensitive Groups,Ozone,49-035-3018,10
2024,"Salt Lake City, UT",41620,6/26/2024,97,Moderate,Ozone,49-035-3014,10
2024,"Salt Lake City, UT",41620,6/27/2024,58,Moderate,Ozone,49-035-3018,10
2024,"Salt Lake City, UT",41620,6/28/2024,58,Moderate,Ozone,49-035-3018,10
2024,"Salt Lake City, UT",41620,6/29/2024,74,Moderate,Ozone,49-035-3016,10
2024,"Salt Lake City, UT",41620,6/30/2024,65,Moderate,PM2.5,49-045-0004,10
2024,"Salt Lake City, UT",41620,7/1/2024,56,Moderate,PM2.5,49-035-4002,10
2024,"Salt Lake City, UT",41620,7/2/2024,61,Moderate,Ozone,49-035-2005,10
2024,"Salt Lake City, UT",41620,7/3/2024,64,Moderate,Ozone,49-035-3014,10
2024,"Salt Lake City, UT",41620,7/4/2024,153,Unhealthy,PM2.5,49-035-3014,10
2024,"Salt Lake City, UT",41620,7/5/2024,153,Unhealthy,PM2.5,49-035-3014,10
2024,"Salt Lake City, UT",41620,7/6/2024,58,Moderate,PM2.5,49-035-4002,10
2024,"Salt Lake City, UT",41620,7/7/2024,74,Moderate,Ozone,49-035-3014,9
2024,"Salt Lake City, UT",41620,7/8/2024,126,Unhealthy for Sensitive Groups,Ozone,49-035-3018,10
2024,"Salt Lake City, UT",41620,7/9/2024,115,Unhealthy for Sensitive Groups,Ozone,49-035-3014,10
2024,"Salt Lake City, UT",41620,7/10/2024,122,Unhealthy for Sensitive Groups,Ozone,49-035-3014,10
2024,"Salt Lake City, UT",41620,7/11/2024,108,Unhealthy for Sensitive Groups,Ozone,49-035-3014,10
2024,"Salt Lake City, UT",41620,7/12/2024,112,Unhealthy for Sensitive Groups,Ozone,49-035-2005,10
2024,"Salt Lake City, UT",41620,7/13/2024,97,Moderate,Ozone,49-035-3018,10
2024,"Salt Lake City, UT",41620,7/14/2024,77,Moderate,PM2.5,49-045-0004,10
2024,"Salt Lake City, UT",41620,7/15/2024,97,Moderate,Ozone,49-035-2005,10
2024,"Salt Lake City, UT",41620,7/16/2024,101,Unhealthy for Sensitive Groups,Ozone,49-035-2005,10
2024,"Salt Lake City, UT",41620,7/17/2024,143,Unhealthy for Sensitive Groups,Ozone,49-035-3014,10
2024,"Salt Lake City, UT",41620,7/18/2024,115,Unhealthy for Sensitive Groups,Ozone,49-035-3010,10
2024,"Salt Lake City, UT",41620,7/19/2024,97,Moderate,Ozone,49-035-2005,10
2024,"Salt Lake City, UT",41620,7/20/2024,100,Moderate,Ozone,49-035-2005,10
2024,"Salt Lake City, UT",41620,7/21/2024,90,Moderate,Ozone,49-045-0004,10
2024,"Salt Lake City, UT",41620,7/22/2024,129,Unhealthy for Sensitive Groups,Ozone,49-035-2005,10
2024,"Salt Lake City, UT",41620,7/23/2024,147,Unhealthy for Sensitive Groups,Ozone,49-035-3018,10
2024,"Salt Lake City, UT",41620,7/24/2024,136,Unhealthy for Sensitive Groups,Ozone,49-035-3018,10
2024,"Salt Lake City, UT",41620,7/25/2024,100,Moderate,Ozone,49-035-2005,10
2024,"Salt Lake City, UT",41620,7/26/2024,126,Unhealthy for Sensitive Groups,Ozone,49-035-3010,10
2024,"Salt Lake City, UT",41620,7/27/2024,87,Moderate,Ozone,49-045-0004,10
2024,"Salt Lake City, UT",41620,7/28/2024,101,Unhealthy for Sensitive Groups,Ozone,49-035-3018,10
2024,"Salt Lake City, UT",41620,7/29/2024,87,Moderate,Ozone,49-035-3014,10
2024,"Salt Lake City, UT",41620,7/30/2024,108,Unhealthy for Sensitive Groups,Ozone,49-035-3014,10
2024,"Salt Lake City, UT",41620,7/31/2024,119,Unhealthy for Sensitive Groups,Ozone,49-035-2005,10
2024,"Salt Lake City, UT",41620,8/1/2024,122,Unhealthy for Sensitive Groups,Ozone,49-035-2005,10
2024,"Salt Lake City, UT",41620,8/2/2024,143,Unhealthy for Sensitive Groups,Ozone,49-035-2005,10
2024,"Salt Lake City, UT",41620,8/3/2024,77,Moderate,Ozone,49-045-0004,10
2024,"Salt Lake City, UT",41620,8/4/2024,80,Moderate,Ozone,49-035-2005,10
2024,"Salt Lake City, UT",41620,8/5/2024,100,Moderate,Ozone,49-045-0004,10
2024,"Salt Lake City, UT",41620,8/6/2024,84,Moderate,Ozone,49-035-3018,10
2024,"Salt Lake City, UT",41620,8/7/2024,87,Moderate,Ozone,49-035-3018,10
2024,"Salt Lake City, UT",41620,8/8/2024,129,Unhealthy for Sensitive Groups,Ozone,49-035-2005,10
2024,"Salt Lake City, UT",41620,8/9/2024,57,Moderate,PM2.5,49-035-3010,10
2024,"Salt Lake City, UT",41620,8/10/2024,72,Moderate,PM2.5,49-035-4002,10
2024,"Salt Lake City, UT",41620,8/11/2024,74,Moderate,Ozone,49-035-3010,10
2024,"Salt Lake City, UT",41620,8/12/2024,51,Moderate,PM2.5,49-035-4002,10
2024,"Salt Lake City, UT",41620,8/13/2024,43,Good,Ozone,49-035-4002,10
2024,"Salt Lake City, UT",41620,8/14/2024,51,Moderate,PM2.5,49-035-4002,10
2024,"Salt Lake City, UT",41620,8/15/2024,48,Good,Ozone,49-035-3016,10
2024,"Salt Lake City, UT",41620,8/16/2024,61,Moderate,Ozone,49-045-0004,10
2024,"Salt Lake City, UT",41620,8/17/2024,45,Good,Ozone,49-035-3014,10
2024,"Salt Lake City, UT",41620,8/18/2024,59,Moderate,PM2.5,49-045-0004,10
2024,"Salt Lake City, UT",41620,8/19/2024,46,Good,Ozone,49-035-3014,10
2024,"Salt Lake City, UT",41620,8/20/2024,48,Good,Ozone,49-035-3014,10
2024,"Salt Lake City, UT",41620,8/21/2024,50,Good,Ozone,49-035-3014,10
2024,"Salt Lake City, UT",41620,8/22/2024,57,Moderate,PM2.5,49-045-0004,10
2024,"Salt Lake City, UT",41620,8/23/2024,140,Unhealthy for Sensitive Groups,PM2.5,49-045-0004,10
2024,"Salt Lake City, UT",41620,8/24/2024,74,Moderate,Ozone,49-035-3013,10
2024,"Salt Lake City, UT",41620,8/25/2024,52,Moderate,PM2.5,49-035-4002,10
2024,"Salt Lake City, UT",41620,8/26/2024,64,Moderate,Ozone,49-035-3013,10
2024,"Salt Lake City, UT",41620,8/27/2024,108,Unhealthy for Sensitive Groups,Ozone,49-045-0004,10
2024,"Salt Lake City, UT",41620,8/28/2024,54,Moderate,Ozone,49-035-2005,10
2024,"Salt Lake City, UT",41620,8/29/2024,71,Moderate,Ozone,49-035-3016,10
2024,"Salt Lake City, UT",41620,8/30/2024,119,Unhealthy for Sensitive Groups,Ozone,49-035-3014,10
2024,"Salt Lake City, UT",41620,8/31/2024,151,Unhealthy,Ozone,49-035-3014,10
2024,"Salt Lake City, UT",41620,9/1/2024,129,Unhealthy for Sensitive Groups,Ozone,49-045-0004,10
2024,"Salt Lake City, UT",41620,9/2/2024,60,Moderate,PM2.5,49-045-0004,10
2024,"Salt Lake City, UT",41620,9/3/2024,50,Good,Ozone,49-035-3014,10
2024,"Salt Lake City, UT",41620,9/4/2024,94,Moderate,PM2.5,49-035-3006,10
2024,"Salt Lake City, UT",41620,9/5/2024,97,Moderate,Ozone,49-035-3014,10
2024,"Salt Lake City, UT",41620,9/6/2024,100,Moderate,Ozone,49-045-0004,10
2024,"Salt Lake City, UT",41620,9/7/2024,112,Unhealthy for Sensitive Groups,Ozone,49-045-0004,10
2024,"Salt Lake City, UT",41620,9/8/2024,64,Moderate,Ozone,49-035-3014,10
2024,"Salt Lake City, UT",41620,9/9/2024,58,Moderate,Ozone,49-045-0004,10
2024,"Salt Lake City, UT",41620,9/10/2024,58,Moderate,Ozone,49-045-0004,10
2024,"Salt Lake City, UT",41620,9/11/2024,144,Unhealthy for Sensitive Groups,PM2.5,49-035-3010,10
2024,"Salt Lake City, UT",41620,9/12/2024,53,Moderate,PM2.5,49-035-3015,10
2024,"Salt Lake City, UT",41620,9/13/2024,50,Good,Ozone,49-035-3014,10
2024,"Salt Lake City, UT",41620,9/14/2024,77,Moderate,Ozone,49-045-0004,10
2024,"Salt Lake City, UT",41620,9/15/2024,49,Good,PM2.5,49-035-4002,10
2024,"Salt Lake City, UT",41620,9/16/2024,43,Good,Ozone,49-045-0004,10
2024,"Salt Lake City, UT",41620,9/17/2024,54,Moderate,Ozone,49-045-0004,10
2024,"Salt Lake City, UT",41620,9/18/2024,48,Good,Ozone,49-035-3014,10
2024,"Salt Lake City, UT",41620,9/19/2024,61,Moderate,Ozone,49-045-0004,10
2024,"Salt Lake City, UT",41620,9/20/2024,64,Moderate,Ozone,49-045-0004,10
2024,"Salt Lake City, UT",41620,9/21/2024,54,Moderate,Ozone,49-045-0004,10
2024,"Salt Lake City, UT",41620,9/22/2024,51,Moderate,Ozone,49-045-0004,10
2024,"Salt Lake City, UT",41620,9/23/2024,48,Good,Ozone,49-045-0004,10
2024,"Salt Lake City, UT",41620,9/24/2024,50,Good,Ozone,49-035-3014,10
2024,"Salt Lake City, UT",41620,9/25/2024,71,Moderate,Ozone,49-045-0004,10
2024,"Salt Lake City, UT",41620,9/26/2024,50,Good,Ozone,49-035-3018,10
2024,"Salt Lake City, UT",41620,9/27/2024,84,Moderate,Ozone,49-045-0004,10
2024,"Salt Lake City, UT",41620,9/28/2024,97,Moderate,Ozone,49-045-0004,10
2024,"Salt Lake City, UT",41620,9/29/2024,63,Moderate,PM2.5,49-045-0004,10
2024,"Salt Lake City, UT",41620,9/30/2024,51,Moderate,Ozone,49-045-0004,10
2024,"Salt Lake City, UT",41620,10/1/2024,54,Moderate,PM2.5,49-035-4002,8
2024,"Salt Lake City, UT",41620,10/2/2024,56,Moderate,PM2.5,49-035-3015,8
2024,"Salt Lake City, UT",41620,10/3/2024,55,Moderate,PM2.5,49-035-3015,8
2024,"Salt Lake City, UT",41620,10/4/2024,59,Moderate,PM2.5,49-045-0004,8
2024,"Salt Lake City, UT",41620,10/5/2024,56,Moderate,PM2.5,49-035-3015,8
2024,"Salt Lake City, UT",41620,10/6/2024,48,Good,PM2.5,49-035-4002,8
2024,"Salt Lake City, UT",41620,10/7/2024,54,Moderate,PM2.5,49-035-4002,8
2024,"Salt Lake City, UT",41620,10/8/2024,59,Moderate,PM2.5,49-035-3006,8
2024,"Salt Lake City, UT",41620,10/9/2024,55,Moderate,PM2.5,49-035-4002,8
2024,"Salt Lake City, UT",41620,10/10/2024,55,Moderate,PM2.5,49-045-0004,8
2024,"Salt Lake City, UT",41620,10/11/2024,54,Moderate,PM2.5,49-045-0004,8
2024,"Salt Lake City, UT",41620,10/12/2024,51,Moderate,PM2.5,49-045-0004,8
2024,"Salt Lake City, UT",41620,10/13/2024,54,Moderate,PM2.5,49-035-3006,8
2024,"Salt Lake City, UT",41620,10/14/2024,61,Moderate,PM2.5,49-035-3006,8
2024,"Salt Lake City, UT",41620,10/15/2024,54,Moderate,PM2.5,49-035-3006,8
2024,"Salt Lake City, UT",41620,10/16/2024,58,Moderate,PM10,49-035-3016,8
2024,"Salt Lake City, UT",41620,10/17/2024,39,Good,PM2.5,49-035-4002,8
2024,"Salt Lake City, UT",41620,10/18/2024,25,Good,Ozone,49-035-3006,8
2024,"Salt Lake City, UT",41620,10/19/2024,40,Good,PM2.5,49-035-3006,8
2024,"Salt Lake City, UT",41620,10/20/2024,46,Good,PM2.5,49-035-3006,8
2024,"Salt Lake City, UT",41620,10/21/2024,36,Good,PM2.5,49-035-3006,8
2024,"Salt Lake City, UT",41620,10/22/2024,41,Good,PM2.5,49-035-3006,8
2024,"Salt Lake City, UT",41620,10/23/2024,49,Good,PM2.5,49-035-4002,8
2024,"Salt Lake City, UT",41620,10/24/2024,57,Moderate,PM10,49-035-3014,8
2024,"Salt Lake City, UT",41620,10/25/2024,53,Moderate,PM2.5,49-035-3006,8
