City,Vehicle Type,Alcohol,Butane,Compressed Natural Gas,Diesel,Electric,Gasoline,Hybrid,Hydrogen,Liquefied Natural Gas,Other,Plug-in Hybrid,Propane,Steam,TOTAL
LEVAN,Light Truck,0,0,0,216,0,537,1,0,0,0,0,0,0,754
LEVAN,Heavy Truck,0,0,0,39,0,14,0,0,0,0,0,0,0,53
LEWISTON,Motorcycle - Standard,0,0,0,0,0,59,0,0,0,0,0,0,0,59
LEWISTON,Passenger - Standard,0,0,0,14,0,670,25,0,0,0,2,0,0,711
LEWISTON,Light Truck,0,0,1,197,0,829,6,0,0,0,0,0,0,1033
LEWISTON,Heavy Truck,0,0,0,105,0,22,0,0,0,0,0,3,0,130
LIBERTY,Motorcycle - Standard,0,0,0,0,0,69,0,0,0,0,0,0,0,69
LIBERTY,Passenger - Standard,0,0,5,6,5,364,7,0,0,0,5,0,0,392
LIBERTY,Light Truck,0,0,3,173,2,673,6,0,0,0,2,0,0,859
LIBERTY,Heavy Truck,0,0,0,42,0,5,0,0,0,0,0,0,0,47
LINDON,Motorcycle - Standard,0,0,0,0,6,350,0,0,0,0,0,0,0,356
LINDON,Passenger - Standard,0,0,18,24,65,3910,175,0,0,0,22,0,0,4214
LINDON,Light Truck,0,0,12,670,24,4957,94,0,0,0,10,0,0,5767
LINDON,Heavy Truck,0,0,1,578,0,89,0,0,0,0,0,0,0,668
LOA,Motorcycle - Standard,0,0,0,0,0,10,0,0,0,0,0,0,0,10
LOA,Passenger - Standard,0,0,1,6,0,279,6,0,0,0,0,0,0,292
LOA,Light Truck,0,0,3,182,0,491,0,0,0,0,0,0,0,676
LOA,Heavy Truck,0,0,0,164,0,19,0,0,0,0,0,0,0,183
LOGAN,Motorcycle - Standard,0,0,0,0,4,1184,0,0,0,0,0,0,0,1188
LOGAN,Passenger - Low Speed,0,0,0,0,1,0,0,0,0,0,0,0,0,1
LOGAN,Passenger - Standard,0,0,43,133,84,17310,576,0,0,0,86,0,0,18232
LOGAN,Light Truck,0,0,21,1203,33,17648,291,0,0,0,18,0,0,19214
LOGAN,Heavy Truck,0,0,16,1361,1,353,0,0,0,0,0,13,0,1744
LYMAN,Motorcycle - Standard,0,0,0,0,0,7,0,0,0,0,0,0,0,7
LYMAN,Passenger - Standard,0,0,1,2,0,103,3,0,0,0,0,0,0,109
LYMAN,Light Truck,0,0,0,76,0,166,0,0,0,0,0,0,0,242
LYMAN,Heavy Truck,0,0,0,17,0,2,0,0,0,0,0,0,0,19
MAGNA,Motorcycle - Standard,0,0,0,0,3,662,0,0,0,0,0,0,0,665
MAGNA,Passenger - Standard,0,0,16,46,30,10119,198,0,0,0,20,0,0,10429
MAGNA,Light Truck,0,0,9,891,8,8859,66,0,0,0,1,0,0,9834
MAGNA,Heavy Truck,0,0,0,362,0,92,0,0,0,0,0,0,0,454
MANILA,Motorcycle - Standard,0,0,0,0,0,36,0,0,0,0,0,0,0,36
MANILA,Passenger - Low Speed,0,0,0,0,0,1,0,0,0,0,0,0,0,1
MANILA,Passenger - Standard,0,0,0,2,0,483,7,0,0,0,0,0,0,492
MANILA,Light Truck,0,0,3,365,0,747,4,0,0,0,0,0,0,1119
MANILA,Heavy Truck,0,0,0,79,0,23,0,0,0,0,0,0,0,102
MANTI,Motorcycle - Standard,0,0,0,0,0,77,0,0,0,0,0,0,0,77
MANTI,Passenger - Standard,0,0,2,15,4,1655,42,0,0,0,2,0,0,1720
MANTI,Light Truck,0,0,4,333,1,1894,14,0,0,0,2,0,0,2248
MANTI,Heavy Truck,0,0,0,156,0,36,0,0,0,0,0,0,0,192
MANTUA,Motorcycle - Standard,0,0,0,0,0,46,0,0,0,0,0,0,0,46
MANTUA,Passenger - Standard,0,0,4,14,5,566,13,0,0,0,4,0,0,606
MANTUA,Light Truck,0,0,1,154,1,586,8,0,0,0,0,1,0,751
MANTUA,Heavy Truck,0,0,0,35,0,10,0,0,0,0,0,0,0,45
MAPLETON,Motorcycle - Standard,0,0,0,0,0,369,0,0,0,0,0,0,0,369
MAPLETON,Passenger - Standard,0,0,11,46,79,3720,156,0,0,0,19,1,0,4032
MAPLETON,Light Truck,0,0,6,712,22,4713,91,0,0,0,7,1,0,5552
MAPLETON,Heavy Truck,0,0,1,315,0,57,0,0,0,0,0,0,0,373
MARRIOTT-SLATERVILLE,Motorcycle - Standard,0,0,0,0,0,12,0,0,0,0,0,0,0,12
MARRIOTT-SLATERVILLE,Passenger - Standard,0,0,0,1,2,86,4,0,0,0,1,0,0,94
MARRIOTT-SLATERVILLE,Light Truck,0,0,0,49,0,114,4,0,0,0,0,0,0,167
MARRIOTT-SLATERVILLE,Heavy Truck,0,0,0,27,0,3,0,0,0,0,0,0,0,30
MARYSVALE,Motorcycle - Standard,0,0,0,0,0,36,0,0,0,0,0,0,0,36
MARYSVALE,Passenger - Standard,0,0,2,3,0,248,2,0,0,0,0,0,0,255
MARYSVALE,Light Truck,0,0,0,120,0,349,1,0,0,0,1,0,0,471
MARYSVALE,Heavy Truck,0,0,0,34,0,3,0,0,0,0,0,0,0,37
MAYFIELD,Motorcycle - Standard,0,0,0,0,0,21,0,0,0,0,0,0,0,21
MAYFIELD,Passenger - Standard,0,0,1,4,1,276,5,0,0,0,1,0,0,288
MAYFIELD,Light Truck,0,0,1,121,0,428,1,0,0,0,0,0,0,551
MAYFIELD,Heavy Truck,0,0,0,18,0,4,0,0,0,0,0,0,0,22
MEADOW,Motorcycle - Standard,0,0,0,0,0,8,0,0,0,0,0,0,0,8
MEADOW,Passenger - Standard,0,0,0,4,0,190,2,0,0,0,0,0,0,196
MEADOW,Light Truck,0,0,0,60,0,218,1,0,0,0,0,0,0,279
MEADOW,Heavy Truck,0,0,0,11,0,1,0,0,0,0,0,0,0,12
MENDON,Motorcycle - Standard,0,0,0,0,0,95,0,0,0,0,0,0,0,95
MENDON,Passenger - Standard,0,0,2,13,6,826,42,0,0,0,5,0,0,894
MENDON,Light Truck,0,0,0,213,3,1018,20,0,0,0,0,0,0,1254
MENDON,Heavy Truck,0,0,0,59,0,12,0,0,0,0,0,0,0,71
MEXICAN HAT,Motorcycle - Standard,0,0,0,0,0,1,0,0,0,0,0,0,0,1
MEXICAN HAT,Passenger - Standard,0,0,0,0,0,73,2,0,0,0,0,0,0,75
MEXICAN HAT,Light Truck,0,0,0,18,0,125,0,0,0,0,0,0,0,143
MEXICAN HAT,Heavy Truck,0,0,0,0,0,1,0,0,0,0,0,0,0,1
MIDVALE,Motorcycle - Standard,0,0,0,0,1,709,0,0,0,0,0,0,0,710
MIDVALE,Passenger - Standard,0,0,13,72,112,18609,365,0,0,0,48,0,0,19219
MIDVALE,Light Truck,0,0,29,4645,37,21970,206,0,0,0,73,1,0,26961
MIDVALE,Heavy Truck,0,0,71,1348,0,201,0,0,0,0,0,0,0,1620
MIDWAY,Motorcycle - Standard,0,0,0,0,2,370,0,0,0,0,0,0,0,372
MIDWAY,Passenger - Standard,0,0,6,49,56,2302,74,0,0,0,11,0,0,2498
MIDWAY,Light Truck,0,0,4,563,38,4096,90,0,0,0,16,0,0,4807
MIDWAY,Heavy Truck,0,0,0,120,0,48,0,0,0,0,0,0,0,168
MILFORD,Motorcycle - Standard,0,0,0,0,0,39,0,0,0,0,0,0,0,39
MILFORD,Passenger - Standard,0,0,0,8,1,680,12,0,0,0,3,0,0,704
MILFORD,Light Truck,0,0,3,244,0,967,7,0,0,0,0,0,0,1221
MILFORD,Heavy Truck,0,0,0,87,0,17,0,0,0,0,0,1,0,105
MILLCREEK,Motorcycle - Standard,0,0,0,0,0,169,0,0,0,0,0,0,0,169
MILLCREEK,Passenger - Standard,0,0,1,20,43,2035,93,0,0,0,16,0,0,2208
MILLCREEK,Light Truck,0,0,3,86,25,2165,74,0,0,0,6,0,0,2359
MILLCREEK,Heavy Truck,0,0,0,21,0,13,0,0,0,0,0,0,0,34
MILLVILLE,Motorcycle - Standard,0,0,0,0,0,80,0,0,0,0,0,0,0,80
MILLVILLE,Passenger - Standard,0,0,2,7,0,784,19,0,0,0,3,0,0,815
MILLVILLE,Light Truck,0,0,2,147,1,1056,12,0,0,0,1,0,0,1219
MILLVILLE,Heavy Truck,0,0,0,29,0,9,0,0,0,0,0,0,0,38
MINERSVILLE,Motorcycle - Standard,0,0,0,0,0,15,0,0,0,0,0,0,0,15
MINERSVILLE,Passenger - Standard,0,0,1,9,1,352,6,0,0,0,0,0,0,369
MINERSVILLE,Light Truck,0,0,2,176,0,491,1,0,0,0,0,0,0,670
MINERSVILLE,Heavy Truck,0,0,0,38,0,5,0,0,0,0,0,0,0,43
MOAB,Motorcycle - Standard,0,0,0,0,1,634,0,0,0,0,0,0,0,635
MOAB,Passenger - Low Speed,0,0,0,0,1,0,0,0,0,0,0,0,0,1
MOAB,Passenger - Standard,0,0,4,55,9,3492,150,0,0,0,11,0,0,3721
MOAB,Light Truck,0,0,10,1049,6,6630,58,0,0,0,13,0,0,7766
MOAB,Heavy Truck,0,0,2,358,0,101,0,0,0,0,0,0,0,461
MONA,Motorcycle - Standard,0,0,0,0,1,79,0,0,0,0,0,0,0,80
MONA,Passenger - Standard,0,0,7,22,2,1096,21,0,0,0,7,0,0,1155
MONA,Light Truck,0,0,2,563,0,1175,6,0,0,0,2,0,0,1748
MONA,Heavy Truck,0,0,0,642,0,37,0,0,0,0,0,0,0,679
MONROE,Motorcycle - Standard,0,0,0,0,0,86,0,0,0,0,0,0,0,86
MONROE,Passenger - Standard,0,0,12,10,3,1301,24,0,0,0,5,0,0,1355
MONROE,Light Truck,0,0,4,499,0,1658,10,0,0,0,3,0,0,2174
MONROE,Heavy Truck,0,0,0,116,0,33,0,0,0,0,0,0,0,149
MONTEZUMA CREEK,Motorcycle - Standard,0,0,0,0,0,26,0,0,0,0,0,0,0,26
MONTEZUMA CREEK,Passenger - Standard,0,0,0,0,1,316,4,0,0,0,2,0,0,323
MONTEZUMA CREEK,Light Truck,0,0,0,74,0,649,1,0,0,0,0,0,0,724
MONTEZUMA CREEK,Heavy Truck,0,0,0,26,0,3,0,0,0,0,0,0,0,29
MONTICELLO,Motorcycle - Standard,0,0,0,0,0,76,0,0,0,1,0,0,0,77
MONTICELLO,Passenger - Standard,0,0,0,18,1,823,18,0,0,0,0,0,0,860
MONTICELLO,Light Truck,0,0,2,368,1,1517,8,0,0,0,1,0,0,1897
MONTICELLO,Heavy Truck,0,0,0,174,0,20,0,0,0,0,0,0,0,194
MONUMENT VALLEY,Motorcycle - Standard,0,0,0,0,0,4,0,0,0,0,0,0,0,4
MONUMENT VALLEY,Passenger - Standard,0,0,0,0,0,95,6,0,0,0,0,0,0,101
MONUMENT VALLEY,Light Truck,0,0,0,30,0,246,3,0,0,0,0,0,0,279
MONUMENT VALLEY,Heavy Truck,0,0,0,5,0,1,0,0,0,0,0,0,0,6
MORGAN,Motorcycle - Standard,0,0,0,0,1,294,0,0,0,0,0,0,0,295
MORGAN,Passenger - Standard,0,0,18,74,32,3961,112,0,0,0,9,0,1,4207
MORGAN,Light Truck,0,0,7,1502,11,4712,56,0,0,0,7,0,0,6295
MORGAN,Heavy Truck,0,0,3,493,0,104,0,0,0,0,0,0,0,600
MORONI,Motorcycle - Standard,0,0,0,0,0,42,0,0,0,0,0,0,0,42
MORONI,Passenger - Standard,0,0,2,16,0,911,13,0,0,0,3,0,0,945
MORONI,Light Truck,0,0,1,312,0,1003,2,0,0,0,0,0,0,1318
MORONI,Heavy Truck,0,0,0,78,0,21,0,0,0,0,0,0,0,99
MOUNT CARMEL,Motorcycle - Standard,0,0,0,0,0,2,0,0,0,0,0,0,0,2
MOUNT CARMEL,Passenger - Standard,0,0,1,0,1,74,0,0,0,0,0,0,0,76
MOUNT CARMEL,Light Truck,0,0,0,41,0,124,0,0,0,0,0,0,0,165
MOUNT CARMEL,Heavy Truck,0,0,0,22,0,4,0,0,0,0,0,0,0,26
MOUNT PLEASANT,Motorcycle - Standard,0,0,0,0,0,122,0,0,0,0,0,0,0,122
MOUNT PLEASANT,Passenger - Standard,0,0,13,33,9,1981,40,0,0,0,8,0,0,2084
MOUNT PLEASANT,Light Truck,0,0,10,682,2,2231,11,0,0,0,2,0,0,2938
MOUNT PLEASANT,Heavy Truck,0,0,2,205,0,48,0,0,0,0,0,0,0,255
MOUNTAIN GREEN,Motorcycle - Standard,0,0,0,0,0,95,0,0,0,1,0,0,0,96
MOUNTAIN GREEN,Passenger - Standard,0,0,3,20,13,921,38,0,0,0,4,0,0,999
MOUNTAIN GREEN,Light Truck,0,0,3,251,12,1281,29,0,0,0,3,0,0,1579
MOUNTAIN GREEN,Heavy Truck,0,0,0,53,0,20,0,0,0,0,0,0,0,73
MOUNTAIN HOME,Motorcycle - Standard,0,0,0,0,0,5,0,0,0,0,0,0,0,5
MOUNTAIN HOME,Passenger - Standard,0,0,0,0,0,65,0,0,0,0,0,0,0,65
MOUNTAIN HOME,Light Truck,0,0,0,83,0,167,1,0,0,0,0,0,0,251
MOUNTAIN HOME,Heavy Truck,0,0,0,28,0,2,0,0,0,0,0,0,0,30
MURRAY,Motorcycle - Standard,0,0,0,0,1,978,0,0,0,0,0,0,0,979
MURRAY,Passenger - Standard,0,0,20,75,162,12986,449,0,0,0,73,0,0,13765
MURRAY,Light Truck,0,0,19,925,59,12663,215,0,0,0,26,0,0,13907
MURRAY,Heavy Truck,0,0,4,787,0,299,0,0,0,0,0,5,0,1095
MYTON,Motorcycle - Standard,0,0,0,0,0,31,0,0,0,0,0,0,0,31
MYTON,Passenger - Standard,0,0,1,6,0,453,3,0,0,0,0,0,0,463
MYTON,Light Truck,0,0,1,195,0,804,4,0,0,0,0,0,0,1004
MYTON,Heavy Truck,0,0,0,209,0,11,0,0,0,0,0,0,0,220
NAPLES,Motorcycle - Standard,0,0,0,0,0,6,0,0,0,0,0,0,0,6
NAPLES,Passenger - Standard,0,0,0,0,0,93,0,0,0,0,1,0,0,94
NAPLES,Light Truck,0,0,0,57,0,192,0,0,0,0,0,0,0,249
NAPLES,Heavy Truck,0,0,0,63,0,3,0,0,0,0,0,0,0,66
NEOLA,Motorcycle - Standard,0,0,0,0,0,19,0,0,0,0,0,0,0,19
NEOLA,Passenger - Standard,0,0,0,1,0,219,1,0,0,0,1,0,0,222
NEOLA,Light Truck,0,0,0,170,0,385,1,0,0,0,0,0,0,556
NEOLA,Heavy Truck,0,0,0,57,0,5,0,0,0,0,0,0,0,62
NEPHI,Motorcycle - Standard,0,0,0,0,2,238,0,0,0,0,0,0,0,240
NEPHI,Passenger - Standard,0,0,12,54,8,3215,74,0,0,0,6,0,0,3369
NEPHI,Light Truck,0,0,10,1182,1,3400,10,0,0,0,4,0,0,4607
NEPHI,Heavy Truck,0,0,3,555,0,107,0,0,0,0,0,0,0,665
NEW HARMONY,Motorcycle - Standard,0,0,0,0,0,74,0,0,0,0,0,0,0,74
NEW HARMONY,Passenger - Standard,0,0,4,17,6,540,37,0,0,0,4,0,0,608
NEW HARMONY,Light Truck,0,0,1,300,0,1015,15,0,0,0,1,0,0,1332
NEW HARMONY,Heavy Truck,0,0,0,47,0,22,0,0,0,0,0,0,0,69
NEWCASTLE,Motorcycle - Standard,0,0,0,0,0,8,0,0,0,0,0,0,0,8
NEWCASTLE,Passenger - Standard,0,0,0,6,0,141,2,0,0,0,1,0,0,150
NEWCASTLE,Light Truck,0,0,1,76,0,157,1,0,0,0,0,0,0,235
NEWCASTLE,Heavy Truck,0,0,0,29,0,0,0,0,0,0,0,0,0,29
NEWTON,Motorcycle - Standard,0,0,0,0,0,13,0,0,0,0,0,0,0,13
NEWTON,Passenger - Standard,0,0,0,7,2,374,14,0,0,0,3,0,0,400
NEWTON,Light Truck,0,0,0,92,1,426,2,0,0,0,0,0,0,521
NEWTON,Heavy Truck,0,0,0,32,0,13,0,0,0,0,0,0,0,45
NIBLEY,Motorcycle - Standard,0,0,0,0,0,209,0,0,0,0,0,0,0,209
NIBLEY,Passenger - Low Speed,0,0,0,0,1,0,0,0,0,0,0,0,0,1
NIBLEY,Passenger - Standard,0,0,3,17,13,1891,50,0,0,0,12,0,0,1986
NIBLEY,Light Truck,0,0,4,280,5,2321,34,0,0,0,0,0,0,2644
NIBLEY,Heavy Truck,0,0,0,53,0,15,0,0,0,0,0,0,0,68
NORTH LOGAN,Motorcycle - Standard,0,0,0,0,5,239,0,0,0,0,0,0,0,244
NORTH LOGAN,Passenger - Standard,0,0,3,29,36,2247,84,0,0,0,5,0,0,2404
NORTH LOGAN,Light Truck,0,0,3,235,6,2808,73,0,0,0,6,0,0,3131
NORTH LOGAN,Heavy Truck,0,0,1,76,0,67,0,0,0,0,0,0,0,144
NORTH OGDEN,Motorcycle - Standard,0,0,0,0,2,376,0,0,0,0,0,0,0,378
NORTH OGDEN,Passenger - Standard,0,0,15,35,48,3999,123,0,0,0,17,0,0,4237
NORTH OGDEN,Light Truck,0,0,7,582,20,4577,80,0,0,0,12,0,0,5278
NORTH OGDEN,Heavy Truck,0,0,0,117,0,44,0,0,0,0,0,0,0,161
NORTH SALT LAKE,Motorcycle - Standard,0,0,0,0,3,540,0,0,0,0,0,0,0,543
NORTH SALT LAKE,Passenger - Low Speed,0,0,0,0,0,1,0,0,0,0,0,0,0,1
NORTH SALT LAKE,Passenger - Standard,0,0,14,75,128,6829,238,0,0,0,52,0,0,7336
NORTH SALT LAKE,Light Truck,0,0,13,586,53,8519,171,0,0,0,17,0,0,9359
NORTH SALT LAKE,Heavy Truck,0,0,1,796,0,190,0,0,0,0,0,0,0,987
OAK CITY,Motorcycle - Standard,0,0,0,0,0,30,0,0,0,0,0,0,0,30
OAK CITY,Passenger - Standard,0,0,1,10,1,398,5,0,0,0,1,0,0,416
OAK CITY,Light Truck,0,0,0,149,0,398,3,0,0,0,0,0,0,550
OAK CITY,Heavy Truck,0,0,0,23,0,5,0,0,0,0,0,0,0,28
OAKLEY,Motorcycle - Standard,0,0,0,0,1,99,0,0,0,0,0,0,0,100
OAKLEY,Passenger - Standard,0,0,3,14,6,729,19,0,0,0,5,0,0,776
OAKLEY,Light Truck,0,0,0,348,6,1173,13,0,0,0,1,0,0,1541
OAKLEY,Heavy Truck,0,0,0,122,0,24,0,0,0,0,0,0,0,146
OGDEN,Motorcycle - Standard,0,0,0,0,6,3356,0,0,0,1,0,0,0,3363
OGDEN,Passenger - Low Speed,0,0,0,0,2,1,0,0,0,0,0,0,0,3
OGDEN,Passenger - Standard,0,0,70,361,240,45389,1105,0,0,1,145,0,0,47311
OGDEN,Light Truck,0,0,68,4930,80,44736,599,0,0,0,36,0,0,50449
OGDEN,Heavy Truck,0,0,24,3543,0,619,0,0,0,1,0,0,0,4187
ORANGEVILLE,Motorcycle - Standard,0,0,0,0,0,35,0,0,0,0,0,0,0,35
ORANGEVILLE,Passenger - Standard,0,0,1,8,0,562,10,0,0,0,1,0,0,582
ORANGEVILLE,Light Truck,0,0,3,199,1,775,3,0,0,0,0,0,0,981
ORANGEVILLE,Heavy Truck,0,0,0,60,0,9,0,0,0,0,0,0,0,69
ORDERVILLE,Motorcycle - Standard,0,0,0,0,0,15,0,0,0,0,0,0,0,15
ORDERVILLE,Passenger - Standard,0,0,0,3,0,227,1,0,0,0,0,0,0,231
ORDERVILLE,Light Truck,0,0,0,95,0,343,0,0,0,0,0,1,0,439
ORDERVILLE,Heavy Truck,0,0,0,26,0,5,0,0,0,0,0,0,0,31
OREM,Motorcycle - Standard,0,0,0,0,9,1790,0,0,0,0,0,0,0,1799
OREM,Passenger - Low Speed,0,0,0,0,1,0,0,0,0,0,0,0,0,1
OREM,Passenger - Standard,0,0,84,260,281,33990,1264,0,2,0,152,1,0,36034
OREM,Light Truck,0,0,50,2015,105,28871,501,0,0,0,55,0,0,31597
OREM,Heavy Truck,0,0,62,1721,0,532,0,0,0,0,0,0,0,2315
PANGUITCH,Motorcycle - Standard,0,0,0,0,0,56,0,0,0,0,0,0,0,56
PANGUITCH,Passenger - Standard,0,0,1,19,0,852,10,0,0,0,0,0,0,882
PANGUITCH,Light Truck,0,0,4,378,1,1385,12,0,0,0,1,0,0,1781
PANGUITCH,Heavy Truck,0,0,0,151,0,21,0,0,0,0,0,0,0,172
PARADISE,Motorcycle - Standard,0,0,0,0,0,55,0,0,0,0,0,0,0,55
PARADISE,Passenger - Standard,0,0,3,14,1,610,8,0,0,0,2,0,0,638
PARADISE,Light Truck,0,0,1,233,4,922,9,0,0,0,0,0,0,1169
PARADISE,Heavy Truck,0,0,0,62,0,13,0,0,0,0,0,0,0,75
PARAGONAH,Motorcycle - Standard,0,0,0,0,0,24,0,0,0,0,0,0,0,24
PARAGONAH,Passenger - Standard,0,0,1,6,0,265,4,0,0,0,1,0,0,277
PARAGONAH,Light Truck,0,0,0,129,0,446,2,0,0,0,0,0,0,577
PARAGONAH,Heavy Truck,0,0,0,34,0,7,0,0,0,0,0,0,0,41
PARK CITY,Motorcycle - Standard,0,0,0,0,6,1326,0,0,0,0,0,0,0,1332
PARK CITY,Passenger - Low Speed,0,0,0,0,6,0,0,0,0,0,0,0,0,6
PARK CITY,Passenger - Standard,0,0,21,185,383,10820,227,0,0,0,78,0,0,11714
PARK CITY,Light Truck,0,0,21,1944,379,21531,544,0,0,0,179,0,0,24598
PARK CITY,Heavy Truck,0,0,8,623,13,175,0,0,0,0,0,2,0,821
PARK VALLEY,Motorcycle - Standard,0,0,0,0,0,1,0,0,0,0,0,0,0,1
PARK VALLEY,Passenger - Standard,0,0,0,0,0,58,0,0,0,0,0,0,0,58
PARK VALLEY,Light Truck,0,0,0,62,0,97,2,0,0,0,0,0,0,161
PARK VALLEY,Heavy Truck,0,0,0,43,0,1,0,0,0,0,0,0,0,44
PAROWAN,Motorcycle - Standard,0,0,0,0,1,155,0,0,0,0,0,0,0,156
PAROWAN,Passenger - Low Speed,0,0,0,0,1,0,0,0,0,0,0,0,0,1
PAROWAN,Passenger - Standard,0,0,1,39,7,1245,39,0,0,0,1,0,0,1332
PAROWAN,Light Truck,0,0,0,526,3,2154,18,0,0,0,2,0,0,2703
PAROWAN,Heavy Truck,0,0,0,169,0,33,0,0,0,0,0,0,0,202
PAYSON,Motorcycle - Standard,0,0,0,0,1,585,0,0,0,0,0,0,0,586
PAYSON,Passenger - Low Speed,0,0,0,0,1,0,0,0,0,0,0,0,0,1
PAYSON,Passenger - Standard,0,0,26,88,26,8071,176,0,0,0,25,0,0,8412
PAYSON,Light Truck,0,0,13,1362,12,8099,63,0,0,0,12,1,0,9562
PAYSON,Heavy Truck,0,0,1,411,0,70,0,0,0,0,0,4,0,486
PEOA,Motorcycle - Standard,0,0,0,0,0,18,0,0,0,0,0,0,0,18
PEOA,Passenger - Standard,0,0,0,6,3,168,1,0,0,0,0,0,0,178
PEOA,Light Truck,0,0,1,94,4,312,4,0,0,0,0,0,0,415
PEOA,Heavy Truck,0,0,0,31,0,1,0,0,0,0,0,0,0,32
PERRY,Motorcycle - Standard,0,0,0,0,0,200,0,0,0,0,0,0,0,200
PERRY,Passenger - Standard,0,0,11,26,11,2193,55,0,0,0,7,0,0,2303
PERRY,Light Truck,0,0,6,415,7,2128,25,0,0,0,0,0,0,2581
PERRY,Heavy Truck,0,0,0,78,0,29,0,0,0,0,0,0,0,107
PINE VALLEY,Motorcycle - Standard,0,0,0,0,0,10,0,0,0,0,0,0,0,10
PINE VALLEY,Passenger - Standard,0,0,1,2,1,103,5,0,0,0,0,0,0,112
PINE VALLEY,Light Truck,0,0,1,45,0,226,6,0,0,0,0,0,0,278
PINE VALLEY,Heavy Truck,0,0,0,11,0,2,0,0,0,0,0,0,0,13
PLAIN CITY,Motorcycle - Standard,0,0,0,0,0,224,0,0,0,1,0,0,0,225
PLAIN CITY,Passenger - Standard,0,0,3,22,11,2162,38,0,0,0,10,0,0,2246
PLAIN CITY,Light Truck,0,0,3,726,1,2678,28,0,0,0,2,0,0,3438
PLAIN CITY,Heavy Truck,0,0,0,149,0,43,0,0,0,0,0,0,0,192
PLEASANT GROVE,Motorcycle - Standard,0,0,0,0,2,881,0,0,0,0,0,0,0,883
PLEASANT GROVE,Passenger - Standard,0,0,39,109,108,12327,424,0,0,0,61,0,0,13068
PLEASANT GROVE,Light Truck,0,0,21,1221,41,12077,190,0,0,0,13,0,0,13563
PLEASANT GROVE,Heavy Truck,0,0,3,481,0,183,0,0,0,0,0,0,0,667
PLEASANT VIEW,Motorcycle - Standard,0,0,0,0,0,291,0,0,0,0,0,0,0,291
PLEASANT VIEW,Passenger - Standard,0,0,2,39,27,3011,117,0,0,0,13,0,0,3209
PLEASANT VIEW,Light Truck,0,0,8,484,14,3260,46,0,0,0,7,0,0,3819
PLEASANT VIEW,Heavy Truck,0,0,0,104,0,33,0,0,0,0,0,0,0,137
PLYMOUTH,Motorcycle - Standard,0,0,0,0,0,26,0,0,0,0,0,0,0,26
PLYMOUTH,Passenger - Standard,0,0,0,3,0,215,6,0,0,0,0,0,0,224
PLYMOUTH,Light Truck,0,0,0,107,0,215,1,0,0,0,0,0,0,323
PLYMOUTH,Heavy Truck,0,0,0,24,0,4,0,0,0,0,0,0,0,28
PORTAGE,Motorcycle - Standard,0,0,0,0,0,14,0,0,0,0,0,0,0,14
PORTAGE,Passenger - Standard,0,0,0,5,0,143,7,0,0,0,1,0,0,156
PORTAGE,Light Truck,0,0,0,65,0,131,1,0,0,0,0,0,0,197
PORTAGE,Heavy Truck,0,0,0,12,0,2,0,0,0,0,0,0,0,14
PRICE,Motorcycle - Standard,0,0,0,0,0,380,0,0,0,0,0,0,0,380
PRICE,Passenger - Standard,0,0,11,58,6,5557,89,0,0,0,11,0,0,5732
PRICE,Light Truck,0,0,20,1384,3,6486,32,0,0,0,1,0,0,7926
PRICE,Heavy Truck,0,0,0,493,0,127,0,0,0,0,0,1,0,621
PROVIDENCE,Motorcycle - Standard,0,0,0,0,0,246,1,0,0,0,0,0,0,247
PROVIDENCE,Passenger - Standard,0,0,3,25,21,2694,84,0,0,0,7,0,0,2834
PROVIDENCE,Light Truck,0,0,5,338,8,3473,72,0,0,0,7,0,0,3903
PROVIDENCE,Heavy Truck,0,0,0,95,0,39,0,0,0,0,0,0,0,134
PROVO,Motorcycle - Standard,0,0,0,0,8,1937,0,0,0,0,0,0,0,1945
PROVO,Passenger - Low Speed,0,0,0,0,7,0,0,0,0,0,0,0,0,7
PROVO,Passenger - Standard,0,0,67,241,307,32117,1292,0,0,1,138,0,0,34163
PROVO,Light Truck,0,0,52,1607,113,25804,539,0,0,1,52,2,0,28170
PROVO,Heavy Truck,0,0,4,947,0,276,0,0,0,0,0,5,0,1232
RANDLETT,Motorcycle - Standard,0,0,0,0,0,12,0,0,0,0,0,0,0,12
RANDLETT,Passenger - Standard,0,0,0,0,0,149,1,0,0,0,0,0,0,150
RANDLETT,Light Truck,0,0,0,61,0,264,0,0,0,0,0,0,0,325
RANDLETT,Heavy Truck,0,0,0,33,0,1,0,0,0,0,0,0,0,34
RANDOLPH,Motorcycle - Standard,0,0,0,0,0,9,0,0,0,0,0,0,0,9
RANDOLPH,Passenger - Standard,0,0,1,4,0,291,0,0,0,0,0,0,0,296
RANDOLPH,Light Truck,0,0,1,187,0,423,1,0,0,0,0,0,0,612
RANDOLPH,Heavy Truck,0,0,0,76,0,10,0,0,0,0,0,0,0,86
REDMOND,Motorcycle - Standard,0,0,0,0,0,18,0,0,0,0,0,0,0,18
REDMOND,Passenger - Standard,0,0,1,3,0,364,3,0,0,0,0,0,0,371
REDMOND,Light Truck,0,0,2,166,0,507,2,0,0,0,0,0,0,677
REDMOND,Heavy Truck,0,0,1,74,0,13,0,0,0,0,0,0,0,88
RICHFIELD,Motorcycle - Standard,0,0,0,0,0,232,0,0,0,0,0,0,0,232
