City,Alcohol,Butane,Compressed Natural Gas,Diesel,Electric,Gasoline,Hybrid,Hydrogen,Liquefied Natural Gas,Other,Plug-in Hybrid,Propane,Steam,TOTAL,Year
FIELDING,0,0,1,202,0,462,8,0,0,0,0,0,0,673,2024
FIELDING,0,0,0,77,0,4,0,0,0,0,0,0,0,81,2024
FILLMORE,0,0,0,0,0,70,0,0,0,0,0,0,0,70,2024
FILLMORE,0,0,4,21,2,1385,28,0,0,0,1,0,0,1441,2024
FILLMORE,0,0,3,431,0,2163,19,0,0,0,1,0,0,2617,2024
FILLMORE,0,0,0,191,0,27,0,0,0,0,0,0,0,218,2024
FORT DUCHESNE,0,0,0,0,0,48,0,0,0,0,0,0,0,48,2024
FORT DUCHESNE,0,0,0,2,0,534,2,0,0,0,1,0,0,539,2024
FORT DUCHESNE,0,0,1,216,0,1206,7,0,0,0,1,0,0,1431,2024
FORT DUCHESNE,0,0,0,163,0,18,0,0,0,0,0,0,0,181,2024
FOUNTAIN GREEN,0,0,0,0,0,43,0,0,0,0,0,0,0,43,2024
FOUNTAIN GREEN,0,0,5,7,2,601,13,0,0,0,0,0,0,628,2024
FOUNTAIN GREEN,0,0,1,262,1,753,8,0,0,0,1,0,0,1026,2024
FOUNTAIN GREEN,0,0,1,57,0,16,0,0,0,0,0,0,0,74,2024
FRANCIS,0,0,0,0,0,58,0,0,0,0,0,0,0,58,2024
FRANCIS,0,0,0,7,3,348,7,0,0,0,1,0,0,366,2024
FRANCIS,0,0,0,189,10,725,22,0,0,0,4,0,0,950,2024
FRANCIS,0,0,0,49,0,10,0,0,0,0,0,0,0,59,2024
FREMONT,0,0,0,0,0,12,0,0,0,0,0,0,0,12,2024
FREMONT,0,0,0,1,0,123,5,0,0,0,0,0,0,129,2024
FREMONT,0,0,0,84,0,221,3,0,0,0,1,0,0,309,2024
FREMONT,0,0,0,8,0,1,0,0,0,0,0,0,0,9,2024
FRUIT HEIGHTS,0,0,0,0,1,208,0,0,0,0,0,0,0,209,2024
FRUIT HEIGHTS,0,0,7,16,59,1759,81,0,0,0,17,0,0,1939,2024
FRUIT HEIGHTS,0,0,4,181,76,2322,93,0,0,0,13,0,0,2689,2024
FRUIT HEIGHTS,0,0,0,20,0,17,0,0,0,0,0,0,0,37,2024
FRUITLAND,0,0,0,0,0,40,0,0,0,0,0,0,0,40,2024
FRUITLAND,0,0,0,14,1,436,1,0,0,0,1,0,0,453,2024
FRUITLAND,0,0,2,307,0,694,3,0,0,0,1,0,0,1007,2024
FRUITLAND,0,0,0,71,0,15,0,0,0,0,0,0,0,86,2024
GARDEN CITY,0,0,0,0,0,100,0,0,0,0,0,0,0,100,2024
GARDEN CITY,0,0,1,7,1,512,23,0,0,1,6,0,0,551,2024
GARDEN CITY,0,0,2,322,4,884,18,0,0,0,4,0,0,1234,2024
GARDEN CITY,0,0,0,81,0,23,0,0,0,0,0,0,0,104,2024
GARLAND,0,0,0,0,2,134,0,0,0,0,0,0,0,136,2024
GARLAND,0,0,4,33,6,1699,40,0,0,0,6,0,0,1788,2024
GARLAND,0,0,3,635,1,2023,28,0,0,0,2,0,0,2692,2024
GARLAND,0,0,0,166,0,29,0,0,0,0,0,0,0,195,2024
GENOLA,0,0,0,0,0,51,0,0,0,0,0,0,0,51,2024
GENOLA,0,0,2,9,4,482,12,0,0,0,3,0,0,512,2024
GENOLA,0,0,3,235,3,691,7,0,0,0,0,0,0,939,2024
GENOLA,0,0,0,95,0,9,0,0,0,0,0,0,0,104,2024
GLENDALE,0,0,0,0,0,7,0,0,0,0,0,0,0,7,2024
GLENDALE,0,0,0,3,0,137,3,0,0,0,1,0,0,144,2024
GLENDALE,0,0,0,108,0,277,2,0,0,0,1,0,0,388,2024
GLENDALE,0,0,0,28,0,3,0,0,0,0,0,0,0,31,2024
GLENWOOD,0,0,0,0,0,22,0,0,0,0,0,0,0,22,2024
GLENWOOD,0,0,2,8,0,212,4,0,0,0,0,0,0,226,2024
GLENWOOD,0,0,1,115,1,352,5,0,0,0,1,0,0,475,2024
GLENWOOD,0,0,0,20,0,2,0,0,0,0,0,0,0,22,2024
GOSHEN,0,0,0,0,1,16,0,0,0,0,0,0,0,17,2024
GOSHEN,0,0,2,3,0,338,4,0,0,0,1,0,0,348,2024
GOSHEN,0,0,0,119,1,414,2,0,0,0,2,0,0,538,2024
GOSHEN,0,0,0,46,0,7,0,0,0,0,0,0,0,53,2024
GRANTSVILLE,0,0,0,0,0,539,0,0,0,0,0,0,0,539,2024
GRANTSVILLE,0,0,10,95,41,6403,155,0,0,0,24,0,0,6728,2024
GRANTSVILLE,0,0,12,2068,27,6830,76,0,0,0,13,0,0,9026,2024
GRANTSVILLE,0,0,0,308,0,104,0,0,0,0,0,0,0,412,2024
GREEN RIVER,0,0,0,0,0,20,0,0,0,0,0,0,0,20,2024
GREEN RIVER,0,0,1,10,0,385,7,0,0,0,3,0,0,406,2024
GREEN RIVER,0,0,0,173,0,582,4,0,0,0,1,0,0,760,2024
GREEN RIVER,0,0,0,72,0,7,0,0,0,0,0,0,0,79,2024
GREENVILLE,0,0,0,0,0,61,1,0,0,0,0,0,0,62,2024
GREENVILLE,0,0,0,38,0,96,1,0,0,0,0,0,0,135,2024
GREENVILLE,0,0,0,6,0,1,0,0,0,0,0,0,0,7,2024
GUNNISON,0,0,0,0,1,56,0,0,0,0,0,0,0,57,2024
GUNNISON,0,0,1,10,3,736,10,0,0,0,1,0,0,761,2024
GUNNISON,0,0,1,279,1,1218,6,0,0,0,1,0,0,1506,2024
GUNNISON,0,0,0,99,0,13,0,0,0,0,0,0,0,112,2024
HANKSVILLE,0,0,0,0,0,10,0,0,0,0,0,0,0,10,2024
HANKSVILLE,0,0,0,1,0,93,0,0,0,0,0,0,0,94,2024
HANKSVILLE,0,0,0,43,0,135,1,0,0,0,0,0,0,179,2024
HANKSVILLE,0,0,0,21,0,2,0,0,0,0,0,0,0,23,2024
HANNA,0,0,0,0,0,7,0,0,0,0,0,0,0,7,2024
HANNA,0,0,0,2,0,91,1,0,0,0,0,0,0,94,2024
HANNA,0,0,0,70,0,162,3,0,0,0,0,0,0,235,2024
HANNA,0,0,0,10,0,1,0,0,0,0,0,0,0,11,2024
HARRISVILLE,0,0,0,0,0,199,0,0,0,0,0,0,0,199,2024
HARRISVILLE,0,0,4,16,9,1522,43,0,0,0,2,0,0,1596,2024
HARRISVILLE,0,0,3,284,6,1855,42,0,0,0,2,1,0,2193,2024
HARRISVILLE,0,0,0,43,0,24,0,0,0,0,0,0,0,67,2024
HATCH,0,0,0,0,0,15,0,0,0,0,0,0,0,15,2024
HATCH,0,0,1,0,0,106,0,0,0,0,2,0,0,109,2024
HATCH,0,0,0,92,0,309,3,0,0,0,0,0,0,404,2024
HATCH,0,0,0,39,0,2,0,0,0,0,0,0,0,41,2024
HEBER,0,0,0,0,70,1002,0,0,0,2,0,0,0,1074,2024
HEBER,0,0,22,179,115,8518,212,0,0,0,26,0,0,9072,2024
HEBER,0,0,17,2736,198,15396,322,0,0,0,77,0,0,18746,2024
HEBER,0,0,3,938,0,168,0,0,0,0,0,0,0,1109,2024
HELPER,0,0,0,0,0,156,0,0,0,0,0,0,0,156,2024
HELPER,0,0,7,18,1,1619,25,0,0,0,5,0,0,1675,2024
HELPER,0,0,4,511,4,2314,10,0,0,0,2,0,0,2845,2024
HELPER,0,0,0,145,0,30,0,0,0,0,0,0,0,175,2024
HENEFER,0,0,0,0,0,38,0,0,0,0,0,0,0,38,2024
HENEFER,0,0,1,11,3,430,19,0,0,0,5,0,0,469,2024
HENEFER,0,0,0,238,1,664,17,0,0,0,2,0,0,922,2024
HENEFER,0,0,0,81,0,4,0,0,0,0,0,0,0,85,2024
HENRIEVILLE,0,0,0,0,0,5,0,0,0,0,0,0,0,5,2024
HENRIEVILLE,0,0,0,2,1,77,2,0,0,0,0,0,0,82,2024
HENRIEVILLE,0,0,0,38,0,133,2,0,0,0,0,0,0,173,2024
HENRIEVILLE,0,0,0,3,0,0,0,0,0,0,0,0,0,3,2024
HERRIMAN,0,0,0,0,5,1373,0,0,0,0,0,0,0,1378,2024
HERRIMAN,0,0,28,111,414,16383,677,0,0,0,101,0,0,17714,2024
HERRIMAN,0,0,16,2286,423,21518,630,0,0,0,124,1,0,24998,2024
HERRIMAN,0,0,0,501,0,171,0,0,0,0,0,1,0,673,2024
HIDEOUT,0,0,0,0,1,23,0,0,0,0,0,0,0,24,2024
HIDEOUT,0,0,0,2,9,267,4,0,0,0,1,0,0,283,2024
HIDEOUT,0,0,1,30,35,685,23,0,0,0,13,0,0,787,2024
HIDEOUT,0,0,0,8,0,2,0,0,0,0,0,0,0,10,2024
HIGHLAND,0,0,0,0,2,540,0,0,0,1,0,0,0,543,2024
HIGHLAND,0,0,13,54,232,5384,284,0,0,0,44,0,0,6011,2024
HIGHLAND,0,0,7,891,276,8229,356,0,0,0,70,0,0,9829,2024
HIGHLAND,0,0,0,251,0,56,0,0,0,0,0,0,0,307,2024
HILDALE,0,0,0,0,0,15,0,0,0,0,0,0,0,15,2024
HILDALE,0,0,0,9,2,443,29,0,0,0,0,0,0,483,2024
HILDALE,0,0,2,242,3,586,19,0,0,0,1,0,0,853,2024
HILDALE,0,0,0,107,0,6,0,0,0,0,0,0,0,113,2024
HILL AIR FORCE BASE,0,0,0,0,1,85,0,0,0,0,0,0,0,86,2024
HILL AIR FORCE BASE,0,0,0,8,7,601,19,0,0,0,0,0,0,635,2024
HILL AIR FORCE BASE,0,0,0,32,8,1071,24,0,0,0,7,0,0,1142,2024
HILL AIR FORCE BASE,0,0,0,32,0,7,0,0,0,0,0,0,0,39,2024
HINCKLEY,0,0,0,0,0,15,0,0,0,0,0,0,0,15,2024
HINCKLEY,0,0,1,6,0,369,2,0,0,0,0,0,0,378,2024
HINCKLEY,0,0,0,165,0,480,0,0,0,0,1,0,0,646,2024
HINCKLEY,0,0,0,24,0,4,0,0,0,0,0,0,0,28,2024
HOLDEN,0,0,0,0,0,6,0,0,0,0,0,0,0,6,2024
HOLDEN,0,0,0,10,1,209,4,0,0,0,1,0,0,225,2024
HOLDEN,0,0,0,96,0,333,2,0,0,0,0,0,0,431,2024
HOLDEN,0,0,0,23,0,10,0,0,0,0,0,0,0,33,2024
HOLLADAY,0,0,0,0,5,443,0,0,0,0,0,0,0,448,2024
HOLLADAY,0,0,10,45,210,4332,207,0,0,0,35,0,0,4839,2024
HOLLADAY,0,0,5,408,287,6766,332,0,0,0,97,0,0,7895,2024
HOLLADAY,0,0,0,50,0,36,0,0,0,0,0,0,0,86,2024
HONEYVILLE,0,0,0,0,0,56,0,0,0,0,0,0,0,56,2024
HONEYVILLE,0,0,2,19,4,546,17,0,0,0,3,0,0,591,2024
HONEYVILLE,0,0,3,259,1,651,6,0,0,0,0,0,0,920,2024
HONEYVILLE,0,0,0,54,0,5,0,0,0,0,0,0,0,59,2024
HOOPER,0,0,0,0,1,331,0,0,0,0,0,0,0,332,2024
HOOPER,0,1,7,46,33,3185,81,0,0,1,13,0,0,3367,2024
HOOPER,0,0,4,1185,22,4074,82,0,0,0,17,0,0,5384,2024
HOOPER,0,0,0,215,0,65,0,0,0,0,0,0,0,280,2024
HOWELL,0,0,0,0,0,6,0,0,0,0,0,0,0,6,2024
HOWELL,0,0,0,3,0,96,4,0,0,0,0,0,0,103,2024
HOWELL,0,0,1,73,0,118,1,0,0,0,0,0,0,193,2024
HOWELL,0,0,0,15,0,2,0,0,0,0,0,0,0,17,2024
HUNTINGTON,0,0,0,0,0,44,0,0,0,0,0,0,0,44,2024
HUNTINGTON,0,0,2,27,0,1074,10,0,0,0,0,0,0,1113,2024
HUNTINGTON,0,0,2,455,1,1489,9,0,0,0,1,0,0,1957,2024
HUNTINGTON,0,0,0,232,0,31,0,0,0,0,0,0,0,263,2024
HUNTSVILLE,0,0,0,0,2,204,0,0,0,0,0,0,0,206,2024
HUNTSVILLE,0,0,4,18,23,756,22,0,0,0,4,0,0,827,2024
HUNTSVILLE,0,0,1,331,34,1538,48,0,0,0,3,0,0,1955,2024
HUNTSVILLE,0,0,0,58,0,17,0,0,0,0,0,0,0,75,2024
HURRICANE,0,0,0,0,2,1093,0,0,0,1,0,0,0,1096,2024
HURRICANE,0,0,29,187,77,8122,388,1,0,0,38,0,0,8842,2024
HURRICANE,0,0,33,2301,87,11792,233,0,0,0,38,1,0,14485,2024
HURRICANE,0,0,2,862,0,243,0,0,0,0,0,4,0,1111,2024
HYDE PARK,0,0,0,0,1,237,0,0,0,1,0,0,0,239,2024
HYDE PARK,0,0,4,19,26,1626,61,0,0,0,13,0,0,1749,2024
HYDE PARK,0,0,2,290,25,2669,101,0,0,0,14,0,0,3101,2024
HYDE PARK,0,0,0,88,0,34,0,0,0,0,0,0,0,122,2024
HYRUM,0,0,0,0,0,345,0,0,0,0,0,0,0,345,2024
HYRUM,0,0,0,43,25,3215,114,0,0,0,18,0,0,3415,2024
HYRUM,0,0,2,539,22,4535,76,0,0,0,7,0,0,5181,2024
HYRUM,0,0,1,128,0,30,0,0,0,0,0,0,0,159,2024
INDIANOLA,0,0,0,0,0,4,0,0,0,0,0,0,0,4,2024
INDIANOLA,0,0,0,2,0,69,1,0,0,0,1,0,0,73,2024
INDIANOLA,0,0,0,45,0,102,1,0,0,0,2,0,0,150,2024
INDIANOLA,0,0,0,7,0,0,0,0,0,0,0,0,0,7,2024
IVINS,0,0,0,0,4,440,0,0,0,1,0,0,0,445,2024
IVINS,0,0,7,58,61,3511,192,0,0,0,26,0,0,3855,2024
IVINS,0,0,10,615,59,4993,187,0,0,0,40,0,0,5904,2024
IVINS,0,0,1,161,0,61,0,0,0,0,0,0,0,223,2024
JENSEN,0,0,0,0,0,33,0,0,0,0,0,0,0,33,2024
JENSEN,0,0,1,2,0,231,4,0,0,0,0,0,0,238,2024
JENSEN,0,0,0,215,0,515,3,0,0,0,0,0,0,733,2024
JENSEN,0,0,0,45,0,8,0,0,0,0,0,0,0,53,2024
JOSEPH,0,0,0,0,0,22,0,0,0,0,0,0,0,22,2024
JOSEPH,0,0,1,1,0,204,2,0,0,0,1,0,0,209,2024
JOSEPH,0,0,2,72,0,285,2,0,0,0,2,0,0,363,2024
JOSEPH,0,0,0,10,0,6,0,0,0,0,0,0,0,16,2024
JUNCTION,0,0,0,0,0,7,0,0,0,0,0,0,0,7,2024
JUNCTION,0,0,0,1,0,127,2,0,0,0,1,0,0,131,2024
JUNCTION,0,0,1,69,0,137,0,0,0,0,0,0,0,207,2024
JUNCTION,0,0,0,46,0,5,0,0,0,0,0,0,0,51,2024
KAMAS,0,0,0,0,0,336,0,0,0,0,0,0,0,336,2024
KAMAS,0,0,4,36,41,2254,64,0,0,0,5,0,0,2404,2024
KAMAS,0,0,5,1082,75,4813,139,0,0,0,39,0,0,6153,2024
KAMAS,0,0,0,274,0,56,0,0,0,0,0,0,0,330,2024
KANAB,0,0,0,0,0,281,0,0,0,0,0,0,0,281,2024
KANAB,0,0,2,57,17,1894,69,0,0,0,4,0,0,2043,2024
KANAB,0,0,4,723,12,4223,56,0,0,0,6,0,0,5024,2024
KANAB,0,0,0,273,0,61,0,0,0,0,0,0,0,334,2024
KANARRAVILLE,0,0,0,0,0,15,0,0,0,0,0,0,0,15,2024
KANARRAVILLE,0,0,0,4,1,166,6,0,0,0,1,0,0,178,2024
KANARRAVILLE,0,0,1,129,1,368,2,0,0,0,0,0,0,501,2024
KANARRAVILLE,0,0,0,22,0,6,0,0,0,0,0,0,0,28,2024
KANOSH,0,0,0,0,0,24,0,0,0,0,0,0,0,24,2024
KANOSH,0,0,2,4,0,279,10,0,0,0,1,0,0,296,2024
KANOSH,0,0,1,122,2,410,3,0,0,0,0,0,0,538,2024
KANOSH,0,0,0,26,0,7,0,0,0,0,0,0,0,33,2024
KAYSVILLE,0,0,0,0,1,903,0,0,0,1,0,0,0,905,2024
KAYSVILLE,0,0,39,121,250,10242,454,0,0,0,63,0,0,11169,2024
KAYSVILLE,0,0,7,1226,263,13077,477,0,0,0,82,0,0,15132,2024
KAYSVILLE,0,0,0,240,0,127,0,0,0,0,0,0,0,367,2024
KEARNS,0,0,0,0,0,495,0,0,0,1,0,0,0,496,2024
KEARNS,0,0,11,22,44,6675,145,0,0,0,8,0,0,6905,2024
KEARNS,0,0,11,548,14,6997,67,0,0,0,6,0,0,7643,2024
KEARNS,0,0,0,137,0,60,0,0,0,0,0,0,0,197,2024
KENILWORTH,0,0,0,0,0,12,0,0,0,0,0,0,0,12,2024
KENILWORTH,0,0,0,3,0,75,3,0,0,0,0,0,0,81,2024
KENILWORTH,0,0,0,20,0,123,1,0,0,0,0,0,0,144,2024
KENILWORTH,0,0,0,2,0,2,0,0,0,0,0,0,0,4,2024
KINGSTON,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2024
KINGSTON,0,0,0,2,0,56,0,0,0,0,0,0,0,58,2024
KINGSTON,0,0,0,48,0,91,1,0,0,0,0,0,0,140,2024
KINGSTON,0,0,0,19,0,0,0,0,0,0,0,0,0,19,2024
KOOSHAREM,0,0,0,0,0,13,0,0,0,0,0,0,0,13,2024
KOOSHAREM,0,0,0,4,0,129,0,0,0,0,0,0,0,133,2024
KOOSHAREM,0,0,1,81,0,226,1,0,0,0,1,0,0,310,2024
KOOSHAREM,0,0,0,15,0,7,0,0,0,0,0,0,0,22,2024
LA SAL,0,0,0,0,0,32,0,0,0,0,0,0,0,32,2024
LA SAL,0,0,0,5,0,172,8,0,0,0,0,0,0,185,2024
LA SAL,0,0,1,126,0,417,4,0,0,0,0,0,0,548,2024
LA SAL,0,0,0,16,0,2,0,0,0,0,0,0,0,18,2024
LA VERKIN,0,0,0,0,0,181,0,0,0,0,0,0,0,181,2024
LA VERKIN,0,0,6,33,9,1648,66,0,0,0,7,0,0,1769,2024
LA VERKIN,0,0,5,378,6,2102,28,0,0,0,4,0,0,2523,2024
LA VERKIN,0,0,0,66,0,13,0,0,0,0,0,0,0,79,2024
LAKE POINT,0,0,0,0,0,110,0,0,0,0,0,0,0,110,2024
LAKE POINT,0,0,5,13,21,1020,37,0,0,0,5,0,0,1101,2024
LAKE POINT,0,0,2,354,8,1315,40,0,0,0,3,0,0,1722,2024
LAKE POINT,0,0,0,88,0,34,0,0,0,0,0,0,0,122,2024
LAKETOWN,0,0,0,0,0,14,0,0,0,0,0,0,0,14,2024
LAKETOWN,0,0,0,3,1,214,0,0,0,0,0,0,0,218,2024
LAKETOWN,0,0,0,131,0,322,4,0,0,0,0,0,0,457,2024
LAKETOWN,0,0,0,32,0,8,0,0,0,0,0,0,0,40,2024
LAPOINT,0,0,0,0,0,33,0,0,0,0,0,0,0,33,2024
LAPOINT,0,0,0,4,1,283,0,0,0,0,1,0,0,289,2024
LAPOINT,0,0,0,223,0,578,0,0,0,0,0,0,0,801,2024
LAPOINT,0,0,0,72,0,3,0,0,0,0,0,0,0,75,2024
LAYTON,0,0,0,0,4,2146,0,0,0,0,0,0,0,2150,2024
LAYTON,0,0,60,205,427,25854,997,0,0,0,127,0,0,27670,2024
LAYTON,0,0,24,2433,317,29627,883,0,0,0,121,0,0,33405,2024
LAYTON,0,0,1,676,0,301,0,0,0,0,0,0,0,978,2024
LEAMINGTON,0,0,0,0,0,6,0,0,0,0,0,0,0,6,2024
LEAMINGTON,0,0,0,4,1,131,1,0,0,0,2,0,0,139,2024
LEAMINGTON,0,0,0,83,0,131,0,0,0,0,0,0,0,214,2024
LEAMINGTON,0,0,0,8,0,2,0,0,0,0,0,0,0,10,2024
LEEDS,0,0,0,0,0,76,0,0,0,0,0,0,0,76,2024
LEEDS,0,0,2,22,10,502,22,0,0,0,1,0,0,559,2024
LEEDS,0,0,1,225,6,753,17,0,0,0,2,0,0,1004,2024
LEEDS,0,0,0,34,0,20,0,0,0,0,0,0,0,54,2024
LEHI,0,0,0,0,9,1627,0,0,0,0,0,0,0,1636,2024
LEHI,0,0,44,156,705,20844,941,0,1,0,142,0,0,22833,2024
LEHI,0,0,22,2645,761,29077,945,0,0,0,178,0,0,33628,2024
LEHI,0,0,1,1136,0,221,0,0,1,0,0,1,0,1360,2024
LEVAN,0,0,0,0,0,24,0,0,0,0,0,0,0,24,2024
LEVAN,0,0,0,13,1,500,13,0,0,0,0,0,0,527,2024
LEVAN,0,0,0,250,0,604,6,0,0,0,0,0,0,860,2024
LEVAN,0,0,0,41,0,11,0,0,0,0,0,0,0,52,2024
LEWISTON,0,0,0,0,0,68,0,0,0,0,0,0,0,68,2024
LEWISTON,0,0,1,14,1,614,22,0,0,0,4,0,0,656,2024
LEWISTON,0,0,0,201,1,900,16,0,0,0,0,0,0,1118,2024
LEWISTON,0,0,0,114,0,15,0,0,0,0,0,2,0,131,2024
LIBERTY,0,0,0,0,0,73,0,0,0,0,0,0,0,73,2024
LIBERTY,0,0,1,6,7,298,7,0,0,0,5,0,0,324,2024
LIBERTY,0,0,2,170,11,661,18,0,0,0,5,0,0,867,2024
LIBERTY,0,0,0,40,0,10,0,0,0,0,0,0,0,50,2024
LINDON,0,0,0,0,4,362,0,0,0,0,0,0,0,366,2024
LINDON,0,0,19,19,88,3605,179,0,0,0,25,0,0,3935,2024
LINDON,0,0,9,775,89,5459,199,0,0,0,20,0,0,6551,2024
LINDON,0,0,1,563,0,91,0,0,0,0,0,0,0,655,2024
LOA,0,0,0,0,0,13,0,0,0,0,0,0,0,13,2024
LOA,0,0,1,10,1,254,9,0,0,0,0,0,0,275,2024
LOA,0,0,4,245,0,539,2,0,0,0,2,0,0,792,2024
LOA,0,0,0,170,0,20,0,0,0,0,0,0,0,190,2024
LOGAN,0,0,0,0,10,1231,0,0,0,0,0,0,0,1241,2024
LOGAN,0,0,37,121,127,15443,597,0,0,0,92,0,0,16417,2024
LOGAN,0,0,20,1226,110,18637,504,0,0,0,48,0,0,20545,2024
LOGAN,0,0,13,1270,1,326,0,0,0,0,0,13,0,1623,2024
LYMAN,0,0,0,0,0,8,0,0,0,0,0,0,0,8,2024
LYMAN,0,0,1,2,1,94,3,0,0,0,0,0,0,101,2024
LYMAN,0,0,0,80,2,177,0,0,0,0,0,0,0,259,2024
LYMAN,0,0,0,27,0,1,0,0,0,0,0,0,0,28,2024
MAGNA,0,0,0,0,3,739,0,0,0,0,0,0,0,742,2024
MAGNA,0,0,16,29,68,10072,213,0,0,0,27,0,0,10425,2024
MAGNA,0,0,12,955,44,10329,144,0,0,0,16,0,0,11500,2024
MAGNA,0,0,0,359,0,103,0,0,0,0,0,0,0,462,2024
MANILA,0,0,0,0,0,48,0,0,0,0,0,0,0,48,2024
MANILA,0,0,0,4,0,477,4,0,0,0,1,0,0,486,2024
MANILA,0,0,4,395,0,834,9,0,0,0,0,0,0,1242,2024
MANILA,0,0,0,81,0,28,0,0,0,0,0,0,0,109,2024
MANTI,0,0,0,0,0,84,0,0,0,0,0,0,0,84,2024
MANTI,0,0,4,15,9,1648,51,0,0,0,3,0,0,1730,2024
MANTI,0,0,3,416,5,2094,17,0,0,0,2,0,0,2537,2024
MANTI,0,0,0,159,0,30,0,0,0,0,0,0,0,189,2024
MANTUA,0,0,0,0,0,57,0,0,0,0,0,0,0,57,2024
MANTUA,0,0,4,20,7,558,12,0,0,0,8,0,0,609,2024
MANTUA,0,0,1,198,8,688,25,0,0,0,2,1,0,923,2024
MANTUA,0,0,0,49,0,15,0,0,0,0,0,0,0,64,2024
MAPLETON,0,0,0,0,1,422,0,0,0,0,0,0,0,423,2024
MAPLETON,0,0,15,37,142,3734,175,0,1,0,28,0,0,4132,2024
MAPLETON,0,0,8,796,149,5724,190,0,0,0,42,0,0,6909,2024
MAPLETON,0,0,0,369,0,65,0,0,0,0,0,0,0,434,2024
MARRIOTT-SLATERVILLE,0,0,0,0,0,16,0,0,0,0,0,0,0,16,2024
MARRIOTT-SLATERVILLE,0,0,0,0,0,128,5,0,0,0,1,0,0,134,2024
MARRIOTT-SLATERVILLE,0,0,1,77,1,187,4,0,0,0,0,0,0,270,2024
MARRIOTT-SLATERVILLE,0,0,0,38,0,5,0,0,0,0,0,0,0,43,2024
MARYSVALE,0,0,0,0,0,36,0,0,0,0,0,0,0,36,2024
MARYSVALE,0,0,1,2,0,241,3,0,0,0,1,0,0,248,2024
MARYSVALE,0,0,0,130,2,424,2,0,0,0,1,0,0,559,2024
MARYSVALE,0,0,0,27,0,11,0,0,0,0,0,0,0,38,2024
MAYFIELD,0,0,0,0,0,25,0,0,0,0,0,0,0,25,2024
MAYFIELD,0,0,1,4,2,265,6,0,0,0,1,0,0,279,2024
MAYFIELD,0,0,2,132,0,452,3,0,0,0,0,1,0,590,2024
MAYFIELD,0,0,0,21,0,4,0,0,0,0,0,0,0,25,2024
MEADOW,0,0,0,0,0,13,0,0,0,0,0,0,0,13,2024
MEADOW,0,0,1,3,0,190,4,0,0,0,0,0,0,198,2024
MEADOW,0,0,0,66,0,244,2,0,0,0,0,0,0,312,2024
MEADOW,0,0,0,13,0,1,0,0,0,0,0,0,0,14,2024
MENDON,0,0,0,0,0,87,0,0,0,0,0,0,0,87,2024
MENDON,0,0,1,10,10,770,56,0,0,0,6,0,0,853,2024
MENDON,0,0,0,234,8,1144,33,0,0,0,5,0,0,1424,2024
MENDON,0,0,0,63,0,10,0,0,0,0,0,0,0,73,2024
MEXICAN HAT,0,0,0,0,0,6,0,0,0,0,0,0,0,6,2024
MEXICAN HAT,0,0,0,0,0,67,1,0,0,0,0,0,0,68,2024
MEXICAN HAT,0,0,0,18,0,139,1,0,0,0,0,0,0,158,2024
MEXICAN HAT,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2024
MIDVALE,0,0,0,0,0,742,0,0,0,0,0,0,0,742,2024
MIDVALE,0,0,14,56,154,15795,467,0,0,0,65,0,0,16551,2024
MIDVALE,0,0,19,5352,144,26748,768,0,0,0,342,1,0,33374,2024
MIDVALE,0,0,66,1630,0,176,0,0,0,0,0,0,0,1872,2024
MIDWAY,0,0,0,0,3,365,0,0,0,0,0,0,0,368,2024
MIDWAY,0,0,5,52,66,2096,69,0,0,0,8,0,0,2296,2024
MIDWAY,0,0,4,612,142,4530,148,0,0,0,36,0,0,5472,2024
MIDWAY,0,0,0,115,0,40,0,0,0,0,0,0,0,155,2024
MILFORD,0,0,0,0,0,38,0,0,0,0,0,0,0,38,2024
MILFORD,0,0,0,5,1,627,14,0,0,0,3,0,0,650,2024
MILFORD,0,0,1,263,0,1014,10,0,0,0,0,0,0,1288,2024
MILFORD,0,0,0,118,0,15,0,0,0,0,0,1,0,134,2024
MILLCREEK,0,0,0,0,4,211,0,0,0,0,0,0,0,215,2024
MILLCREEK,0,0,5,22,89,2285,127,0,0,0,21,0,0,2549,2024
MILLCREEK,0,0,2,116,98,2821,144,0,0,0,21,0,0,3202,2024
MILLCREEK,0,0,0,22,0,13,0,0,0,0,0,0,0,35,2024
MILLVILLE,0,0,0,0,0,88,0,0,0,0,0,0,0,88,2024
MILLVILLE,0,0,1,5,6,737,26,0,0,0,2,0,0,777,2024
MILLVILLE,0,0,1,169,5,1128,25,0,0,0,4,0,0,1332,2024
MILLVILLE,0,0,0,48,0,13,0,0,0,0,0,0,0,61,2024
MINERSVILLE,0,0,0,0,0,11,0,0,0,0,0,0,0,11,2024
MINERSVILLE,0,0,0,6,2,325,7,0,0,0,0,0,0,340,2024
MINERSVILLE,0,0,2,191,0,546,4,0,0,0,0,0,0,743,2024
MINERSVILLE,0,0,0,40,0,3,0,0,0,0,0,0,0,43,2024
MOAB,0,0,0,0,9,691,0,0,0,0,0,0,0,700,2024
MOAB,0,0,3,54,22,3217,147,0,0,0,12,0,0,3455,2024
MOAB,0,0,6,1108,25,7329,107,0,0,0,22,0,0,8597,2024
MOAB,0,0,2,364,0,104,0,0,0,0,0,0,0,470,2024
