Year,City,Vehicle Type,Butane,Compressed Natural Gas,Diesel,Electric,Gasoline,Hybrid,Hydrogen,Liquefied Natural Gas,Other,Plug-in Hybrid,Propane,Steam,TOTAL
2021,ALPINE,Motorcycle - Standard,0,0,0,2,395,0,0,0,0,0,0,0,397
2021,ALPINE,Passenger - Low Speed,0,0,0,2,0,0,0,0,0,0,0,0,2
2021,ALPINE,Passenger - Standard,0,3,52,74,3552,151,0,0,0,29,0,0,3861
2021,ALPINE,Light Truck,0,5,453,36,4030,75,0,0,0,10,0,0,4609
2021,ALPINE,Heavy Truck,0,0,133,0,44,0,0,0,0,0,0,0,177
2021,ALTA,Motorcycle - Standard,0,0,0,0,13,0,0,0,0,0,0,0,13
2021,ALTA,Passenger - Standard,0,0,1,1,77,2,0,0,0,0,0,0,81
2021,ALTA,Light Truck,0,0,16,1,154,1,0,0,0,0,0,0,172
2021,ALTA,Heavy Truck,0,0,1,0,0,0,0,0,0,0,0,0,1
2021,ALTAMONT,Motorcycle - Standard,0,0,0,0,16,0,0,0,0,0,0,0,16
2021,ALTAMONT,Passenger - Standard,0,0,3,0,263,0,0,0,0,0,0,0,266
2021,ALTAMONT,Light Truck,0,1,195,0,528,0,0,0,0,0,0,0,724
2021,ALTAMONT,Heavy Truck,0,0,107,0,9,0,0,0,0,0,0,0,116
2021,ALTON,Motorcycle - Standard,0,0,0,0,3,0,0,0,0,0,0,0,3
2021,ALTON,Passenger - Standard,0,0,6,1,67,1,0,0,0,0,0,0,75
2021,ALTON,Light Truck,0,0,66,0,154,0,0,0,0,0,0,0,220
2021,ALTON,Heavy Truck,0,0,21,0,1,0,0,0,0,0,0,0,22
2021,ALTONAH,Motorcycle - Standard,0,0,0,0,6,0,0,0,0,0,0,0,6
2021,ALTONAH,Passenger - Standard,0,1,1,0,56,2,0,0,0,0,0,0,60
2021,ALTONAH,Light Truck,0,0,72,0,138,0,0,0,0,0,0,0,210
2021,ALTONAH,Heavy Truck,0,0,30,0,1,0,0,0,0,0,0,0,31
2021,AMALGA,Motorcycle - Standard,0,0,0,0,22,0,0,0,0,0,0,0,22
2021,AMALGA,Passenger - Standard,0,1,1,1,160,2,0,0,0,0,0,0,165
2021,AMALGA,Light Truck,0,0,49,0,185,0,0,0,0,0,0,0,234
2021,AMALGA,Heavy Truck,0,0,28,0,7,0,0,0,0,0,0,0,35
2021,AMERICAN FORK,Motorcycle - Standard,0,0,0,4,659,0,0,0,2,0,0,0,665
2021,AMERICAN FORK,Passenger - Low Speed,0,0,0,1,0,0,0,0,0,0,0,0,1
2021,AMERICAN FORK,Passenger - Standard,0,24,82,86,11644,352,0,0,0,33,0,0,12221
2021,AMERICAN FORK,Light Truck,0,23,1035,18,10705,105,0,0,0,8,0,0,11894
2021,AMERICAN FORK,Heavy Truck,0,0,1167,0,146,0,0,0,0,0,7,0,1320
2021,ANETH,Motorcycle - Standard,0,0,0,0,11,0,0,0,0,0,0,0,11
2021,ANETH,Passenger - Standard,0,0,1,0,195,3,0,0,0,1,0,0,200
2021,ANETH,Light Truck,0,0,46,0,422,1,0,0,0,0,0,0,469
2021,ANETH,Heavy Truck,0,0,3,0,0,0,0,0,0,0,0,0,3
2021,ANNABELLA,Motorcycle - Standard,0,0,0,0,24,0,0,0,0,0,0,0,24
2021,ANNABELLA,Passenger - Standard,0,2,2,2,411,0,0,0,0,1,0,0,418
2021,ANNABELLA,Light Truck,0,1,154,0,520,0,0,0,0,0,0,0,675
2021,ANNABELLA,Heavy Truck,0,0,16,0,5,0,0,0,0,0,0,0,21
2021,ANTIMONY,Motorcycle - Standard,0,0,0,0,11,0,0,0,0,0,0,0,11
2021,ANTIMONY,Passenger - Standard,0,0,1,0,83,2,0,0,0,0,0,0,86
2021,ANTIMONY,Light Truck,0,0,71,0,119,0,0,0,0,0,0,0,190
2021,ANTIMONY,Heavy Truck,0,0,10,0,1,0,0,0,0,0,0,0,11
2021,APPLE VALLEY,Motorcycle - Standard,0,0,0,0,41,0,0,0,0,0,0,0,41
2021,APPLE VALLEY,Passenger - Standard,0,4,13,2,322,10,0,0,0,1,0,0,352
2021,APPLE VALLEY,Light Truck,0,3,147,3,448,3,0,0,0,0,0,0,604
2021,APPLE VALLEY,Heavy Truck,0,0,26,0,8,0,0,0,0,0,0,0,34
2021,AURORA,Motorcycle - Standard,0,0,0,0,37,0,0,0,0,0,0,0,37
2021,AURORA,Passenger - Standard,0,2,3,0,433,8,0,0,0,1,0,0,447
2021,AURORA,Light Truck,0,5,260,0,600,3,0,0,0,0,0,0,868
2021,AURORA,Heavy Truck,0,0,185,0,5,0,0,0,0,0,0,0,190
2021,AXTELL,Motorcycle - Standard,0,0,0,0,4,0,0,0,0,0,0,0,4
2021,AXTELL,Passenger - Standard,0,0,2,0,148,2,0,0,0,0,0,0,152
2021,AXTELL,Light Truck,0,1,88,0,164,0,0,0,0,0,0,0,253
2021,AXTELL,Heavy Truck,0,0,7,0,3,0,0,0,0,0,0,0,10
2021,BALLARD,Motorcycle - Standard,0,0,0,0,32,0,0,0,0,0,0,0,32
2021,BALLARD,Passenger - Standard,0,0,2,0,400,4,0,0,0,0,0,0,406
2021,BALLARD,Light Truck,0,0,196,0,613,2,0,0,0,0,0,0,811
2021,BALLARD,Heavy Truck,0,0,171,0,9,0,0,0,0,0,0,0,180
2021,BEAR RIVER CITY,Motorcycle - Standard,0,0,0,0,26,0,0,0,0,0,0,0,26
2021,BEAR RIVER CITY,Passenger - Standard,0,4,6,0,374,5,0,0,0,1,0,0,390
2021,BEAR RIVER CITY,Light Truck,0,3,162,0,438,1,0,0,0,0,0,0,604
2021,BEAR RIVER CITY,Heavy Truck,0,0,49,0,8,0,0,0,0,0,0,0,57
2021,BEAVER,Motorcycle - Standard,0,0,0,1,98,0,0,0,0,0,0,0,99
2021,BEAVER,Passenger - Standard,0,2,24,0,1602,39,0,0,0,1,0,0,1668
2021,BEAVER,Light Truck,0,6,617,1,2437,3,0,0,0,0,0,0,3064
2021,BEAVER,Heavy Truck,0,1,232,0,39,0,0,0,0,0,0,0,272
2021,BENJAMIN,Motorcycle - Standard,0,0,0,0,11,0,0,0,0,0,0,0,11
2021,BENJAMIN,Passenger - Standard,0,2,1,1,145,6,0,0,0,0,0,0,155
2021,BENJAMIN,Light Truck,0,1,88,0,185,0,0,0,0,0,0,0,274
2021,BENJAMIN,Heavy Truck,0,0,11,0,2,0,0,0,0,0,1,0,14
2021,BENSON,Motorcycle - Standard,0,0,0,0,16,0,0,0,0,0,0,0,16
2021,BENSON,Passenger - Standard,0,0,3,0,222,2,0,0,0,1,0,0,228
2021,BENSON,Light Truck,0,0,86,0,258,2,0,0,0,0,0,0,346
2021,BENSON,Heavy Truck,0,0,53,0,5,0,0,0,0,0,0,0,58
2021,BERYL,Motorcycle - Standard,0,0,0,0,18,0,0,0,0,0,0,0,18
2021,BERYL,Passenger - Standard,0,1,2,0,316,7,0,0,0,0,0,0,326
2021,BERYL,Light Truck,0,1,131,3,440,4,0,0,0,0,0,0,579
2021,BERYL,Heavy Truck,0,0,134,0,8,0,0,0,0,0,0,0,142
2021,BICKNELL,Motorcycle - Standard,0,0,0,0,17,0,0,0,1,0,0,0,18
2021,BICKNELL,Passenger - Standard,0,1,3,0,202,3,0,0,0,0,0,0,209
2021,BICKNELL,Light Truck,0,0,99,0,259,3,0,0,0,0,0,0,361
2021,BICKNELL,Heavy Truck,0,0,63,0,4,0,0,0,0,0,1,0,68
2021,BIG WATER,Motorcycle - Standard,0,0,0,0,14,0,0,0,0,0,0,0,14
2021,BIG WATER,Passenger - Standard,0,0,1,0,107,4,0,0,0,0,0,0,112
2021,BIG WATER,Light Truck,0,0,43,0,188,0,0,0,0,1,0,0,232
2021,BIG WATER,Heavy Truck,0,0,12,0,1,0,0,0,0,0,0,0,13
2021,BINGHAM CANYON,Motorcycle - Standard,0,0,0,0,8,0,0,0,0,0,0,0,8
2021,BINGHAM CANYON,Passenger - Standard,0,1,0,1,99,0,0,0,0,1,0,0,102
2021,BINGHAM CANYON,Light Truck,0,0,11,0,136,1,0,0,0,0,0,0,148
2021,BINGHAM CANYON,Heavy Truck,0,0,24,0,1,0,0,0,0,0,0,0,25
2021,BLANDING,Motorcycle - Standard,0,0,0,0,93,0,0,0,0,0,0,0,93
2021,BLANDING,Passenger - Standard,0,1,10,2,1296,23,0,0,0,4,0,0,1336
2021,BLANDING,Light Truck,0,0,372,0,1813,0,0,0,0,0,0,0,2185
2021,BLANDING,Heavy Truck,0,0,198,0,21,0,0,0,0,0,0,0,219
2021,BLUEBELL,Motorcycle - Standard,0,0,0,0,22,0,0,0,0,0,0,0,22
2021,BLUEBELL,Passenger - Standard,0,0,2,0,210,1,0,0,0,0,0,0,213
2021,BLUEBELL,Light Truck,0,0,136,0,312,0,0,0,0,0,0,0,448
2021,BLUEBELL,Heavy Truck,0,0,30,0,2,0,0,0,0,0,0,0,32
2021,BLUFF,Motorcycle - Standard,0,0,0,0,14,0,0,0,0,0,0,0,14
2021,BLUFF,Passenger - Standard,0,0,1,0,207,7,0,0,0,0,0,0,215
2021,BLUFF,Light Truck,0,0,53,0,381,2,0,0,0,0,0,0,436
2021,BLUFF,Heavy Truck,0,0,8,0,1,0,0,0,0,0,0,0,9
2021,BLUFFDALE,Motorcycle - Standard,0,0,0,0,399,0,0,0,0,0,0,0,399
2021,BLUFFDALE,Passenger - Standard,0,10,46,57,4289,119,0,0,0,23,0,0,4544
2021,BLUFFDALE,Light Truck,0,13,1064,16,5190,59,0,0,0,2,1,0,6345
2021,BLUFFDALE,Heavy Truck,0,0,421,0,95,0,0,0,0,0,0,0,516
2021,BOULDER,Motorcycle - Standard,0,0,0,0,8,0,0,0,0,0,0,0,8
2021,BOULDER,Passenger - Standard,0,0,3,1,116,2,0,0,0,0,0,0,122
2021,BOULDER,Light Truck,0,0,51,0,220,1,0,0,0,0,0,0,272
2021,BOULDER,Heavy Truck,0,0,7,0,1,0,0,0,0,0,0,0,8
2021,BOUNTIFUL,Motorcycle - Standard,0,0,0,1,1322,0,0,0,0,0,0,0,1323
2021,BOUNTIFUL,Passenger - Standard,0,57,156,121,16543,509,0,0,0,83,1,0,17470
2021,BOUNTIFUL,Light Truck,0,20,1021,31,14498,211,0,0,0,14,1,0,15796
2021,BOUNTIFUL,Heavy Truck,0,2,219,0,137,0,0,0,0,0,0,0,358
2021,BRIAN HEAD,Motorcycle - Standard,0,0,0,0,27,0,0,0,0,0,0,0,27
2021,BRIAN HEAD,Passenger - Low Speed,0,0,0,1,0,0,0,0,0,0,0,0,1
2021,BRIAN HEAD,Passenger - Standard,0,0,1,0,80,4,0,0,0,0,0,0,85
2021,BRIAN HEAD,Light Truck,0,0,52,1,216,2,0,0,0,1,0,0,272
2021,BRIAN HEAD,Heavy Truck,0,0,20,0,2,0,0,0,0,0,0,0,22
2021,BRIGHAM CITY,Motorcycle - Standard,0,0,0,2,721,0,0,0,1,0,0,0,724
2021,BRIGHAM CITY,Passenger - Standard,0,34,105,10,10099,197,0,0,0,31,0,0,10476
2021,BRIGHAM CITY,Light Truck,0,26,1509,3,8562,47,0,0,0,3,0,0,10150
2021,BRIGHAM CITY,Heavy Truck,0,3,920,0,233,0,0,0,0,0,0,0,1156
2021,BRIGHTON,Motorcycle - Standard,0,0,0,0,26,0,0,0,0,0,0,0,26
2021,BRIGHTON,Passenger - Standard,0,1,1,4,99,1,0,0,0,0,0,0,106
2021,BRIGHTON,Light Truck,0,0,16,1,215,4,0,0,0,1,0,0,237
2021,BRIGHTON,Heavy Truck,0,0,3,0,4,0,0,0,0,0,0,0,7
2021,BROOKSIDE,Motorcycle - Standard,0,0,0,0,22,0,0,0,0,0,0,0,22
2021,BROOKSIDE,Passenger - Standard,0,0,5,0,117,6,0,0,0,0,0,0,128
2021,BROOKSIDE,Light Truck,0,0,55,0,158,0,0,0,0,0,0,0,213
2021,BROOKSIDE,Heavy Truck,0,0,15,0,6,0,0,0,0,0,0,0,21
2021,BRYCE CANYON,Passenger - Standard,0,0,0,0,7,0,0,0,0,0,0,0,7
2021,BRYCE CANYON,Light Truck,0,0,2,0,3,0,0,0,0,0,0,0,5
2021,CANNONVILLE,Motorcycle - Standard,0,0,0,0,4,0,0,0,0,0,0,0,4
2021,CANNONVILLE,Passenger - Standard,0,1,0,0,65,3,0,0,0,0,0,0,69
2021,CANNONVILLE,Light Truck,0,0,44,0,96,0,0,0,0,0,0,0,140
2021,CANNONVILLE,Heavy Truck,0,0,15,0,2,0,0,0,0,0,0,0,17
2021,CASTLE DALE,Motorcycle - Standard,0,0,0,0,21,0,0,0,0,0,0,0,21
2021,CASTLE DALE,Passenger - Standard,0,1,10,0,656,8,0,0,0,1,0,0,676
2021,CASTLE DALE,Light Truck,0,2,259,0,819,2,0,0,0,0,0,0,1082
2021,CASTLE DALE,Heavy Truck,0,0,100,0,10,0,0,0,0,0,0,0,110
2021,CASTLE VALLEY,Motorcycle - Standard,0,0,0,0,39,0,0,0,0,0,0,0,39
2021,CASTLE VALLEY,Passenger - Standard,0,0,1,1,141,7,0,0,0,0,0,0,150
2021,CASTLE VALLEY,Light Truck,0,0,53,1,279,3,0,0,0,0,0,0,336
2021,CASTLE VALLEY,Heavy Truck,0,0,16,0,3,0,0,0,0,0,0,0,19
2021,CEDAR CITY,Motorcycle - Standard,0,0,0,1,1099,0,0,0,1,0,0,0,1101
2021,CEDAR CITY,Passenger - Low Speed,0,0,0,1,0,0,0,0,0,0,0,0,1
2021,CEDAR CITY,Passenger - Standard,0,61,249,34,14897,397,0,0,0,37,0,0,15675
2021,CEDAR CITY,Light Truck,0,53,3131,6,17459,103,0,0,0,6,1,0,20759
2021,CEDAR CITY,Heavy Truck,0,2,1061,0,280,0,0,0,0,0,14,0,1357
2021,CEDAR FORT,Passenger - Standard,0,0,0,0,1,0,0,0,0,0,0,0,1
2021,CEDAR FORT,Light Truck,0,0,1,0,1,0,0,0,0,0,0,0,2
2021,CEDAR HILLS,Motorcycle - Standard,0,0,0,1,260,0,0,0,0,0,0,0,261
2021,CEDAR HILLS,Passenger - Standard,0,3,26,41,3290,128,0,0,0,16,0,0,3504
2021,CEDAR HILLS,Light Truck,0,2,229,5,3101,51,0,0,0,0,0,0,3388
2021,CEDAR HILLS,Heavy Truck,0,0,49,0,23,0,0,0,0,0,0,0,72
2021,CEDAR VALLEY,Motorcycle - Standard,0,0,0,0,25,0,0,0,0,0,0,0,25
2021,CEDAR VALLEY,Passenger - Standard,0,0,6,0,170,7,0,0,0,1,0,0,184
2021,CEDAR VALLEY,Light Truck,0,0,88,0,194,1,0,0,0,0,0,0,283
2021,CEDAR VALLEY,Heavy Truck,0,0,19,0,3,0,0,0,0,0,0,0,22
2021,CENTERFIELD,Motorcycle - Standard,0,0,0,0,38,0,0,0,0,0,0,0,38
2021,CENTERFIELD,Passenger - Standard,0,2,4,0,586,9,0,0,0,0,0,0,601
2021,CENTERFIELD,Light Truck,0,2,201,0,696,2,0,0,0,0,0,0,901
2021,CENTERFIELD,Heavy Truck,0,0,69,0,6,0,0,0,0,0,0,0,75
2021,CENTERVILLE,Motorcycle - Standard,0,0,0,1,449,0,0,0,0,0,0,0,450
2021,CENTERVILLE,Passenger - Standard,0,12,66,53,6612,216,0,0,1,28,0,0,6988
2021,CENTERVILLE,Light Truck,0,8,488,11,6028,80,0,0,0,5,0,0,6620
2021,CENTERVILLE,Heavy Truck,0,0,274,0,61,0,0,0,0,0,0,0,335
2021,CENTRAL,Motorcycle - Standard,0,0,0,0,35,0,0,0,0,0,0,0,35
2021,CENTRAL,Passenger - Standard,0,1,9,0,282,10,0,0,0,1,0,0,303
2021,CENTRAL,Light Truck,0,0,81,0,369,2,0,0,0,0,0,0,452
2021,CENTRAL,Heavy Truck,0,0,11,0,9,0,0,0,0,0,0,0,20
2021,CENTRAL VALLEY,Motorcycle - Standard,0,0,0,0,26,0,0,0,0,0,0,0,26
2021,CENTRAL VALLEY,Passenger - Standard,0,1,1,0,265,7,0,0,0,0,0,0,274
2021,CENTRAL VALLEY,Light Truck,0,2,157,0,380,0,0,0,0,0,0,0,539
2021,CENTRAL VALLEY,Heavy Truck,0,0,20,0,11,0,0,0,0,0,0,0,31
2021,CHESTER,Motorcycle - Standard,0,0,0,0,3,0,0,0,0,0,0,0,3
2021,CHESTER,Passenger - Standard,0,2,1,0,162,1,0,0,0,0,0,0,166
2021,CHESTER,Light Truck,0,1,38,0,172,0,0,0,0,0,0,0,211
2021,CHESTER,Heavy Truck,0,0,13,0,1,0,0,0,0,0,0,0,14
2021,CIRCLEVILLE,Motorcycle - Standard,0,0,0,0,7,0,0,0,0,0,0,0,7
2021,CIRCLEVILLE,Passenger - Standard,0,6,7,0,262,2,0,0,0,0,0,0,277
2021,CIRCLEVILLE,Light Truck,0,1,96,0,307,1,0,0,0,0,0,0,405
2021,CIRCLEVILLE,Heavy Truck,0,0,38,0,1,0,0,0,0,0,0,0,39
2021,CLARKSTON,Motorcycle - Standard,0,0,0,0,30,0,0,0,0,0,0,0,30
2021,CLARKSTON,Passenger - Standard,0,1,5,1,327,7,0,0,0,0,0,0,341
2021,CLARKSTON,Light Truck,0,0,118,0,316,4,0,0,0,0,0,0,438
2021,CLARKSTON,Heavy Truck,0,0,34,0,15,0,0,0,0,0,0,0,49
2021,CLAWSON,Motorcycle - Standard,0,0,0,0,7,0,0,0,0,0,0,0,7
2021,CLAWSON,Passenger - Standard,0,1,1,0,93,2,0,0,0,0,0,0,97
2021,CLAWSON,Light Truck,0,0,29,0,88,0,0,0,0,0,0,0,117
2021,CLAWSON,Heavy Truck,0,0,2,0,1,0,0,0,0,0,0,0,3
2021,CLEARFIELD,Motorcycle - Standard,0,0,0,0,686,0,0,0,0,0,0,0,686
2021,CLEARFIELD,Passenger - Standard,0,25,78,34,11534,281,0,0,0,24,0,0,11976
2021,CLEARFIELD,Light Truck,0,12,771,2,8798,59,0,0,0,4,0,0,9646
2021,CLEARFIELD,Heavy Truck,0,1,339,0,97,0,0,0,0,0,0,0,437
2021,CLEVELAND,Motorcycle - Standard,0,0,0,0,21,0,0,0,0,0,0,0,21
2021,CLEVELAND,Passenger - Standard,0,0,4,0,357,3,0,0,0,0,0,0,364
2021,CLEVELAND,Light Truck,0,1,215,0,422,0,0,0,0,0,0,0,638
2021,CLEVELAND,Heavy Truck,0,0,56,0,4,0,0,0,0,0,0,0,60
2021,CLINTON,Motorcycle - Standard,0,0,0,1,606,0,0,0,1,0,0,0,608
2021,CLINTON,Passenger - Standard,0,15,65,31,7779,138,0,0,0,19,0,0,8047
2021,CLINTON,Light Truck,0,8,858,6,6565,51,0,0,0,3,0,0,7491
2021,CLINTON,Heavy Truck,0,0,116,0,62,0,0,0,0,0,0,0,178
2021,COALVILLE,Motorcycle - Standard,0,0,0,0,135,0,0,0,0,0,0,0,135
2021,COALVILLE,Passenger - Standard,0,3,24,7,1508,19,0,0,0,2,0,0,1563
2021,COALVILLE,Light Truck,0,7,550,2,2075,44,0,0,0,1,0,0,2679
2021,COALVILLE,Heavy Truck,0,0,249,0,29,0,0,0,0,0,0,0,278
2021,COLLINSTON,Motorcycle - Standard,0,0,0,0,8,0,0,0,0,0,0,0,8
2021,COLLINSTON,Passenger - Standard,0,1,2,0,167,3,0,0,0,1,0,0,174
2021,COLLINSTON,Light Truck,0,0,65,1,179,0,0,0,0,0,0,0,245
2021,COLLINSTON,Heavy Truck,0,0,20,0,10,0,0,0,0,0,0,0,30
2021,COPPERTON,Motorcycle - Standard,0,0,0,0,22,0,0,0,0,0,0,0,22
2021,COPPERTON,Passenger - Standard,0,3,4,0,222,2,0,0,0,1,0,0,232
2021,COPPERTON,Light Truck,0,1,34,0,224,1,0,0,0,0,0,0,260
2021,COPPERTON,Heavy Truck,0,0,7,0,8,0,0,0,0,0,0,0,15
2021,CORINNE,Motorcycle - Standard,0,0,0,0,54,0,0,0,0,0,0,0,54
2021,CORINNE,Passenger - Standard,0,3,17,1,828,12,0,0,0,1,0,0,862
2021,CORINNE,Light Truck,0,3,300,0,947,1,0,0,0,0,0,0,1251
2021,CORINNE,Heavy Truck,0,1,198,0,34,0,0,0,0,0,0,0,233
2021,CORNISH,Motorcycle - Standard,0,0,0,0,2,0,0,0,0,0,0,0,2
2021,CORNISH,Passenger - Standard,0,1,0,0,94,1,0,0,0,0,0,0,96
2021,CORNISH,Light Truck,0,0,23,0,123,1,0,0,0,0,0,0,147
2021,CORNISH,Heavy Truck,0,0,5,0,5,0,0,0,0,0,0,0,10
2021,COTTONWOOD HEIGHTS,Motorcycle - Standard,0,0,0,1,450,0,0,0,1,0,0,0,452
2021,COTTONWOOD HEIGHTS,Passenger - Standard,0,7,44,89,4446,178,0,0,0,29,0,0,4793
2021,COTTONWOOD HEIGHTS,Light Truck,0,4,2704,31,6844,106,0,0,0,15,0,0,9704
2021,COTTONWOOD HEIGHTS,Heavy Truck,0,0,639,0,36,0,0,0,0,0,0,0,675
2021,COVE,Motorcycle - Standard,0,0,0,0,22,0,0,0,0,0,0,0,22
2021,COVE,Passenger - Standard,0,1,2,0,132,3,0,0,0,1,0,0,139
2021,COVE,Light Truck,0,1,55,0,174,3,0,0,0,0,0,0,233
2021,COVE,Heavy Truck,0,0,19,0,1,0,0,0,0,0,0,0,20
2021,CROYDON,Motorcycle - Standard,0,0,0,0,5,0,0,0,0,0,0,0,5
2021,CROYDON,Passenger - Standard,0,0,5,0,80,1,0,0,0,0,0,0,86
2021,CROYDON,Light Truck,0,0,54,0,94,0,0,0,0,0,0,0,148
2021,CROYDON,Heavy Truck,0,0,14,0,6,0,0,0,0,0,0,0,20
2021,DAMMERON VALLEY,Motorcycle - Standard,0,0,0,0,74,0,0,0,0,0,0,0,74
2021,DAMMERON VALLEY,Passenger - Standard,0,1,12,5,375,17,0,0,0,3,0,0,413
2021,DAMMERON VALLEY,Light Truck,0,1,159,1,516,6,0,0,0,0,0,0,683
2021,DAMMERON VALLEY,Heavy Truck,0,0,24,0,18,0,0,0,0,0,0,0,42
2021,DELTA,Motorcycle - Standard,0,0,0,0,148,0,0,0,0,0,0,0,148
2021,DELTA,Passenger - Standard,0,6,42,1,2488,34,0,0,0,5,0,0,2576
2021,DELTA,Light Truck,0,4,894,1,2728,8,0,0,0,2,0,0,3637
2021,DELTA,Heavy Truck,0,0,443,0,46,0,0,0,0,0,1,0,490
2021,DEWEYVILLE,Motorcycle - Standard,0,0,0,0,23,0,0,0,0,0,0,0,23
2021,DEWEYVILLE,Passenger - Standard,0,2,3,0,286,9,0,0,0,0,0,0,300
2021,DEWEYVILLE,Light Truck,0,2,92,0,304,2,0,0,0,0,0,0,400
2021,DEWEYVILLE,Heavy Truck,0,0,17,0,4,0,0,0,0,0,0,0,21
2021,DRAPER,Motorcycle - Standard,0,0,0,1,1419,0,0,0,2,0,0,0,1422
2021,DRAPER,Passenger - Low Speed,0,0,0,0,2,0,0,0,0,0,0,0,2
2021,DRAPER,Passenger - Standard,0,29,167,275,16461,1098,0,0,1,77,0,0,18108
2021,DRAPER,Light Truck,0,18,2084,103,20573,305,0,0,0,40,0,0,23123
2021,DRAPER,Heavy Truck,0,1,1145,0,309,0,0,0,0,0,0,0,1455
2021,DUCHESNE,Motorcycle - Standard,0,0,0,1,94,0,0,0,0,0,0,0,95
2021,DUCHESNE,Passenger - Standard,0,1,14,0,1418,11,0,0,0,2,0,0,1446
2021,DUCHESNE,Light Truck,0,6,572,0,1991,7,0,0,0,0,0,0,2576
2021,DUCHESNE,Heavy Truck,0,0,329,0,58,0,0,0,0,0,0,0,387
2021,DUCK CREEK VILLAGE,Motorcycle - Standard,0,0,0,0,30,0,0,0,0,0,0,0,30
2021,DUCK CREEK VILLAGE,Passenger - Standard,0,0,11,1,155,7,0,0,0,1,0,0,175
2021,DUCK CREEK VILLAGE,Light Truck,0,1,175,0,432,0,0,0,0,0,0,0,608
2021,DUCK CREEK VILLAGE,Heavy Truck,0,0,36,0,16,0,0,0,0,0,0,0,52
2021,DUGWAY,Motorcycle - Standard,0,0,0,0,19,0,0,0,0,0,0,0,19
2021,DUGWAY,Passenger - Standard,0,0,0,0,133,6,0,0,0,0,0,0,139
2021,DUGWAY,Light Truck,0,0,15,0,238,1,0,0,0,0,0,0,254
2021,DUGWAY,Heavy Truck,0,0,11,0,1,0,0,0,0,0,0,0,12
2021,DUTCH JOHN,Motorcycle - Standard,0,0,0,0,8,0,0,0,0,0,0,0,8
2021,DUTCH JOHN,Passenger - Standard,0,0,2,0,68,1,0,0,0,0,0,0,71
2021,DUTCH JOHN,Light Truck,0,0,42,0,165,0,0,0,0,0,0,0,207
2021,DUTCH JOHN,Heavy Truck,0,0,8,0,2,0,0,0,0,0,0,0,10
2021,EAGLE MOUNTAIN,Motorcycle - Standard,0,0,0,1,665,0,0,0,0,0,0,0,666
