Year,City,Vehicle Type,Butane,Compressed Natural Gas,Diesel,Electric,Gasoline,Hybrid,Hydrogen,Liquefied Natural Gas,Other,Plug-in Hybrid,Propane,Steam,TOTAL
2021,WANSHIP,Light Truck,0,3,157,1,642,4,0,0,0,1,0,0,808
2021,WANSHIP,Heavy Truck,0,0,27,0,7,0,0,0,0,0,0,0,34
2021,WASHINGTON CITY,Passenger - Standard,0,0,1,0,3,0,0,0,0,0,0,0,4
2021,WASHINGTON CITY,Light Truck,0,0,0,0,8,0,0,0,0,0,0,0,8
2021,WASHINGTON TERRACE,Motorcycle - Standard,0,0,0,0,101,0,0,0,0,0,0,0,101
2021,WASHINGTON TERRACE,Passenger - Standard,0,2,9,5,1453,23,0,0,0,0,0,0,1492
2021,WASHINGTON TERRACE,Light Truck,0,3,103,0,1136,7,0,0,0,0,0,0,1249
2021,WASHINGTON TERRACE,Heavy Truck,0,0,15,0,13,0,0,0,0,0,0,0,28
2021,WELLINGTON,Motorcycle - Standard,0,0,0,0,54,0,0,0,0,0,0,0,54
2021,WELLINGTON,Passenger - Standard,0,1,5,1,734,10,0,0,0,0,0,0,751
2021,WELLINGTON,Light Truck,0,2,227,0,801,2,0,0,0,0,0,0,1032
2021,WELLINGTON,Heavy Truck,0,0,96,0,16,0,0,0,0,0,0,0,112
2021,WELLSVILLE,Motorcycle - Standard,0,0,0,0,197,0,0,0,0,0,0,0,197
2021,WELLSVILLE,Passenger - Standard,0,12,36,9,1887,51,0,0,0,6,0,0,2001
2021,WELLSVILLE,Light Truck,0,4,560,0,2428,13,0,0,0,0,0,0,3005
2021,WELLSVILLE,Heavy Truck,0,0,243,0,34,0,0,0,0,0,0,0,277
2021,WENDOVER,Motorcycle - Standard,0,0,0,0,8,0,0,0,0,0,0,0,8
2021,WENDOVER,Passenger - Standard,0,0,1,0,515,3,0,0,0,0,0,0,519
2021,WENDOVER,Light Truck,0,0,55,0,469,0,0,0,0,0,0,0,524
2021,WENDOVER,Heavy Truck,0,0,27,0,1,0,0,0,0,0,1,0,29
2021,WEST BOUNTIFUL,Motorcycle - Standard,0,0,0,1,270,0,0,0,0,0,0,0,271
2021,WEST BOUNTIFUL,Passenger - Standard,0,10,28,19,2488,80,0,0,0,16,0,0,2641
2021,WEST BOUNTIFUL,Light Truck,0,8,368,3,2682,26,0,0,0,2,0,0,3089
2021,WEST BOUNTIFUL,Heavy Truck,0,1,142,0,40,0,0,0,0,0,0,0,183
2021,WEST HAVEN,Motorcycle - Standard,0,0,0,0,504,0,0,0,0,0,0,0,504
2021,WEST HAVEN,Passenger - Standard,0,7,73,32,5536,136,0,0,0,15,0,0,5799
2021,WEST HAVEN,Light Truck,0,7,1360,6,5518,47,0,0,0,2,0,0,6940
2021,WEST HAVEN,Heavy Truck,0,2,512,0,132,0,0,0,0,0,1,0,647
2021,WEST JORDAN,Motorcycle - Standard,0,0,0,0,2566,0,0,0,0,0,0,0,2566
2021,WEST JORDAN,Passenger - Standard,0,84,228,190,43730,1070,0,0,1,121,0,0,45424
2021,WEST JORDAN,Light Truck,0,75,4179,31,36583,310,0,0,0,19,0,0,41197
2021,WEST JORDAN,Heavy Truck,0,204,1505,0,570,0,0,0,0,0,0,0,2279
2021,WEST POINT,Motorcycle - Standard,0,0,0,1,348,0,0,0,0,0,0,0,349
2021,WEST POINT,Passenger - Standard,0,9,31,13,3791,81,0,0,0,8,0,0,3933
2021,WEST POINT,Light Truck,0,7,610,3,3294,22,0,0,0,2,0,0,3938
2021,WEST POINT,Heavy Truck,0,0,69,0,57,0,0,0,0,0,0,0,126
2021,WEST VALLEY CITY,Motorcycle - Standard,0,0,0,2,2170,0,0,0,1,0,0,0,2173
2021,WEST VALLEY CITY,Passenger - Low Speed,0,0,0,0,1,0,0,0,0,0,0,0,1
2021,WEST VALLEY CITY,Passenger - Standard,0,70,172,142,47719,946,1,0,0,64,0,0,49114
2021,WEST VALLEY CITY,Light Truck,0,67,3243,12,37143,232,0,0,0,17,2,0,40716
2021,WEST VALLEY CITY,Heavy Truck,0,152,3037,0,685,0,0,0,0,0,0,0,3874
2021,WHITEROCKS,Motorcycle - Standard,0,0,0,0,12,0,0,0,0,0,0,0,12
2021,WHITEROCKS,Passenger - Standard,0,0,0,0,143,1,0,0,0,0,0,0,144
2021,WHITEROCKS,Light Truck,0,0,39,0,222,1,0,0,0,0,0,0,262
2021,WHITEROCKS,Heavy Truck,0,0,8,0,0,0,0,0,0,0,0,0,8
2021,WILLARD,Motorcycle - Standard,0,0,0,0,181,0,0,0,0,0,0,0,181
2021,WILLARD,Passenger - Standard,0,11,51,4,2030,39,0,0,0,8,0,0,2143
2021,WILLARD,Light Truck,0,12,655,1,1882,16,0,0,0,1,0,0,2567
2021,WILLARD,Heavy Truck,0,0,179,0,42,0,0,0,0,0,0,0,221
2021,WOODLAND HILLS,Motorcycle - Standard,0,0,0,1,70,0,0,0,0,0,0,0,71
2021,WOODLAND HILLS,Passenger - Standard,0,1,8,5,551,26,0,0,0,4,0,0,595
2021,WOODLAND HILLS,Light Truck,0,0,115,5,628,16,0,0,0,1,0,0,765
2021,WOODLAND HILLS,Heavy Truck,0,0,50,0,11,0,0,0,0,0,0,0,61
2021,WOODRUFF,Motorcycle - Standard,0,0,0,0,2,0,0,0,0,0,0,0,2
2021,WOODRUFF,Passenger - Standard,0,0,1,0,142,2,0,0,0,0,0,0,145
2021,WOODRUFF,Light Truck,0,0,83,0,218,0,0,0,0,0,0,0,301
2021,WOODRUFF,Heavy Truck,0,0,22,0,3,0,0,0,0,0,0,0,25
2021,WOODS CROSS,Motorcycle - Standard,0,0,0,0,336,0,0,0,0,0,0,0,336
2021,WOODS CROSS,Passenger - Standard,1,11,21,18,3932,119,0,0,0,21,0,0,4123
2021,WOODS CROSS,Light Truck,0,4,435,2,3838,39,0,0,0,6,0,0,4324
2021,WOODS CROSS,Heavy Truck,0,0,294,0,62,0,0,0,0,0,0,0,356
2021,WOODS CROSS,Heavy Truck,0,0,294,0,62,0,0,0,0,0,0,0,356
2021,"*Hybrid, Electric and CNG counts are only as accurate as the information provide by the vehicle manufacturer.",Heavy Truck,0,0,294,0,62,0,0,0,0,0,0,0,356
2021,Converted and Propane counts are only as accurate as the information provided by the owner of the vehicle.,Heavy Truck,0,0,294,0,62,0,0,0,0,0,0,0,356
2021,City is determined by address as reported by vehicle owner. Only select cities are included.,Heavy Truck,0,0,294,0,62,0,0,0,0,0,0,0,356
