Year,City,Vehicle Type,Butane,Compressed Natural Gas,Diesel,Electric,Gasoline,Hybrid,Liquefied Natural Gas,Other,Plug-in Hybrid,Propane,Steam,TOTAL
2020,ALPINE,Motorcycle - Standard,0,0,0,0,386,0,0,0,0,0,0,386
2020,ALPINE,Passenger - Low Speed,0,0,0,2,0,0,0,0,0,0,0,2
2020,ALPINE,Passenger - Standard,0,6,62,56,4017,161,0,0,24,0,0,4326
2020,ALPINE,Light Truck,0,4,395,19,3756,58,0,0,9,0,0,4241
2020,ALPINE,Heavy Truck,0,0,119,0,28,0,0,0,0,0,0,147
2020,ALTA,Motorcycle - Standard,0,0,0,0,11,0,0,0,0,0,0,11
2020,ALTA,Passenger - Standard,0,0,1,1,98,0,0,0,0,0,0,100
2020,ALTA,Light Truck,0,0,13,1,146,2,0,0,0,0,0,162
2020,ALTA,Heavy Truck,0,0,1,0,0,0,0,0,0,0,0,1
2020,ALTAMONT,Motorcycle - Standard,0,0,0,0,17,0,0,0,0,0,0,17
2020,ALTAMONT,Passenger - Standard,0,0,4,0,263,0,0,0,0,0,0,267
2020,ALTAMONT,Light Truck,0,0,188,0,501,0,0,0,0,0,0,689
2020,ALTAMONT,Heavy Truck,0,0,119,0,9,0,0,0,0,0,0,128
2020,ALTON,Motorcycle - Standard,0,0,0,0,5,0,0,0,0,0,0,5
2020,ALTON,Passenger - Standard,0,0,1,0,70,2,0,0,0,0,0,73
2020,ALTON,Light Truck,0,0,67,0,122,0,0,0,0,0,0,189
2020,ALTON,Heavy Truck,0,0,19,0,3,0,0,0,0,0,0,22
2020,ALTONAH,Motorcycle - Standard,0,0,0,0,7,0,0,0,0,0,0,7
2020,ALTONAH,Passenger - Standard,0,1,1,0,57,2,0,0,0,0,0,61
2020,ALTONAH,Light Truck,0,1,69,0,121,0,0,0,0,0,0,191
2020,ALTONAH,Heavy Truck,0,0,24,0,0,0,0,0,0,0,0,24
2020,AMALGA,Motorcycle - Standard,0,0,0,0,21,0,0,0,0,0,0,21
2020,AMALGA,Passenger - Standard,0,1,0,1,172,1,0,0,0,0,0,175
2020,AMALGA,Light Truck,0,0,50,0,170,0,0,0,0,0,0,220
2020,AMALGA,Heavy Truck,0,0,25,0,4,0,0,0,0,0,0,29
2020,AMERICAN FORK,Motorcycle - Standard,0,0,0,3,641,0,0,2,0,0,0,646
2020,AMERICAN FORK,Passenger - Low Speed,0,0,0,1,0,0,0,0,0,0,0,1
2020,AMERICAN FORK,Passenger - Standard,0,29,88,65,12082,317,0,0,38,0,0,12619
2020,AMERICAN FORK,Light Truck,0,18,980,5,9504,78,0,0,3,0,0,10588
2020,AMERICAN FORK,Heavy Truck,0,0,1065,0,128,0,0,0,0,7,0,1200
2020,ANETH,Motorcycle - Standard,0,0,0,0,9,0,0,0,0,0,0,9
2020,ANETH,Passenger - Standard,0,0,1,0,190,4,0,0,1,0,0,196
2020,ANETH,Light Truck,0,0,40,0,380,1,0,0,0,0,0,421
2020,ANETH,Heavy Truck,0,0,3,0,0,0,0,0,0,0,0,3
2020,ANNABELLA,Motorcycle - Standard,0,0,0,0,18,0,0,0,0,0,0,18
2020,ANNABELLA,Passenger - Standard,0,2,4,0,431,2,0,0,1,0,0,440
2020,ANNABELLA,Light Truck,0,1,138,0,506,0,0,0,0,0,0,645
2020,ANNABELLA,Heavy Truck,0,0,21,0,4,0,0,0,0,0,0,25
2020,ANTIMONY,Motorcycle - Standard,0,0,0,0,9,0,0,0,0,0,0,9
2020,ANTIMONY,Passenger - Standard,0,0,1,0,93,1,0,0,0,0,0,95
2020,ANTIMONY,Light Truck,0,0,58,0,116,0,0,0,0,0,0,174
2020,ANTIMONY,Heavy Truck,0,0,8,0,1,0,0,0,0,0,0,9
2020,APPLE VALLEY,Motorcycle - Standard,0,0,0,0,45,0,0,0,0,0,0,45
2020,APPLE VALLEY,Passenger - Standard,0,2,10,1,315,13,0,0,1,0,0,342
2020,APPLE VALLEY,Light Truck,0,1,135,0,402,2,0,0,0,0,0,540
2020,APPLE VALLEY,Heavy Truck,0,0,20,0,10,0,0,0,0,0,0,30
2020,AURORA,Motorcycle - Standard,0,0,0,0,28,0,0,0,0,0,0,28
2020,AURORA,Passenger - Standard,0,2,2,0,464,9,0,0,1,0,0,478
2020,AURORA,Light Truck,0,4,268,0,570,3,0,0,0,0,0,845
2020,AURORA,Heavy Truck,0,0,181,0,3,0,0,0,0,0,0,184
2020,AXTELL,Motorcycle - Standard,0,0,0,0,1,0,0,0,0,0,0,1
2020,AXTELL,Passenger - Standard,0,1,1,0,148,2,0,0,0,0,0,152
2020,AXTELL,Light Truck,0,0,91,0,141,0,0,0,0,0,0,232
2020,AXTELL,Heavy Truck,0,0,6,0,4,0,0,0,0,0,0,10
2020,BALLARD,Motorcycle - Standard,0,0,0,0,31,0,0,0,0,0,0,31
2020,BALLARD,Passenger - Standard,0,0,2,0,384,5,0,0,0,0,0,391
2020,BALLARD,Light Truck,0,0,189,0,561,1,0,0,0,0,0,751
2020,BALLARD,Heavy Truck,0,0,150,0,8,0,0,0,0,0,0,158
2020,BEAR RIVER CITY,Motorcycle - Standard,0,0,0,0,34,0,0,0,0,0,0,34
2020,BEAR RIVER CITY,Passenger - Standard,0,5,5,0,390,7,0,0,1,0,0,408
2020,BEAR RIVER CITY,Light Truck,0,3,157,0,434,0,0,0,0,0,0,594
2020,BEAR RIVER CITY,Heavy Truck,0,0,58,0,7,0,0,0,0,0,0,65
2020,BEAVER,Motorcycle - Standard,0,0,0,0,104,0,0,0,0,0,0,104
2020,BEAVER,Passenger - Standard,0,2,18,0,1671,36,0,0,0,0,0,1727
2020,BEAVER,Light Truck,0,5,577,0,2308,4,0,0,0,0,0,2894
2020,BEAVER,Heavy Truck,0,1,277,0,39,0,0,0,0,0,0,317
2020,BENJAMIN,Motorcycle - Standard,0,0,0,0,12,0,0,0,0,0,0,12
2020,BENJAMIN,Passenger - Standard,0,1,1,0,161,4,0,0,0,0,0,167
2020,BENJAMIN,Light Truck,0,1,83,0,166,0,0,0,0,0,0,250
2020,BENJAMIN,Heavy Truck,0,0,10,0,1,0,0,0,0,1,0,12
2020,BENSON,Motorcycle - Standard,0,0,0,0,16,0,0,0,0,0,0,16
2020,BENSON,Passenger - Standard,0,1,2,0,259,3,0,0,0,0,0,265
2020,BENSON,Light Truck,0,0,89,0,247,2,0,0,0,0,0,338
2020,BENSON,Heavy Truck,0,0,48,0,7,0,0,0,0,0,0,55
2020,BERYL,Motorcycle - Standard,0,0,0,0,15,0,0,0,0,0,0,15
2020,BERYL,Passenger - Standard,0,2,3,0,325,4,0,0,0,0,0,334
2020,BERYL,Light Truck,0,1,128,2,418,1,0,0,0,0,0,550
2020,BERYL,Heavy Truck,0,0,115,0,4,0,0,0,0,0,0,119
2020,BICKNELL,Motorcycle - Standard,0,0,0,0,12,0,0,0,0,0,0,12
2020,BICKNELL,Passenger - Standard,0,1,3,0,219,5,0,0,0,0,0,228
2020,BICKNELL,Light Truck,0,0,104,0,253,3,0,0,0,0,0,360
2020,BICKNELL,Heavy Truck,0,0,54,0,4,0,0,0,0,1,0,59
2020,BIG WATER,Motorcycle - Standard,0,0,0,0,12,0,0,0,0,0,0,12
2020,BIG WATER,Passenger - Standard,0,0,1,0,119,2,0,0,0,0,0,122
2020,BIG WATER,Light Truck,0,0,40,0,164,0,0,0,1,0,0,205
2020,BIG WATER,Heavy Truck,0,0,9,0,0,0,0,0,0,0,0,9
2020,BINGHAM CANYON,Motorcycle - Standard,0,0,0,0,5,0,0,0,0,0,0,5
2020,BINGHAM CANYON,Passenger - Standard,0,1,0,1,94,0,0,0,1,0,0,97
2020,BINGHAM CANYON,Light Truck,0,0,8,0,135,1,0,0,0,0,0,144
2020,BINGHAM CANYON,Heavy Truck,0,0,29,0,3,0,0,0,0,0,0,32
2020,BLANDING,Motorcycle - Standard,0,0,0,0,93,0,0,0,0,0,0,93
2020,BLANDING,Passenger - Standard,0,4,13,2,1357,26,0,0,1,0,0,1403
2020,BLANDING,Light Truck,0,0,382,0,1759,0,0,0,0,0,0,2141
2020,BLANDING,Heavy Truck,0,0,183,0,14,0,0,0,0,0,0,197
2020,BLUEBELL,Motorcycle - Standard,0,0,0,0,24,0,0,0,0,0,0,24
2020,BLUEBELL,Passenger - Standard,0,1,3,0,223,2,0,0,0,0,0,229
2020,BLUEBELL,Light Truck,0,0,143,0,307,0,0,0,0,0,0,450
2020,BLUEBELL,Heavy Truck,0,0,38,0,2,0,0,0,0,0,0,40
2020,BLUFF,Motorcycle - Standard,0,0,0,0,15,0,0,0,0,0,0,15
2020,BLUFF,Passenger - Standard,0,0,1,0,226,7,0,0,0,0,0,234
2020,BLUFF,Light Truck,0,0,47,0,362,3,0,0,0,0,0,412
2020,BLUFF,Heavy Truck,0,0,4,0,2,0,0,0,0,0,0,6
2020,BLUFFDALE,Motorcycle - Standard,0,0,0,0,343,0,0,0,0,0,0,343
2020,BLUFFDALE,Passenger - Standard,0,14,48,51,4309,105,0,0,25,0,0,4552
2020,BLUFFDALE,Light Truck,0,14,996,2,4519,41,0,0,2,1,0,5575
2020,BLUFFDALE,Heavy Truck,0,1,352,0,85,0,0,0,0,0,0,438
2020,BOULDER,Motorcycle - Standard,0,0,0,0,10,0,0,0,0,0,0,10
2020,BOULDER,Passenger - Standard,0,0,4,1,124,3,0,0,0,0,0,132
2020,BOULDER,Light Truck,0,0,54,0,234,0,0,0,0,0,0,288
2020,BOULDER,Heavy Truck,0,0,5,0,0,0,0,0,0,0,0,5
2020,BOUNTIFUL,Motorcycle - Standard,0,0,0,1,1292,0,0,0,0,0,0,1293
2020,BOUNTIFUL,Passenger - Standard,0,69,152,113,18221,507,0,0,74,1,0,19137
2020,BOUNTIFUL,Light Truck,0,18,972,13,13879,166,0,0,8,1,0,15057
2020,BOUNTIFUL,Heavy Truck,0,1,203,0,131,0,0,0,0,0,0,335
2020,BRIAN HEAD,Motorcycle - Standard,0,0,0,0,17,0,0,0,0,0,0,17
2020,BRIAN HEAD,Passenger - Standard,0,0,1,0,86,4,0,0,0,0,0,91
2020,BRIAN HEAD,Light Truck,0,0,49,1,184,1,0,0,0,0,0,235
2020,BRIAN HEAD,Heavy Truck,0,0,11,0,2,0,0,0,0,0,0,13
2020,BRIGHAM CITY,Motorcycle - Standard,0,0,0,1,674,0,0,0,0,0,0,675
2020,BRIGHAM CITY,Passenger - Standard,0,39,93,7,10455,182,0,0,33,0,0,10809
2020,BRIGHAM CITY,Light Truck,0,21,1396,0,7750,41,0,0,1,0,0,9209
2020,BRIGHAM CITY,Heavy Truck,0,2,858,0,209,0,0,0,0,0,0,1069
2020,BRIGHTON,Motorcycle - Standard,0,0,0,0,23,0,0,0,0,0,0,23
2020,BRIGHTON,Passenger - Standard,0,1,1,3,113,2,0,0,0,0,0,120
2020,BRIGHTON,Light Truck,0,0,18,0,207,3,0,0,0,0,0,228
2020,BRIGHTON,Heavy Truck,0,0,3,0,4,0,0,0,0,0,0,7
2020,BROOKSIDE,Motorcycle - Standard,0,0,0,0,24,0,0,0,0,0,0,24
2020,BROOKSIDE,Passenger - Standard,0,0,3,0,128,4,0,0,0,0,0,135
2020,BROOKSIDE,Light Truck,0,0,56,0,148,0,0,0,0,0,0,204
2020,BROOKSIDE,Heavy Truck,0,0,16,0,7,0,0,0,0,0,0,23
2020,BRYCE CANYON,Passenger - Standard,0,0,0,0,7,0,0,0,0,0,0,7
2020,BRYCE CANYON,Light Truck,0,0,1,0,3,0,0,0,0,0,0,4
2020,CANNONVILLE,Motorcycle - Standard,0,0,0,0,3,0,0,0,0,0,0,3
2020,CANNONVILLE,Passenger - Standard,0,0,1,0,70,3,0,0,0,0,0,74
2020,CANNONVILLE,Light Truck,0,0,43,0,87,0,0,0,0,0,0,130
2020,CANNONVILLE,Heavy Truck,0,0,20,0,2,0,0,0,0,0,0,22
2020,CASTLE DALE,Motorcycle - Standard,0,0,0,0,28,0,0,0,0,0,0,28
2020,CASTLE DALE,Passenger - Standard,0,2,10,0,649,9,0,0,1,0,0,671
2020,CASTLE DALE,Light Truck,0,2,254,0,783,2,0,0,0,0,0,1041
2020,CASTLE DALE,Heavy Truck,0,0,89,0,7,0,0,0,0,0,0,96
2020,CASTLE VALLEY,Motorcycle - Standard,0,0,0,0,27,0,0,0,0,0,0,27
2020,CASTLE VALLEY,Passenger - Standard,0,0,1,1,156,6,0,0,0,0,0,164
2020,CASTLE VALLEY,Light Truck,0,0,47,0,279,2,0,0,0,0,0,328
2020,CASTLE VALLEY,Heavy Truck,0,0,14,0,5,0,0,0,0,0,0,19
2020,CEDAR CITY,Motorcycle - Standard,0,0,0,1,1023,0,0,0,0,0,0,1024
2020,CEDAR CITY,Passenger - Standard,0,61,198,22,14955,379,0,0,29,0,0,15644
2020,CEDAR CITY,Light Truck,0,60,2858,3,15902,68,0,0,2,1,0,18894
2020,CEDAR CITY,Heavy Truck,0,3,956,0,288,0,0,0,0,14,0,1261
2020,CEDAR FORT,Passenger - Standard,0,0,0,0,1,0,0,0,0,0,0,1
2020,CEDAR FORT,Light Truck,0,0,2,0,1,0,0,0,0,0,0,3
2020,CEDAR HILLS,Motorcycle - Standard,0,0,0,0,256,0,0,0,0,0,0,256
2020,CEDAR HILLS,Passenger - Standard,0,5,39,35,3618,126,0,0,15,0,0,3838
2020,CEDAR HILLS,Light Truck,0,0,217,2,2869,44,0,0,0,0,0,3132
2020,CEDAR HILLS,Heavy Truck,0,0,46,0,18,0,0,0,0,0,0,64
2020,CEDAR VALLEY,Motorcycle - Standard,0,0,0,0,17,0,0,0,0,0,0,17
2020,CEDAR VALLEY,Passenger - Standard,0,0,4,0,187,7,0,0,1,0,0,199
2020,CEDAR VALLEY,Light Truck,0,0,78,0,164,1,0,0,0,0,0,243
2020,CEDAR VALLEY,Heavy Truck,0,0,14,0,1,0,0,0,0,0,0,15
2020,CENTERFIELD,Motorcycle - Standard,0,0,0,0,34,0,0,0,0,0,0,34
2020,CENTERFIELD,Passenger - Standard,0,2,6,0,570,9,0,0,0,0,0,587
2020,CENTERFIELD,Light Truck,0,1,186,0,663,3,0,0,0,0,0,853
2020,CENTERFIELD,Heavy Truck,0,0,77,0,6,0,0,0,0,0,0,83
2020,CENTERVILLE,Motorcycle - Standard,0,0,0,0,472,0,0,1,0,0,0,473
2020,CENTERVILLE,Passenger - Standard,0,15,71,50,7122,217,0,1,28,0,0,7504
2020,CENTERVILLE,Light Truck,0,8,493,1,5679,68,0,0,5,0,0,6254
2020,CENTERVILLE,Heavy Truck,0,0,236,0,60,0,0,0,0,0,0,296
2020,CENTRAL,Motorcycle - Standard,0,0,0,0,37,0,0,0,0,0,0,37
2020,CENTRAL,Passenger - Standard,0,1,9,0,269,13,0,0,0,0,0,292
2020,CENTRAL,Light Truck,0,0,75,0,350,2,0,0,0,0,0,427
2020,CENTRAL,Heavy Truck,0,0,10,0,11,0,0,0,0,0,0,21
2020,CENTRAL VALLEY,Motorcycle - Standard,0,0,0,0,25,0,0,0,0,0,0,25
2020,CENTRAL VALLEY,Passenger - Standard,0,0,0,0,283,7,0,0,0,0,0,290
2020,CENTRAL VALLEY,Light Truck,0,1,144,0,368,0,0,0,0,0,0,513
2020,CENTRAL VALLEY,Heavy Truck,0,0,26,0,7,0,0,0,0,0,0,33
2020,CHESTER,Motorcycle - Standard,0,0,0,0,6,0,0,0,0,0,0,6
2020,CHESTER,Passenger - Standard,0,1,1,0,168,1,0,0,0,0,0,171
2020,CHESTER,Light Truck,0,1,44,0,156,0,0,0,0,0,0,201
2020,CHESTER,Heavy Truck,0,0,13,0,1,0,0,0,0,0,0,14
2020,CIRCLEVILLE,Motorcycle - Standard,0,0,0,0,8,0,0,0,0,0,0,8
2020,CIRCLEVILLE,Passenger - Standard,0,5,7,0,261,2,0,0,0,0,0,275
2020,CIRCLEVILLE,Light Truck,0,1,85,0,285,1,0,0,0,0,0,372
2020,CIRCLEVILLE,Heavy Truck,0,0,31,0,1,0,0,0,0,0,0,32
2020,CLARKSTON,Motorcycle - Standard,0,0,0,0,34,0,0,0,0,0,0,34
2020,CLARKSTON,Passenger - Standard,0,1,7,1,321,6,0,0,0,0,0,336
2020,CLARKSTON,Light Truck,0,0,106,0,288,3,0,0,0,0,0,397
2020,CLARKSTON,Heavy Truck,0,0,33,0,14,0,0,0,0,0,0,47
2020,CLAWSON,Motorcycle - Standard,0,0,0,0,7,0,0,0,0,0,0,7
2020,CLAWSON,Passenger - Standard,0,1,1,0,102,2,0,0,0,0,0,106
2020,CLAWSON,Light Truck,0,0,35,0,79,0,0,0,0,0,0,114
2020,CLAWSON,Heavy Truck,0,0,3,0,1,0,0,0,0,0,0,4
2020,CLEARFIELD,Motorcycle - Standard,0,0,0,0,713,0,0,0,0,0,0,713
2020,CLEARFIELD,Passenger - Standard,0,32,79,32,11701,258,0,0,18,0,0,12120
2020,CLEARFIELD,Light Truck,0,13,708,0,7959,42,0,0,4,0,0,8726
2020,CLEARFIELD,Heavy Truck,0,1,303,0,96,0,0,0,0,0,0,400
2020,CLEVELAND,Motorcycle - Standard,0,0,0,0,22,0,0,0,0,0,0,22
2020,CLEVELAND,Passenger - Standard,0,0,6,0,358,4,0,0,0,0,0,368
2020,CLEVELAND,Light Truck,0,1,197,0,388,0,0,0,0,0,0,586
2020,CLEVELAND,Heavy Truck,0,0,42,0,3,0,0,0,0,0,0,45
2020,CLINTON,Motorcycle - Standard,0,0,0,1,578,0,0,1,0,0,0,580
2020,CLINTON,Passenger - Standard,0,14,63,25,8157,122,0,0,20,0,0,8401
2020,CLINTON,Light Truck,0,9,821,0,6131,47,0,0,1,0,0,7009
2020,CLINTON,Heavy Truck,0,0,107,0,67,0,0,0,0,0,0,174
2020,COALVILLE,Motorcycle - Standard,0,0,0,0,127,0,0,0,0,0,0,127
2020,COALVILLE,Passenger - Standard,0,5,21,6,1591,19,0,0,5,0,0,1647
2020,COALVILLE,Light Truck,0,7,527,0,1914,33,0,0,0,0,0,2481
2020,COALVILLE,Heavy Truck,0,0,243,0,23,0,0,0,0,0,0,266
2020,COLLINSTON,Motorcycle - Standard,0,0,0,0,11,0,0,0,0,0,0,11
2020,COLLINSTON,Passenger - Standard,0,2,1,0,164,4,0,0,1,0,0,172
2020,COLLINSTON,Light Truck,0,2,64,0,156,0,0,0,0,0,0,222
2020,COLLINSTON,Heavy Truck,0,0,22,0,7,0,0,0,0,0,0,29
2020,COPPERTON,Motorcycle - Standard,0,0,0,0,22,0,0,0,0,0,0,22
2020,COPPERTON,Passenger - Standard,0,3,4,0,252,2,0,0,0,0,0,261
2020,COPPERTON,Light Truck,0,1,31,0,208,1,0,0,0,0,0,241
2020,COPPERTON,Heavy Truck,0,0,8,0,7,0,0,0,0,0,0,15
2020,CORINNE,Motorcycle - Standard,0,0,0,0,48,0,0,0,0,0,0,48
2020,CORINNE,Passenger - Standard,0,2,15,1,862,8,0,0,1,0,0,889
2020,CORINNE,Light Truck,0,1,287,0,937,1,0,0,0,0,0,1226
2020,CORINNE,Heavy Truck,0,1,197,0,32,0,0,0,0,0,0,230
2020,CORNISH,Motorcycle - Standard,0,0,0,0,1,0,0,0,0,0,0,1
2020,CORNISH,Passenger - Standard,0,1,1,0,108,0,0,0,0,0,0,110
2020,CORNISH,Light Truck,0,0,25,0,124,1,0,0,0,0,0,150
2020,CORNISH,Heavy Truck,0,0,7,0,6,0,0,0,0,0,0,13
2020,COTTONWOOD HEIGHTS,Motorcycle - Standard,0,0,0,1,430,0,0,1,0,0,0,432
2020,COTTONWOOD HEIGHTS,Passenger - Standard,0,7,46,72,4730,189,0,0,18,0,0,5062
2020,COTTONWOOD HEIGHTS,Light Truck,0,3,5303,8,7327,87,0,0,11,0,0,12739
2020,COTTONWOOD HEIGHTS,Heavy Truck,0,0,891,0,36,0,0,0,0,0,0,927
2020,COVE,Motorcycle - Standard,0,0,0,0,24,0,0,0,0,0,0,24
2020,COVE,Passenger - Standard,0,2,2,0,141,2,0,0,1,0,0,148
2020,COVE,Light Truck,0,0,47,0,179,2,0,0,0,0,0,228
2020,COVE,Heavy Truck,0,0,18,0,1,0,0,0,0,0,0,19
2020,CROYDON,Motorcycle - Standard,0,0,0,0,5,0,0,0,0,0,0,5
2020,CROYDON,Passenger - Standard,0,0,7,0,84,2,0,0,0,0,0,93
2020,CROYDON,Light Truck,0,0,58,0,93,0,0,0,0,0,0,151
2020,CROYDON,Heavy Truck,0,0,11,0,6,0,0,0,0,0,0,17
2020,DAMMERON VALLEY,Motorcycle - Standard,0,0,0,0,60,0,0,0,0,0,0,60
2020,DAMMERON VALLEY,Passenger - Standard,0,0,13,4,391,15,0,0,2,0,0,425
2020,DAMMERON VALLEY,Light Truck,0,2,162,1,480,5,0,0,0,0,0,650
2020,DAMMERON VALLEY,Heavy Truck,0,0,23,0,13,0,0,0,0,0,0,36
2020,DELTA,Motorcycle - Standard,0,0,0,0,138,0,0,0,0,0,0,138
2020,DELTA,Passenger - Standard,0,6,36,0,2569,28,0,0,2,0,0,2641
2020,DELTA,Light Truck,0,6,884,0,2641,4,0,0,1,0,0,3536
2020,DELTA,Heavy Truck,0,0,393,0,40,0,0,0,0,1,0,434
2020,DEWEYVILLE,Motorcycle - Standard,0,0,0,0,18,0,0,0,0,0,0,18
2020,DEWEYVILLE,Passenger - Standard,0,0,3,0,292,6,0,0,0,0,0,301
2020,DEWEYVILLE,Light Truck,0,1,91,0,288,2,0,0,0,0,0,382
2020,DEWEYVILLE,Heavy Truck,0,0,16,0,3,0,0,0,0,0,0,19
2020,DRAPER,Motorcycle - Standard,0,0,0,0,1421,0,0,2,0,0,0,1423
2020,DRAPER,Passenger - Low Speed,0,0,0,0,2,0,0,0,0,0,0,2
2020,DRAPER,Passenger - Standard,0,47,171,214,17726,1111,0,2,77,0,0,19348
2020,DRAPER,Light Truck,0,22,1982,46,19388,259,0,0,27,0,0,21724
2020,DRAPER,Heavy Truck,0,1,1001,0,296,0,0,0,0,0,0,1298
2020,DUCHESNE,Motorcycle - Standard,0,0,0,0,107,0,0,0,0,0,0,107
2020,DUCHESNE,Passenger - Standard,0,0,14,0,1432,12,0,0,2,0,0,1460
2020,DUCHESNE,Light Truck,0,7,564,0,1942,6,0,0,0,0,0,2519
2020,DUCHESNE,Heavy Truck,0,0,323,0,49,0,0,0,0,0,0,372
2020,DUCK CREEK VILLAGE,Motorcycle - Standard,0,0,0,0,26,0,0,1,0,0,0,27
2020,DUCK CREEK VILLAGE,Passenger - Standard,0,0,7,1,132,3,0,0,0,0,0,143
2020,DUCK CREEK VILLAGE,Light Truck,0,1,137,0,361,0,0,0,0,0,0,499
2020,DUCK CREEK VILLAGE,Heavy Truck,0,0,26,0,14,0,0,0,0,0,0,40
2020,DUGWAY,Motorcycle - Standard,0,0,0,0,19,0,0,0,0,0,0,19
2020,DUGWAY,Passenger - Standard,0,0,0,0,134,8,0,0,1,0,0,143
2020,DUGWAY,Light Truck,0,0,16,0,217,1,0,0,0,0,0,234
2020,DUGWAY,Heavy Truck,0,0,11,0,1,0,0,0,0,0,0,12
2020,DUTCH JOHN,Motorcycle - Standard,0,0,0,0,7,0,0,0,0,0,0,7
2020,DUTCH JOHN,Passenger - Standard,0,0,3,0,82,1,0,0,0,0,0,86
2020,DUTCH JOHN,Light Truck,0,0,37,0,149,0,0,0,0,0,0,186
2020,DUTCH JOHN,Heavy Truck,0,0,4,0,2,0,0,0,0,0,0,6
2020,EAGLE MOUNTAIN,Motorcycle - Standard,0,0,0,0,618,0,0,0,0,0,0,618
2020,EAGLE MOUNTAIN,Passenger - Standard,0,30,122,61,10517,379,0,0,51,0,0,11160
2020,EAGLE MOUNTAIN,Light Truck,0,17,947,0,9219,60,0,0,3,0,0,10246
2020,EAGLE MOUNTAIN,Heavy Truck,0,1,226,0,72,0,0,0,0,0,0,299
2020,EAST CARBON,Motorcycle - Standard,0,0,0,0,29,0,0,0,0,0,0,29
2020,EAST CARBON,Passenger - Standard,0,0,5,0,559,5,0,0,0,0,0,569
2020,EAST CARBON,Light Truck,0,1,79,0,525,1,0,0,0,0,0,606
2020,EAST CARBON,Heavy Truck,0,0,4,0,8,0,0,0,0,0,0,12
2020,EDEN,Motorcycle - Standard,0,0,0,0,212,0,0,0,0,0,0,212
2020,EDEN,Passenger - Standard,0,4,22,8,1222,36,0,0,1,0,0,1293
2020,EDEN,Light Truck,0,3,368,3,1781,14,0,0,0,0,0,2169
2020,EDEN,Heavy Truck,0,0,63,0,34,0,0,0,0,0,0,97
2020,ELBERTA,Motorcycle - Standard,0,0,0,0,1,0,0,0,0,0,0,1
2020,ELBERTA,Passenger - Standard,0,3,1,0,138,2,0,0,0,0,0,144
2020,ELBERTA,Light Truck,0,0,36,0,150,0,0,0,0,0,0,186
2020,ELBERTA,Heavy Truck,0,0,58,0,4,0,0,0,0,0,0,62
2020,ELK RIDGE,Motorcycle - Standard,0,0,0,0,103,0,0,0,0,0,0,103
2020,ELK RIDGE,Passenger - Standard,0,6,15,8,1420,41,0,0,12,0,0,1502
2020,ELK RIDGE,Light Truck,0,1,202,0,1327,12,0,0,1,0,0,1543
2020,ELK RIDGE,Heavy Truck,0,1,54,0,19,0,0,0,0,0,0,74
2020,ELMO,Motorcycle - Standard,0,0,0,0,14,0,0,0,0,0,0,14
2020,ELMO,Passenger - Standard,0,1,7,0,320,4,0,0,0,0,0,332
2020,ELMO,Light Truck,0,0,155,0,290,1,0,0,0,0,0,446
2020,ELMO,Heavy Truck,0,0,14,0,2,0,0,0,0,0,0,16
2020,ELSINORE,Motorcycle - Standard,0,0,0,0,33,0,0,0,0,0,0,33
2020,ELSINORE,Passenger - Standard,0,1,6,1,551,4,0,0,0,0,0,563
2020,ELSINORE,Light Truck,0,4,119,0,578,0,0,0,0,0,0,701
2020,ELSINORE,Heavy Truck,0,0,26,0,11,0,0,0,0,0,0,37
2020,ELWOOD,Motorcycle - Standard,0,0,0,0,23,0,0,0,0,0,0,23
2020,ELWOOD,Passenger - Standard,0,4,2,0,295,9,0,0,3,0,0,313
2020,ELWOOD,Light Truck,0,1,108,0,262,1,0,0,0,0,0,372
2020,ELWOOD,Heavy Truck,0,0,28,0,4,0,0,0,0,0,0,32
2020,EMERY,Motorcycle - Standard,0,0,0,0,13,0,0,0,0,0,0,13
2020,EMERY,Passenger - Standard,0,0,7,0,174,1,0,0,0,0,0,182
2020,EMERY,Light Truck,0,0,73,0,187,0,0,0,0,0,0,260
2020,EMERY,Heavy Truck,0,0,19,0,3,0,0,0,0,0,0,22
2020,ENOCH,Motorcycle - Standard,0,0,0,0,152,0,0,0,0,0,0,152
2020,ENOCH,Passenger - Standard,0,13,32,2,2176,42,0,0,1,0,0,2266
2020,ENOCH,Light Truck,0,12,482,0,2266,4,0,0,1,0,0,2765
2020,ENOCH,Heavy Truck,0,0,60,0,28,0,0,0,0,0,0,88
2020,ENTERPRISE,Motorcycle - Standard,0,0,0,0,44,0,0,0,0,0,0,44
2020,ENTERPRISE,Passenger - Standard,0,8,17,0,848,20,0,0,0,0,0,893
2020,ENTERPRISE,Light Truck,0,0,289,0,931,1,0,0,0,0,0,1221
2020,ENTERPRISE,Heavy Truck,0,0,112,0,11,0,0,0,0,0,0,123
2020,EPHRAIM,Motorcycle - Standard,0,0,0,0,97,0,0,0,0,0,0,97
2020,EPHRAIM,Passenger - Low Speed,0,0,0,0,1,0,0,0,0,0,0,1
2020,EPHRAIM,Passenger - Standard,0,2,20,1,2218,37,0,0,1,0,0,2279
2020,EPHRAIM,Light Truck,0,6,377,0,1989,7,0,0,0,0,0,2379
2020,EPHRAIM,Heavy Truck,0,0,144,0,24,0,0,0,0,0,0,168
2020,ERDA,Motorcycle - Standard,0,0,0,0,109,0,0,0,0,0,0,109
