Year,City,Vehicle Type,Butane,Compressed Natural Gas,Diesel,Electric,Gasoline,Hybrid,Liquefied Natural Gas,Other,Plug-in Hybrid,Propane,Steam,TOTAL
2020,RIVERTON,Motorcycle - Standard,0,0,0,0,1166,0,0,0,0,0,0,1166
2020,RIVERTON,Passenger - Low Speed,0,0,0,0,1,0,0,0,0,0,0,1
2020,RIVERTON,Passenger - Standard,0,41,110,135,17182,470,0,0,57,0,0,17995
2020,RIVERTON,Light Truck,0,35,2392,6,14007,124,0,0,6,0,0,16570
2020,RIVERTON,Heavy Truck,0,1,415,0,255,0,0,0,0,0,0,671
2020,ROCKVILLE,Motorcycle - Standard,0,0,0,0,12,0,0,0,0,0,0,12
2020,ROCKVILLE,Passenger - Standard,0,1,3,3,107,11,0,0,1,0,0,126
2020,ROCKVILLE,Light Truck,0,2,27,0,146,3,0,0,0,0,0,178
2020,ROCKVILLE,Heavy Truck,0,0,6,0,3,0,0,0,0,0,0,9
2020,ROCKY RIDGE,Motorcycle - Standard,0,0,0,0,5,0,0,0,0,0,0,5
2020,ROCKY RIDGE,Passenger - Standard,0,1,0,0,215,10,0,0,0,0,0,226
2020,ROCKY RIDGE,Light Truck,0,3,27,0,106,0,0,0,0,0,0,136
2020,ROCKY RIDGE,Heavy Truck,0,0,14,0,0,0,0,0,0,0,0,14
2020,ROOSEVELT,Motorcycle - Standard,0,0,0,1,320,0,0,0,0,0,0,321
2020,ROOSEVELT,Passenger - Standard,0,10,28,5,3534,35,0,0,5,0,0,3617
2020,ROOSEVELT,Light Truck,0,11,1425,1,5532,8,0,0,1,0,0,6978
2020,ROOSEVELT,Heavy Truck,0,1,1098,0,126,0,0,0,0,7,0,1232
2020,ROY,Motorcycle - Standard,0,0,0,0,1101,0,0,1,0,0,0,1102
2020,ROY,Passenger - Standard,0,32,112,27,15753,267,0,0,27,0,0,16218
2020,ROY,Light Truck,0,27,1574,0,11167,52,0,0,4,0,0,12824
2020,ROY,Heavy Truck,0,2,187,0,117,0,0,0,0,0,0,306
2020,RUSH VALLEY,Motorcycle - Standard,0,0,0,0,26,0,0,0,0,0,0,26
2020,RUSH VALLEY,Passenger - Standard,0,2,6,1,247,6,0,0,0,0,0,262
2020,RUSH VALLEY,Light Truck,0,0,142,0,222,0,0,0,0,0,0,364
2020,RUSH VALLEY,Heavy Truck,0,0,33,0,9,0,0,0,0,0,0,42
2020,SAINT GEORGE,Motorcycle - Standard,0,0,0,2,2898,0,0,1,0,0,0,2901
2020,SAINT GEORGE,Passenger - Low Speed,0,0,0,10,0,0,0,0,0,0,0,10
2020,SAINT GEORGE,Passenger - Standard,0,123,431,165,39245,1530,0,0,84,0,0,41578
2020,SAINT GEORGE,Light Truck,0,113,5156,22,35992,299,0,0,17,0,0,41599
2020,SAINT GEORGE,Heavy Truck,0,9,3407,0,734,0,0,0,0,8,0,4158
2020,SALEM,Motorcycle - Standard,0,0,0,0,227,0,0,0,0,0,0,227
2020,SALEM,Passenger - Standard,0,8,39,11,3274,82,0,0,11,0,0,3425
2020,SALEM,Light Truck,0,6,714,0,3244,17,0,0,0,0,0,3981
2020,SALEM,Heavy Truck,0,0,114,0,45,0,0,0,0,0,0,159
2020,SALINA,Motorcycle - Standard,0,0,0,0,76,0,0,0,0,0,0,76
2020,SALINA,Passenger - Standard,0,2,7,1,1165,8,0,0,1,0,0,1184
2020,SALINA,Light Truck,0,2,406,0,1428,3,0,0,0,0,0,1839
2020,SALINA,Heavy Truck,0,1,620,0,32,0,0,0,0,0,0,653
2020,SALT LAKE CITY,Motorcycle - Standard,0,0,0,23,7973,0,0,1,0,0,0,7997
2020,SALT LAKE CITY,Passenger - Low Speed,0,0,1,4,2,0,0,0,0,0,0,7
2020,SALT LAKE CITY,Passenger - Standard,0,220,1024,1652,141194,5211,0,4,621,0,0,149926
2020,SALT LAKE CITY,Light Truck,0,216,10880,180,121574,2114,0,0,186,2,0,135152
2020,SALT LAKE CITY,Heavy Truck,0,179,11161,6,2124,0,0,2,0,3,0,13475
2020,SANDY,Motorcycle - Standard,0,0,0,5,3123,1,0,1,0,0,0,3130
2020,SANDY,Passenger - Low Speed,0,0,0,3,1,0,0,0,0,0,0,4
2020,SANDY,Passenger - Standard,0,67,341,405,44697,1274,0,0,159,1,0,46944
2020,SANDY,Light Truck,0,59,3035,46,37171,527,0,0,34,0,0,40872
2020,SANDY,Heavy Truck,0,10,1014,0,454,0,0,0,0,0,0,1478
2020,SANTA CLARA,Motorcycle - Standard,0,0,0,0,289,0,0,0,0,0,0,289
2020,SANTA CLARA,Passenger - Low Speed,0,0,0,3,0,0,0,0,0,0,0,3
2020,SANTA CLARA,Passenger - Standard,0,15,61,11,2975,119,0,0,5,0,0,3186
2020,SANTA CLARA,Light Truck,0,9,509,4,2874,22,0,0,2,0,0,3420
2020,SANTA CLARA,Heavy Truck,0,0,121,0,56,0,0,0,0,0,0,177
2020,SANTAQUIN,Motorcycle - Standard,0,0,0,1,236,0,0,0,0,0,0,237
2020,SANTAQUIN,Passenger - Standard,0,17,44,8,4158,80,0,0,7,0,0,4314
2020,SANTAQUIN,Light Truck,0,4,687,0,3696,18,0,0,1,0,0,4406
2020,SANTAQUIN,Heavy Truck,0,1,113,0,31,0,0,0,0,0,0,145
2020,SARATOGA SPRINGS,Motorcycle - Standard,0,0,0,1,571,0,0,1,0,0,0,573
2020,SARATOGA SPRINGS,Passenger - Standard,0,30,92,88,10000,384,1,0,74,0,0,10669
2020,SARATOGA SPRINGS,Light Truck,0,6,771,5,8764,66,0,0,10,0,0,9622
2020,SARATOGA SPRINGS,Heavy Truck,0,0,136,0,65,0,0,0,0,0,0,201
2020,SCIPIO,Motorcycle - Standard,0,0,0,0,8,0,0,0,0,0,0,8
2020,SCIPIO,Passenger - Standard,0,0,1,0,161,4,0,0,2,0,0,168
2020,SCIPIO,Light Truck,0,1,73,0,176,1,0,0,0,0,0,251
2020,SCIPIO,Heavy Truck,0,0,4,0,1,0,0,0,0,0,0,5
2020,SCOFIELD,Motorcycle - Standard,0,0,0,0,4,0,0,0,0,0,0,4
2020,SCOFIELD,Passenger - Standard,0,0,2,0,45,0,0,0,0,0,0,47
2020,SCOFIELD,Light Truck,0,0,40,0,52,0,0,0,0,0,0,92
2020,SCOFIELD,Heavy Truck,0,0,7,0,1,0,0,0,0,0,0,8
2020,SEVIER,Motorcycle - Standard,0,0,0,0,4,0,0,0,0,0,0,4
2020,SEVIER,Passenger - Standard,0,0,0,0,75,0,0,0,0,0,0,75
2020,SEVIER,Light Truck,0,1,17,0,76,0,0,0,0,0,0,94
2020,SEVIER,Heavy Truck,0,0,2,0,3,0,0,0,0,0,0,5
2020,SIGURD,Motorcycle - Standard,0,0,0,0,16,0,0,0,0,0,0,16
2020,SIGURD,Passenger - Standard,0,3,1,0,217,2,0,0,0,0,0,223
2020,SIGURD,Light Truck,0,2,98,0,258,0,0,0,0,0,0,358
2020,SIGURD,Heavy Truck,0,0,69,0,4,0,0,0,0,0,0,73
2020,SMITHFIELD,Motorcycle - Standard,0,0,0,0,454,0,0,0,0,0,0,454
2020,SMITHFIELD,Passenger - Low Speed,0,0,0,1,1,0,0,0,0,0,0,2
2020,SMITHFIELD,Passenger - Standard,0,14,52,14,4733,138,0,0,13,0,0,4964
2020,SMITHFIELD,Light Truck,0,11,572,0,4804,38,0,0,0,0,0,5425
2020,SMITHFIELD,Heavy Truck,0,3,356,0,56,0,0,0,0,0,0,415
2020,SNOWVILLE,Motorcycle - Standard,0,0,0,0,4,0,0,0,0,0,0,4
2020,SNOWVILLE,Passenger - Standard,0,0,1,0,122,1,0,0,0,0,0,124
2020,SNOWVILLE,Light Truck,0,0,44,0,114,1,0,0,0,0,0,159
2020,SNOWVILLE,Heavy Truck,0,0,31,0,5,0,0,0,0,0,0,36
2020,SOUTH JORDAN,Motorcycle - Standard,0,0,0,0,1689,0,0,1,0,0,0,1690
2020,SOUTH JORDAN,Passenger - Low Speed,0,0,0,1,1,0,0,0,0,0,0,2
2020,SOUTH JORDAN,Passenger - Standard,0,61,201,299,27034,982,0,1,144,0,0,28722
2020,SOUTH JORDAN,Light Truck,0,27,2389,27,23346,272,0,0,26,0,0,26087
2020,SOUTH JORDAN,Heavy Truck,0,4,405,0,312,0,0,0,0,1,0,722
2020,SOUTH OGDEN,Motorcycle - Standard,0,0,0,0,120,0,0,0,0,0,0,120
2020,SOUTH OGDEN,Passenger - Standard,0,6,14,7,1616,37,0,0,3,0,0,1683
2020,SOUTH OGDEN,Light Truck,0,0,86,1,1166,13,0,0,1,0,0,1267
2020,SOUTH OGDEN,Heavy Truck,0,0,21,0,17,0,0,0,0,0,0,38
2020,SOUTH SALT LAKE,Motorcycle - Standard,0,0,0,0,104,0,0,0,0,0,0,104
2020,SOUTH SALT LAKE,Passenger - Standard,0,3,8,19,2241,62,0,0,7,0,0,2340
2020,SOUTH SALT LAKE,Light Truck,0,3,99,1,2116,19,0,0,3,0,0,2241
2020,SOUTH SALT LAKE,Heavy Truck,0,3,536,2,88,0,0,0,0,0,0,629
2020,SOUTH WEBER,Motorcycle - Standard,0,0,0,0,216,0,0,1,0,0,0,217
2020,SOUTH WEBER,Passenger - Standard,0,7,22,17,2504,82,0,0,13,0,0,2645
2020,SOUTH WEBER,Light Truck,0,7,296,1,2133,22,0,0,0,1,0,2460
2020,SOUTH WEBER,Heavy Truck,0,0,58,0,27,0,0,0,0,0,0,85
2020,SPANISH FORK,Motorcycle - Standard,0,0,0,0,880,0,0,1,0,0,0,881
2020,SPANISH FORK,Passenger - Standard,0,49,119,42,15236,370,0,0,45,0,0,15861
2020,SPANISH FORK,Light Truck,0,24,1991,4,12701,57,0,0,3,1,0,14781
2020,SPANISH FORK,Heavy Truck,0,1,874,0,177,0,0,0,0,0,0,1052
2020,SPRING CITY,Motorcycle - Standard,0,0,0,0,44,0,0,0,0,0,0,44
2020,SPRING CITY,Passenger - Standard,0,3,14,1,671,13,0,0,0,0,0,702
2020,SPRING CITY,Light Truck,0,3,170,0,746,3,0,0,0,0,0,922
2020,SPRING CITY,Heavy Truck,0,0,43,0,13,0,0,0,0,0,0,56
2020,SPRINGDALE,Motorcycle - Standard,0,0,0,0,41,0,0,0,0,0,0,41
2020,SPRINGDALE,Passenger - Standard,0,1,5,3,313,19,0,0,2,0,0,343
2020,SPRINGDALE,Light Truck,0,0,45,3,407,7,0,0,0,0,0,462
2020,SPRINGDALE,Heavy Truck,0,0,5,0,3,0,0,0,0,2,0,10
2020,SPRINGVILLE,Motorcycle - Standard,0,0,0,0,821,0,0,1,0,0,0,822
2020,SPRINGVILLE,Passenger - Standard,0,37,100,40,12696,291,0,0,46,0,0,13210
2020,SPRINGVILLE,Light Truck,0,44,1102,3,10074,75,0,0,3,0,0,11301
2020,SPRINGVILLE,Heavy Truck,0,5,799,0,185,0,0,0,0,0,0,989
2020,STANSBURY PARK,Motorcycle - Standard,0,0,0,0,289,0,0,0,0,0,0,289
2020,STANSBURY PARK,Passenger - Standard,0,8,48,14,4846,113,0,0,15,0,0,5044
2020,STANSBURY PARK,Light Truck,0,6,470,4,3366,14,0,0,1,0,0,3861
2020,STANSBURY PARK,Heavy Truck,0,0,62,0,58,0,0,0,0,0,0,120
2020,STERLING,Motorcycle - Standard,0,0,0,0,15,0,0,0,0,0,0,15
2020,STERLING,Passenger - Standard,0,1,1,0,193,1,0,0,0,0,0,196
2020,STERLING,Light Truck,0,1,70,0,215,0,0,0,0,0,0,286
2020,STERLING,Heavy Truck,0,0,8,0,1,0,0,0,0,0,0,9
2020,STOCKTON,Motorcycle - Standard,0,0,0,0,60,0,0,0,0,0,0,60
2020,STOCKTON,Passenger - Standard,0,1,17,0,725,15,0,0,1,0,0,759
2020,STOCKTON,Light Truck,0,3,266,0,740,3,0,0,0,0,0,1012
2020,STOCKTON,Heavy Truck,0,0,41,0,13,0,0,0,0,0,0,54
2020,SUMMIT,Motorcycle - Standard,0,0,0,0,1,0,0,0,0,0,0,1
2020,SUMMIT,Passenger - Standard,0,0,2,1,104,2,0,0,0,0,0,109
2020,SUMMIT,Light Truck,0,1,28,0,102,0,0,0,0,0,0,131
2020,SUMMIT,Heavy Truck,0,0,7,0,1,0,0,0,0,0,0,8
2020,SUNNYSIDE,Motorcycle - Standard,0,0,0,0,5,0,0,0,0,0,0,5
2020,SUNNYSIDE,Passenger - Standard,0,1,2,0,139,0,0,0,1,0,0,143
2020,SUNNYSIDE,Light Truck,0,0,29,0,178,0,0,0,0,0,0,207
2020,SUNNYSIDE,Heavy Truck,0,0,6,0,2,0,0,0,0,0,0,8
2020,SUNSET,Motorcycle - Standard,0,0,0,0,120,0,0,0,0,0,0,120
2020,SUNSET,Passenger - Standard,0,3,7,2,1840,32,0,0,4,0,0,1888
2020,SUNSET,Light Truck,0,2,107,1,1207,7,0,0,0,0,0,1324
2020,SUNSET,Heavy Truck,0,0,16,0,20,0,0,0,0,0,0,36
2020,SYRACUSE,Motorcycle - Standard,0,0,0,1,712,0,0,0,0,0,0,713
2020,SYRACUSE,Passenger - Standard,0,34,82,55,11401,299,0,0,33,0,0,11904
2020,SYRACUSE,Light Truck,0,7,1235,1,9299,86,0,0,5,0,0,10633
2020,SYRACUSE,Heavy Truck,0,1,209,0,139,0,0,0,0,0,0,349
2020,TABIONA,Motorcycle - Standard,0,0,0,0,6,0,0,0,0,0,0,6
2020,TABIONA,Passenger - Standard,0,1,2,0,268,0,0,0,0,0,0,271
2020,TABIONA,Light Truck,0,1,129,0,320,0,0,0,0,0,0,450
2020,TABIONA,Heavy Truck,0,0,42,0,3,0,0,0,0,0,0,45
2020,TALMAGE,Motorcycle - Standard,0,0,0,0,7,0,0,0,0,0,0,7
2020,TALMAGE,Passenger - Standard,0,0,1,0,91,0,0,0,0,0,0,92
2020,TALMAGE,Light Truck,0,0,69,0,149,0,0,0,0,0,0,218
2020,TALMAGE,Heavy Truck,0,0,18,0,2,0,0,0,0,0,0,20
2020,TAYLOR,Motorcycle - Standard,0,0,0,0,32,0,0,0,0,0,0,32
2020,TAYLOR,Passenger - Standard,0,1,1,1,281,5,0,0,0,0,0,289
2020,TAYLOR,Light Truck,0,1,115,0,274,1,0,0,0,0,0,391
2020,TAYLOR,Heavy Truck,0,0,17,0,3,0,0,0,0,0,0,20
2020,TAYLORSVILLE,Motorcycle - Standard,0,1,0,0,1199,0,0,0,0,0,0,1200
2020,TAYLORSVILLE,Passenger - Low Speed,0,0,0,1,0,0,0,0,0,0,0,1
2020,TAYLORSVILLE,Passenger - Standard,0,36,94,65,21594,470,0,0,49,0,0,22308
2020,TAYLORSVILLE,Light Truck,0,24,1247,4,14656,106,0,0,2,0,0,16039
2020,TAYLORSVILLE,Heavy Truck,0,0,393,0,175,0,0,0,0,1,0,569
2020,TEASDALE,Motorcycle - Standard,0,0,0,0,7,0,0,0,0,0,0,7
2020,TEASDALE,Passenger - Standard,0,0,4,0,121,0,0,0,0,0,0,125
2020,TEASDALE,Light Truck,0,0,63,0,205,1,0,0,0,0,0,269
2020,TEASDALE,Heavy Truck,0,0,1,0,4,0,0,0,0,0,0,5
2020,THATCHER,Motorcycle - Standard,0,0,0,0,8,0,0,0,0,0,0,8
2020,THATCHER,Passenger - Standard,0,1,0,0,153,3,0,0,2,0,0,159
2020,THATCHER,Light Truck,0,1,58,0,127,0,0,0,0,0,0,186
2020,THATCHER,Heavy Truck,0,0,10,0,0,0,0,0,0,0,0,10
2020,TOOELE,Motorcycle - Standard,0,0,0,0,1141,0,0,0,0,0,0,1141
2020,TOOELE,Passenger - Low Speed,0,0,0,1,0,0,0,0,0,0,0,1
2020,TOOELE,Passenger - Standard,0,37,182,22,18047,303,0,0,40,0,0,18631
2020,TOOELE,Light Truck,0,28,2346,1,12742,57,0,0,1,0,0,15175
2020,TOOELE,Heavy Truck,0,2,550,0,189,0,0,0,0,0,0,741
2020,TOQUERVILLE,Motorcycle - Standard,0,0,0,0,84,0,0,0,0,0,0,84
2020,TOQUERVILLE,Passenger - Standard,0,9,20,1,762,37,0,0,2,0,0,831
2020,TOQUERVILLE,Light Truck,0,3,182,0,734,4,0,0,0,0,0,923
2020,TOQUERVILLE,Heavy Truck,0,0,25,0,20,0,0,0,0,0,0,45
2020,TORREY,Motorcycle - Standard,0,0,0,0,31,0,0,0,0,0,0,31
2020,TORREY,Passenger - Standard,0,0,3,2,225,7,0,0,1,0,0,238
2020,TORREY,Light Truck,0,0,100,0,325,2,0,0,0,0,0,427
2020,TORREY,Heavy Truck,0,0,8,0,3,0,0,0,0,0,0,11
2020,TREMONTON,Motorcycle - Standard,0,0,0,0,312,0,0,0,0,0,0,312
2020,TREMONTON,Passenger - Low Speed,0,0,0,1,0,0,0,0,0,0,0,1
2020,TREMONTON,Passenger - Standard,0,28,60,9,5319,87,0,0,9,0,0,5512
2020,TREMONTON,Light Truck,0,11,1390,0,4407,16,0,0,1,0,0,5825
2020,TREMONTON,Heavy Truck,0,0,613,0,101,0,0,0,0,0,0,714
2020,TRENTON,Motorcycle - Standard,0,0,0,0,13,0,0,0,0,0,0,13
2020,TRENTON,Passenger - Standard,0,1,1,1,208,5,0,0,0,0,0,216
2020,TRENTON,Light Truck,0,0,56,0,199,0,0,0,0,0,0,255
2020,TRENTON,Heavy Truck,0,0,31,0,7,0,0,0,0,0,0,38
2020,TRIDELL,Motorcycle - Standard,0,0,0,0,5,0,0,0,0,0,0,5
2020,TRIDELL,Passenger - Standard,0,0,0,0,146,1,0,0,0,0,0,147
2020,TRIDELL,Light Truck,0,0,36,0,162,0,0,0,0,0,0,198
2020,TRIDELL,Heavy Truck,0,0,6,0,0,0,0,0,0,0,0,6
2020,TROPIC,Passenger - Standard,0,0,3,0,178,8,0,0,0,0,0,189
2020,TROPIC,Light Truck,0,1,86,0,263,2,0,0,0,0,0,352
2020,TROPIC,Heavy Truck,0,0,16,0,3,0,0,0,0,0,0,19
2020,UINTAH,Motorcycle - Standard,0,0,0,0,42,0,0,0,0,0,0,42
2020,UINTAH,Passenger - Standard,0,0,4,0,359,12,0,0,0,0,0,375
2020,UINTAH,Light Truck,0,1,66,0,340,1,0,0,0,0,0,408
2020,UINTAH,Heavy Truck,0,0,28,0,9,0,0,0,0,0,0,37
2020,VENICE,Motorcycle - Standard,0,0,0,0,11,0,0,0,0,0,0,11
2020,VENICE,Passenger - Standard,0,1,0,0,111,0,0,0,0,0,0,112
2020,VENICE,Light Truck,0,1,53,0,144,0,0,0,0,0,0,198
2020,VENICE,Heavy Truck,0,0,28,0,4,0,0,0,0,0,0,32
2020,VERNAL,Motorcycle - Standard,0,0,0,0,857,0,0,0,0,0,0,857
2020,VERNAL,Passenger - Standard,0,12,120,6,8992,77,0,0,4,0,0,9211
2020,VERNAL,Light Truck,0,24,3331,1,13188,25,0,0,2,4,0,16575
2020,VERNAL,Heavy Truck,0,4,2250,0,373,0,0,0,0,17,0,2644
2020,VERNON,Motorcycle - Standard,0,0,0,0,3,0,0,0,0,0,0,3
2020,VERNON,Passenger - Standard,0,0,2,0,129,1,0,0,0,0,0,132
2020,VERNON,Light Truck,0,0,49,0,133,0,0,0,0,0,0,182
2020,VERNON,Heavy Truck,0,0,10,0,5,0,0,0,0,0,0,15
2020,VEYO,Motorcycle - Standard,0,0,0,0,16,0,0,0,0,0,0,16
2020,VEYO,Passenger - Standard,0,3,8,0,238,7,0,0,0,0,0,256
2020,VEYO,Light Truck,0,1,93,0,289,2,0,0,0,0,0,385
2020,VEYO,Heavy Truck,0,0,27,0,0,0,0,0,0,0,0,27
2020,VINEYARD,Motorcycle - Standard,0,0,0,0,141,0,0,0,0,0,0,141
2020,VINEYARD,Passenger - Standard,0,5,34,40,2515,113,0,0,26,0,0,2733
2020,VINEYARD,Light Truck,0,4,118,3,2325,26,0,0,6,0,0,2482
2020,VINEYARD,Heavy Truck,0,1,38,0,15,0,0,0,0,0,0,54
2020,VIRGIN,Motorcycle - Standard,0,0,0,0,25,0,0,0,0,0,0,25
2020,VIRGIN,Passenger - Standard,0,0,7,2,285,9,0,0,0,0,0,303
2020,VIRGIN,Light Truck,0,2,81,0,430,3,0,0,1,0,0,517
2020,VIRGIN,Heavy Truck,0,0,27,0,9,0,0,0,0,0,0,36
2020,WALES,Motorcycle - Standard,0,0,0,0,10,0,0,0,0,0,0,10
2020,WALES,Passenger - Standard,0,3,1,0,196,2,0,0,1,0,0,203
2020,WALES,Light Truck,0,2,50,0,212,0,0,0,0,0,0,264
2020,WALES,Heavy Truck,0,0,17,0,1,0,0,0,0,0,0,18
2020,WALLSBURG,Motorcycle - Standard,0,0,0,0,25,0,0,0,0,0,0,25
2020,WALLSBURG,Passenger - Standard,0,1,1,0,392,5,0,0,1,0,0,400
2020,WALLSBURG,Light Truck,0,3,197,0,424,2,0,0,0,0,0,626
2020,WALLSBURG,Heavy Truck,0,0,27,0,4,0,0,0,0,0,0,31
2020,WANSHIP,Motorcycle - Standard,0,0,0,0,49,0,0,0,0,0,0,49
2020,WANSHIP,Passenger - Standard,0,2,9,2,397,13,0,0,0,0,0,423
2020,WANSHIP,Light Truck,0,7,155,1,617,2,0,0,0,0,0,782
2020,WANSHIP,Heavy Truck,0,0,25,0,5,0,0,0,0,0,0,30
2020,WASHINGTON CITY,Passenger - Standard,0,0,0,0,7,0,0,0,0,0,0,7
2020,WASHINGTON CITY,Light Truck,0,0,1,0,5,0,0,0,0,0,0,6
2020,WASHINGTON TERRACE,Motorcycle - Standard,0,0,0,0,83,0,0,0,0,0,0,83
2020,WASHINGTON TERRACE,Passenger - Standard,0,2,8,4,1519,24,0,0,1,0,0,1558
2020,WASHINGTON TERRACE,Light Truck,0,2,101,0,1054,6,0,0,0,0,0,1163
2020,WASHINGTON TERRACE,Heavy Truck,0,0,13,0,10,0,0,0,0,0,0,23
2020,WELLINGTON,Motorcycle - Standard,0,0,0,0,44,0,0,0,0,0,0,44
2020,WELLINGTON,Passenger - Standard,0,2,5,1,752,9,0,0,0,0,0,769
2020,WELLINGTON,Light Truck,0,1,210,0,760,1,0,0,0,0,0,972
2020,WELLINGTON,Heavy Truck,0,0,92,0,15,0,0,0,0,0,0,107
2020,WELLSVILLE,Motorcycle - Standard,0,0,0,1,195,0,0,0,0,0,0,196
2020,WELLSVILLE,Passenger - Standard,0,13,36,10,2032,46,0,0,7,0,0,2144
2020,WELLSVILLE,Light Truck,0,4,539,0,2275,12,0,0,1,0,0,2831
2020,WELLSVILLE,Heavy Truck,0,0,220,0,32,0,0,0,0,0,0,252
2020,WENDOVER,Motorcycle - Standard,0,0,0,0,9,0,0,0,0,0,0,9
2020,WENDOVER,Passenger - Standard,0,0,1,0,532,2,0,0,0,0,0,535
2020,WENDOVER,Light Truck,0,1,53,0,426,0,0,0,0,0,0,480
2020,WENDOVER,Heavy Truck,0,0,27,0,0,0,0,0,0,1,0,28
2020,WEST BOUNTIFUL,Motorcycle - Standard,0,0,0,1,246,0,0,0,0,0,0,247
2020,WEST BOUNTIFUL,Passenger - Standard,0,9,30,13,2499,67,0,0,9,0,0,2627
2020,WEST BOUNTIFUL,Light Truck,0,6,350,0,2389,19,0,0,1,0,0,2765
2020,WEST BOUNTIFUL,Heavy Truck,0,1,133,0,43,0,0,0,0,0,0,177
2020,WEST HAVEN,Motorcycle - Standard,0,0,0,0,475,0,0,0,0,0,0,475
2020,WEST HAVEN,Passenger - Standard,0,4,68,25,5511,123,0,0,18,0,0,5749
2020,WEST HAVEN,Light Truck,0,8,1280,1,4836,34,0,0,3,0,0,6162
2020,WEST HAVEN,Heavy Truck,0,2,433,0,105,0,0,0,0,3,0,543
2020,WEST JORDAN,Motorcycle - Standard,0,0,0,0,2550,0,0,0,0,0,0,2550
2020,WEST JORDAN,Passenger - Standard,0,84,220,168,46119,1082,0,2,108,1,0,47784
2020,WEST JORDAN,Light Truck,0,74,4105,11,33853,225,0,0,15,0,0,38283
2020,WEST JORDAN,Heavy Truck,0,198,1330,0,526,0,0,0,0,0,0,2054
2020,WEST POINT,Motorcycle - Standard,0,0,0,1,343,0,0,0,0,0,0,344
2020,WEST POINT,Passenger - Standard,0,11,33,7,3954,71,0,0,8,0,0,4084
2020,WEST POINT,Light Truck,0,6,568,0,3103,16,0,0,2,0,0,3695
2020,WEST POINT,Heavy Truck,0,0,60,0,57,0,0,0,0,0,0,117
2020,WEST VALLEY CITY,Motorcycle - Standard,0,0,0,3,2147,1,0,0,0,0,0,2151
2020,WEST VALLEY CITY,Passenger - Low Speed,0,0,0,0,1,0,0,0,0,0,0,1
2020,WEST VALLEY CITY,Passenger - Standard,0,88,191,113,49855,910,0,0,62,0,0,51219
2020,WEST VALLEY CITY,Light Truck,0,72,3097,2,34525,186,0,0,14,2,0,37898
2020,WEST VALLEY CITY,Heavy Truck,0,147,3153,0,649,0,0,0,0,0,0,3949
2020,WHITEROCKS,Motorcycle - Standard,0,0,0,0,12,0,0,0,0,0,0,12
2020,WHITEROCKS,Passenger - Standard,0,0,1,0,153,2,0,0,0,0,0,156
2020,WHITEROCKS,Light Truck,0,0,34,0,215,1,0,0,0,0,0,250
2020,WHITEROCKS,Heavy Truck,0,0,7,0,0,0,0,0,0,0,0,7
2020,WILLARD,Motorcycle - Standard,0,0,0,0,184,0,0,1,0,0,0,185
2020,WILLARD,Passenger - Standard,0,10,42,3,2086,40,0,0,5,0,0,2186
2020,WILLARD,Light Truck,0,10,609,0,1811,11,0,0,1,0,0,2442
2020,WILLARD,Heavy Truck,0,0,145,0,39,0,0,0,0,0,0,184
2020,WOODLAND HILLS,Motorcycle - Standard,0,0,0,1,68,0,0,0,0,0,0,69
2020,WOODLAND HILLS,Passenger - Standard,0,2,7,4,592,22,0,0,5,0,0,632
2020,WOODLAND HILLS,Light Truck,0,1,108,2,614,10,0,0,1,0,0,736
2020,WOODLAND HILLS,Heavy Truck,0,0,46,0,7,0,0,0,0,0,0,53
2020,WOODRUFF,Motorcycle - Standard,0,0,0,0,3,0,0,0,0,0,0,3
2020,WOODRUFF,Passenger - Standard,0,0,1,0,152,3,0,0,0,0,0,156
2020,WOODRUFF,Light Truck,0,0,85,0,208,0,0,0,0,0,0,293
2020,WOODRUFF,Heavy Truck,0,0,21,0,2,0,0,0,0,0,0,23
2020,WOODS CROSS,Motorcycle - Standard,0,0,0,0,290,0,0,0,0,0,0,290
2020,WOODS CROSS,Passenger - Standard,1,10,19,19,4194,108,0,0,20,0,0,4371
2020,WOODS CROSS,Light Truck,0,4,381,1,3533,32,0,0,0,0,0,3951
2020,WOODS CROSS,Heavy Truck,0,0,281,0,62,0,0,0,0,0,0,343
2020,WOODS CROSS,Heavy Truck,0,0,281,0,62,0,0,0,0,0,0,343
2020,"*Hybrid, Electric and CNG counts are only as accurate as the information provide by the vehicle manufacturer.",Heavy Truck,0,0,281,0,62,0,0,0,0,0,0,343
2020,Converted and Propane counts are only as accurate as the information provided by the owner of the vehicle.,Heavy Truck,0,0,281,0,62,0,0,0,0,0,0,343
2020,City is determined by address as reported by vehicle owner. Only select cities are included.,Heavy Truck,0,0,281,0,62,0,0,0,0,0,0,343
