City,Vehicle Type,Alcohol,Butane,Compressed Natural Gas,Diesel,Electric,Gasoline,Hybrid,Hydrogen,Liquefied Natural Gas,Other,Plug-in Hybrid,Propane,Steam,TOTAL
ALPINE,Motorcycle - Standard,0,0,0,0,1,452,0,0,0,0,0,0,0,453
`,Passenger - Standard,0,0,3,45,131,3056,141,0,0,0,36,0,0,3412
`,Light Truck,0,0,2,451,113,4539,132,0,0,0,34,0,0,5271
`,Heavy Truck,0,0,0,247,0,29,0,0,0,0,0,0,0,276
ALTA,Motorcycle - Standard,0,0,0,0,0,13,0,0,0,0,0,0,0,13
ALTA,Passenger - Standard,0,0,0,1,1,56,0,0,0,0,0,0,0,58
ALTA,Light Truck,0,0,0,14,1,160,2,0,0,0,2,0,0,179
ALTA,Heavy Truck,0,0,0,1,0,1,0,0,0,0,0,0,0,2
ALTAMONT,Motorcycle - Standard,0,0,0,0,0,21,0,0,0,0,0,0,0,21
ALTAMONT,Passenger - Standard,0,0,0,3,1,229,1,0,0,0,0,0,0,234
ALTAMONT,Light Truck,0,0,1,223,0,553,1,0,0,0,0,0,0,778
ALTAMONT,Heavy Truck,0,0,0,138,0,9,0,0,0,0,0,0,0,147
ALTON,Motorcycle - Standard,0,0,0,0,0,14,0,0,0,0,0,0,0,14
ALTON,Passenger - Standard,0,0,0,2,1,83,2,0,0,0,0,0,0,88
ALTON,Light Truck,0,0,0,75,0,179,0,0,0,0,0,0,0,254
ALTON,Heavy Truck,0,0,0,26,0,2,0,0,0,0,0,0,0,28
ALTONAH,Motorcycle - Standard,0,0,0,0,0,11,0,0,0,0,0,0,0,11
ALTONAH,Passenger - Standard,0,0,1,0,0,63,2,0,0,0,0,0,0,66
ALTONAH,Light Truck,0,0,0,90,0,151,0,0,0,0,0,0,0,241
ALTONAH,Heavy Truck,0,0,0,41,0,2,0,0,0,0,0,0,0,43
AMALGA,Motorcycle - Standard,0,0,0,0,0,20,0,0,0,0,0,0,0,20
AMALGA,Passenger - Standard,0,0,0,2,1,145,1,0,0,0,1,0,0,150
AMALGA,Light Truck,0,0,0,51,0,188,1,0,0,0,1,0,0,241
AMALGA,Heavy Truck,0,0,0,36,0,4,0,0,0,0,0,0,0,40
AMERICAN FORK,Motorcycle - Standard,0,0,0,0,5,802,0,0,0,1,0,0,0,808
AMERICAN FORK,Passenger - Standard,0,0,17,76,165,11222,406,0,0,0,53,0,0,11939
AMERICAN FORK,Light Truck,0,0,20,1118,202,12775,254,0,0,0,34,0,0,14403
AMERICAN FORK,Heavy Truck,0,0,0,1211,0,153,0,0,0,0,0,7,0,1371
ANETH,Motorcycle - Standard,0,0,0,0,0,12,0,0,0,0,0,0,0,12
ANETH,Passenger - Standard,0,0,0,0,0,192,3,0,0,0,0,0,0,195
ANETH,Light Truck,0,0,0,51,0,429,1,0,0,0,0,0,0,481
ANETH,Heavy Truck,0,0,0,2,0,1,0,0,0,0,0,0,0,3
ANNABELLA,Motorcycle - Standard,0,0,0,0,0,22,0,0,0,0,0,0,0,22
ANNABELLA,Passenger - Standard,0,0,2,4,2,391,3,0,0,0,1,0,0,403
ANNABELLA,Light Truck,0,0,0,179,0,579,4,0,0,0,1,0,0,763
ANNABELLA,Heavy Truck,0,0,0,48,0,6,0,0,0,0,0,0,0,54
ANTIMONY,Motorcycle - Standard,0,0,0,0,0,12,0,0,0,0,0,0,0,12
ANTIMONY,Passenger - Standard,0,0,0,0,0,73,3,0,0,0,0,0,0,76
ANTIMONY,Light Truck,0,0,0,83,0,129,0,0,0,0,0,0,0,212
ANTIMONY,Heavy Truck,0,0,0,11,0,0,0,0,0,0,0,0,0,11
APPLE VALLEY,Motorcycle - Standard,0,0,0,0,0,58,0,0,0,0,0,0,0,58
APPLE VALLEY,Passenger - Standard,0,0,3,20,5,347,14,0,0,0,0,0,0,389
APPLE VALLEY,Light Truck,0,0,2,203,3,553,8,0,0,0,0,0,0,769
APPLE VALLEY,Heavy Truck,0,0,0,37,0,7,0,0,0,0,0,0,0,44
AURORA,Motorcycle - Standard,0,0,0,0,0,35,0,0,0,0,0,0,0,35
AURORA,Passenger - Standard,0,0,3,3,0,424,8,0,0,0,2,0,0,440
AURORA,Light Truck,0,0,5,272,0,644,4,0,0,0,0,0,0,925
AURORA,Heavy Truck,0,0,0,199,0,8,0,0,0,0,0,0,0,207
AXTELL,Motorcycle - Standard,0,0,0,0,0,7,0,0,0,0,0,0,0,7
AXTELL,Passenger - Standard,0,0,0,2,0,131,2,0,0,0,0,0,0,135
AXTELL,Light Truck,0,0,0,88,1,199,0,0,0,0,0,0,0,288
AXTELL,Heavy Truck,0,0,0,15,0,4,0,0,0,0,0,0,0,19
BALLARD,Motorcycle - Standard,0,0,0,0,0,43,0,0,0,0,0,0,0,43
BALLARD,Passenger - Standard,0,0,0,3,0,388,4,0,0,0,0,0,0,395
BALLARD,Light Truck,0,0,0,225,0,707,3,0,0,0,0,0,0,935
BALLARD,Heavy Truck,0,0,0,160,0,8,0,0,0,0,0,0,0,168
BEAR RIVER CITY,Motorcycle - Standard,0,0,0,0,0,26,0,0,0,0,0,0,0,26
BEAR RIVER CITY,Passenger - Standard,0,0,3,5,2,349,5,0,0,0,3,0,0,367
BEAR RIVER CITY,Light Truck,0,0,1,177,0,479,1,0,0,0,0,0,0,658
BEAR RIVER CITY,Heavy Truck,0,0,0,52,0,9,0,0,0,0,0,0,0,61
BEAVER,Motorcycle - Standard,0,0,0,0,1,106,0,0,0,0,0,0,0,107
BEAVER,Passenger - Standard,0,0,2,28,1,1633,43,0,0,0,2,0,0,1709
BEAVER,Light Truck,0,0,6,690,1,2685,8,0,0,0,1,0,0,3391
BEAVER,Heavy Truck,0,0,1,268,0,39,0,0,0,0,0,0,0,308
BENJAMIN,Motorcycle - Standard,0,0,0,0,0,14,0,0,0,0,0,0,0,14
BENJAMIN,Passenger - Standard,0,0,1,2,2,127,6,0,0,0,0,0,0,138
BENJAMIN,Light Truck,0,0,0,89,1,193,0,0,0,0,0,0,0,283
BENJAMIN,Heavy Truck,0,0,0,14,0,2,0,0,0,0,0,0,0,16
BENSON,Motorcycle - Standard,0,0,0,0,0,18,0,0,0,0,0,0,0,18
BENSON,Passenger - Standard,0,0,1,6,0,223,4,0,0,0,3,0,0,237
BENSON,Light Truck,0,0,0,95,0,287,2,0,0,0,0,0,0,384
BENSON,Heavy Truck,0,0,0,53,0,5,0,0,0,0,0,0,0,58
BERYL,Motorcycle - Standard,0,0,0,0,0,19,0,0,0,0,0,0,0,19
BERYL,Passenger - Standard,0,0,0,7,1,336,6,0,0,0,1,0,0,351
BERYL,Light Truck,0,0,3,148,3,503,2,0,0,0,0,0,0,659
BERYL,Heavy Truck,0,0,0,154,0,16,0,0,0,0,0,0,0,170
BICKNELL,Motorcycle - Standard,0,0,0,0,0,18,0,0,0,1,0,0,0,19
BICKNELL,Passenger - Standard,0,0,0,6,1,200,5,0,0,0,1,0,0,213
BICKNELL,Light Truck,0,0,0,117,1,319,8,0,0,0,1,0,0,446
BICKNELL,Heavy Truck,0,0,0,66,0,2,0,0,0,0,0,1,0,69
BIG WATER,Motorcycle - Standard,0,0,0,0,0,13,0,0,0,0,0,0,0,13
BIG WATER,Passenger - Standard,0,0,0,0,1,125,7,0,0,0,0,0,0,133
BIG WATER,Light Truck,0,0,0,50,0,208,2,0,0,0,0,0,0,260
BIG WATER,Heavy Truck,0,0,0,12,0,2,0,0,0,0,0,0,0,14
BINGHAM CANYON,Motorcycle - Standard,0,0,0,0,0,11,0,0,0,0,0,0,0,11
BINGHAM CANYON,Passenger - Standard,0,0,1,0,0,93,2,0,0,0,2,0,0,98
BINGHAM CANYON,Light Truck,0,0,0,11,0,152,2,0,0,0,0,0,0,165
BINGHAM CANYON,Heavy Truck,0,0,0,31,0,3,0,0,0,0,0,0,0,34
BLANDING,Motorcycle - Standard,0,0,0,0,0,125,0,0,0,0,0,0,0,125
BLANDING,Passenger - Standard,0,0,1,13,3,1229,36,0,0,0,7,0,0,1289
BLANDING,Light Truck,0,0,1,406,0,2007,9,0,0,0,2,0,0,2425
BLANDING,Heavy Truck,0,0,0,209,0,21,0,0,0,0,0,0,0,230
BLUEBELL,Motorcycle - Standard,0,0,0,0,0,20,0,0,0,0,0,0,0,20
BLUEBELL,Passenger - Standard,0,0,0,3,0,215,1,0,0,0,0,0,0,219
BLUEBELL,Light Truck,0,0,0,151,1,335,2,0,0,0,0,0,0,489
BLUEBELL,Heavy Truck,0,0,0,43,0,2,0,0,0,0,0,0,0,45
BLUFF,Motorcycle - Standard,0,0,0,0,0,19,0,0,0,0,0,0,0,19
BLUFF,Passenger - Standard,0,0,0,2,2,210,8,0,0,0,1,0,0,223
BLUFF,Light Truck,0,0,0,62,1,392,5,0,0,0,1,0,0,461
BLUFF,Heavy Truck,0,0,0,9,0,0,0,0,0,0,0,0,0,9
BLUFFDALE,Motorcycle - Standard,0,0,0,0,2,459,0,0,0,0,0,0,0,461
BLUFFDALE,Passenger - Standard,0,0,11,49,124,4483,167,0,0,1,37,0,0,4872
BLUFFDALE,Light Truck,0,0,13,1167,106,6666,180,0,0,0,34,1,0,8167
BLUFFDALE,Heavy Truck,0,0,0,418,0,95,0,0,0,0,0,0,0,513
BOULDER,Motorcycle - Standard,0,0,0,0,0,11,0,0,0,0,0,0,0,11
BOULDER,Passenger - Standard,0,0,0,5,1,105,2,0,0,0,0,0,0,113
BOULDER,Light Truck,0,0,0,52,0,242,3,0,0,0,1,0,0,298
BOULDER,Heavy Truck,0,0,0,8,0,1,0,0,0,0,0,0,0,9
BOUNTIFUL,Motorcycle - Standard,0,0,0,0,2,1342,0,0,0,0,0,0,0,1344
BOUNTIFUL,Passenger - Standard,0,0,46,126,207,14449,532,0,0,1,89,1,0,15451
BOUNTIFUL,Light Truck,0,0,13,992,142,15499,408,0,0,0,46,0,0,17100
BOUNTIFUL,Heavy Truck,0,0,2,251,0,125,0,0,0,0,0,0,0,378
BRIAN HEAD,Motorcycle - Standard,0,0,0,0,0,21,0,0,0,0,0,0,0,21
BRIAN HEAD,Passenger - Standard,0,0,0,3,1,80,3,0,0,0,0,0,0,87
BRIAN HEAD,Light Truck,0,0,0,56,6,248,3,0,0,0,1,0,0,314
BRIAN HEAD,Heavy Truck,0,0,0,26,0,4,0,0,0,0,0,0,0,30
BRIGHAM CITY,Motorcycle - Standard,0,0,0,0,1,809,0,0,0,1,0,0,0,811
BRIGHAM CITY,Passenger - Standard,0,0,35,98,31,9501,235,0,0,0,43,0,0,9943
BRIGHAM CITY,Light Truck,0,0,17,1661,16,9438,102,0,0,0,4,0,0,11238
BRIGHAM CITY,Heavy Truck,0,0,2,903,0,211,0,0,0,0,0,0,0,1116
BRIGHTON,Motorcycle - Standard,0,0,0,0,0,22,0,0,0,0,0,0,0,22
BRIGHTON,Passenger - Standard,0,0,0,0,5,81,2,0,0,0,0,0,0,88
BRIGHTON,Light Truck,0,0,0,17,5,229,9,0,0,0,1,0,0,261
BRIGHTON,Heavy Truck,0,0,0,3,0,3,0,0,0,0,0,0,0,6
BROOKSIDE,Motorcycle - Standard,0,0,0,0,0,16,0,0,0,0,0,0,0,16
BROOKSIDE,Passenger - Standard,0,0,0,5,1,85,4,0,0,0,0,0,0,95
BROOKSIDE,Light Truck,0,0,0,57,0,169,2,0,0,0,1,0,0,229
BROOKSIDE,Heavy Truck,0,0,0,19,0,7,0,0,0,0,0,0,0,26
BRYCE CANYON,Passenger - Standard,0,0,0,0,0,4,0,0,0,0,0,0,0,4
BRYCE CANYON,Light Truck,0,0,0,2,0,7,0,0,0,0,0,0,0,9
CANNONVILLE,Motorcycle - Standard,0,0,0,0,0,4,0,0,0,0,0,0,0,4
CANNONVILLE,Passenger - Standard,0,0,1,1,0,65,3,0,0,0,1,0,0,71
CANNONVILLE,Light Truck,0,0,0,46,0,106,1,0,0,0,0,0,0,153
CANNONVILLE,Heavy Truck,0,0,0,25,0,2,0,0,0,0,0,0,0,27
CASTLE DALE,Motorcycle - Standard,0,0,0,0,0,37,0,0,0,0,0,0,0,37
CASTLE DALE,Passenger - Standard,0,0,3,10,1,600,13,0,0,0,0,0,0,627
CASTLE DALE,Light Truck,0,0,3,292,1,868,8,0,0,0,0,0,0,1172
CASTLE DALE,Heavy Truck,0,0,0,108,0,13,0,0,0,0,0,0,0,121
CASTLE VALLEY,Motorcycle - Standard,0,0,0,0,0,47,0,0,0,0,0,0,0,47
CASTLE VALLEY,Passenger - Standard,0,0,1,2,0,126,9,0,0,0,0,0,0,138
CASTLE VALLEY,Light Truck,0,0,0,52,3,295,4,0,0,0,2,0,0,356
CASTLE VALLEY,Heavy Truck,0,0,0,16,0,3,0,0,0,0,0,0,0,19
CEDAR CITY,Motorcycle - Standard,0,0,0,0,1,1252,0,0,0,2,0,0,0,1255
CEDAR CITY,Passenger - Standard,0,0,55,274,72,14802,525,0,1,0,54,0,0,15783
CEDAR CITY,Light Truck,0,0,51,3850,34,20675,233,0,0,0,42,1,0,24886
CEDAR CITY,Heavy Truck,0,0,4,1194,0,283,0,0,0,0,0,13,0,1494
CEDAR FORT,Motorcycle - Standard,0,0,0,0,0,1,0,0,0,0,0,0,0,1
CEDAR FORT,Passenger - Standard,0,0,0,0,0,1,0,0,0,0,0,0,0,1
CEDAR FORT,Light Truck,0,0,0,1,0,0,0,0,0,0,0,0,0,1
CEDAR HILLS,Motorcycle - Standard,0,0,0,0,4,286,0,0,0,0,0,0,0,290
CEDAR HILLS,Passenger - Standard,0,0,4,21,64,2943,140,0,0,0,16,0,0,3188
CEDAR HILLS,Light Truck,0,0,2,224,29,3482,82,0,0,0,14,0,0,3833
CEDAR HILLS,Heavy Truck,0,0,0,43,0,20,0,0,0,0,0,0,0,63
CEDAR VALLEY,Motorcycle - Standard,0,0,0,0,0,25,0,0,0,0,0,0,0,25
CEDAR VALLEY,Passenger - Standard,0,0,0,1,2,152,9,0,0,0,2,0,0,166
CEDAR VALLEY,Light Truck,0,0,0,99,0,233,4,0,0,0,0,0,0,336
CEDAR VALLEY,Heavy Truck,0,0,0,29,0,3,0,0,0,0,0,0,0,32
CENTERFIELD,Motorcycle - Standard,0,0,0,0,0,44,0,0,0,0,0,0,0,44
CENTERFIELD,Passenger - Standard,0,0,4,8,0,609,8,0,0,0,0,0,0,629
CENTERFIELD,Light Truck,0,0,3,224,0,823,6,0,0,0,0,0,0,1056
CENTERFIELD,Heavy Truck,0,0,0,76,0,3,0,0,0,0,0,0,0,79
CENTERVILLE,Motorcycle - Standard,0,0,0,0,1,481,0,0,0,1,0,0,0,483
CENTERVILLE,Passenger - Standard,0,0,12,71,84,5806,233,0,0,1,28,0,0,6235
CENTERVILLE,Light Truck,0,0,4,569,51,6756,173,0,0,0,20,0,0,7573
CENTERVILLE,Heavy Truck,0,0,0,301,0,59,0,0,0,0,0,0,0,360
CENTRAL,Motorcycle - Standard,0,0,0,0,0,34,0,0,0,0,0,0,0,34
CENTRAL,Passenger - Standard,0,0,1,6,7,264,8,0,0,0,3,0,0,289
CENTRAL,Light Truck,0,0,0,105,1,437,3,0,0,0,0,0,0,546
CENTRAL,Heavy Truck,0,0,0,8,0,13,0,0,0,0,0,0,0,21
CENTRAL VALLEY,Motorcycle - Standard,0,0,0,0,0,29,0,0,0,0,0,0,0,29
CENTRAL VALLEY,Passenger - Standard,0,0,1,1,0,276,11,0,0,0,0,0,0,289
CENTRAL VALLEY,Light Truck,0,0,2,165,0,437,1,0,0,0,0,0,0,605
CENTRAL VALLEY,Heavy Truck,0,0,0,21,0,3,0,0,0,0,0,0,0,24
CHESTER,Motorcycle - Standard,0,0,0,0,1,11,0,0,0,0,0,0,0,12
CHESTER,Passenger - Standard,0,0,1,3,2,157,2,0,0,0,0,0,0,165
CHESTER,Light Truck,0,0,0,47,0,207,0,0,0,0,0,0,0,254
CHESTER,Heavy Truck,0,0,0,22,0,1,0,0,0,0,0,0,0,23
CIRCLEVILLE,Motorcycle - Standard,0,0,0,0,0,8,0,0,0,0,0,0,0,8
CIRCLEVILLE,Passenger - Standard,0,0,4,6,0,253,3,0,0,0,1,0,0,267
CIRCLEVILLE,Light Truck,0,0,1,111,0,343,3,0,0,0,0,0,0,458
CIRCLEVILLE,Heavy Truck,0,0,0,48,0,1,0,0,0,0,0,0,0,49
CLARKSTON,Motorcycle - Standard,0,0,0,0,0,36,0,0,0,0,0,0,0,36
CLARKSTON,Passenger - Standard,0,0,0,5,3,282,12,0,0,0,0,0,0,302
CLARKSTON,Light Truck,0,0,0,118,1,337,4,0,0,0,1,0,0,461
CLARKSTON,Heavy Truck,0,0,0,40,0,15,0,0,0,0,0,0,0,55
CLAWSON,Motorcycle - Standard,0,0,0,0,0,5,0,0,0,0,0,0,0,5
CLAWSON,Passenger - Standard,0,0,0,1,0,91,2,0,0,0,0,0,0,94
CLAWSON,Light Truck,0,0,0,35,0,101,1,0,0,0,0,0,0,137
CLAWSON,Heavy Truck,0,0,0,1,0,2,0,0,0,0,0,0,0,3
CLEARFIELD,Motorcycle - Standard,0,0,0,0,1,797,0,0,0,0,0,0,0,798
CLEARFIELD,Passenger - Standard,0,0,19,74,81,11235,324,0,0,0,45,0,0,11778
CLEARFIELD,Light Truck,0,0,11,894,20,10402,146,0,0,0,20,0,0,11493
CLEARFIELD,Heavy Truck,0,0,1,402,0,100,0,0,0,0,0,0,0,503
CLEVELAND,Motorcycle - Standard,0,0,0,0,0,22,0,0,0,0,0,0,0,22
CLEVELAND,Passenger - Standard,0,0,0,0,1,328,5,0,0,0,1,0,0,335
CLEVELAND,Light Truck,0,0,0,223,0,490,1,0,0,0,0,0,0,714
CLEVELAND,Heavy Truck,0,0,0,70,0,6,0,0,0,0,0,0,0,76
CLINTON,Motorcycle - Standard,0,0,0,0,2,650,0,0,0,0,0,0,0,652
CLINTON,Passenger - Standard,0,0,16,50,62,6942,174,0,0,0,27,0,0,7271
CLINTON,Light Truck,0,0,7,879,29,6973,113,0,0,0,19,0,0,8020
CLINTON,Heavy Truck,0,0,0,129,0,80,0,0,0,0,0,0,0,209
COALVILLE,Motorcycle - Standard,0,0,0,0,0,178,0,0,0,0,0,0,0,178
COALVILLE,Passenger - Standard,0,0,3,24,14,1398,24,0,0,0,4,0,0,1467
COALVILLE,Light Truck,0,0,8,649,8,2552,59,0,0,0,1,0,0,3277
COALVILLE,Heavy Truck,0,0,0,279,0,59,2,0,0,0,0,0,0,340
COLLINSTON,Motorcycle - Standard,0,0,0,0,0,11,0,0,0,0,0,0,0,11
COLLINSTON,Passenger - Standard,0,0,1,2,2,181,3,0,0,0,1,0,0,190
COLLINSTON,Light Truck,0,0,0,78,1,217,0,0,0,0,0,0,0,296
COLLINSTON,Heavy Truck,0,0,0,26,0,10,0,0,0,0,0,0,0,36
COPPERTON,Motorcycle - Standard,0,0,0,0,0,24,0,0,0,0,0,0,0,24
COPPERTON,Passenger - Standard,0,0,1,3,1,175,4,0,0,0,0,0,0,184
COPPERTON,Light Truck,0,0,1,30,1,222,2,0,0,0,0,0,0,256
COPPERTON,Heavy Truck,0,0,0,10,0,8,0,0,0,0,0,0,0,18
CORINNE,Motorcycle - Standard,0,0,0,0,0,63,0,0,0,0,0,0,0,63
CORINNE,Passenger - Standard,0,0,4,22,2,784,12,0,0,0,1,0,0,825
CORINNE,Light Truck,0,0,1,331,1,1078,6,0,0,0,0,0,0,1417
CORINNE,Heavy Truck,0,0,1,198,0,33,0,0,0,0,0,0,0,232
CORNISH,Motorcycle - Standard,0,0,0,0,0,8,0,0,0,0,0,0,0,8
CORNISH,Passenger - Standard,0,0,0,1,0,86,1,0,0,0,0,0,0,88
CORNISH,Light Truck,0,0,0,26,0,132,2,0,0,0,0,0,0,160
CORNISH,Heavy Truck,0,0,0,8,0,4,0,0,0,0,0,0,0,12
COTTONWOOD HEIGHTS,Motorcycle - Standard,0,0,0,0,3,465,0,0,0,0,0,0,0,468
COTTONWOOD HEIGHTS,Passenger - Standard,0,0,6,46,136,3836,186,0,0,0,32,0,0,4242
COTTONWOOD HEIGHTS,Light Truck,0,0,2,303,123,5754,203,0,0,0,45,0,0,6430
COTTONWOOD HEIGHTS,Heavy Truck,0,0,0,72,0,35,0,0,0,0,0,0,0,107
COVE,Motorcycle - Standard,0,0,0,0,0,24,0,0,0,0,0,0,0,24
COVE,Passenger - Standard,0,0,0,2,0,118,5,0,0,0,1,0,0,126
COVE,Light Truck,0,0,1,48,0,206,6,0,0,0,0,0,0,261
COVE,Heavy Truck,0,0,0,28,0,3,0,0,0,0,0,0,0,31
CROYDON,Motorcycle - Standard,0,0,0,0,0,8,0,0,0,0,0,0,0,8
CROYDON,Passenger - Standard,0,0,0,3,0,77,0,0,0,0,0,0,0,80
CROYDON,Light Truck,0,0,0,62,1,98,1,0,0,0,0,0,0,162
CROYDON,Heavy Truck,0,0,0,24,0,4,0,0,0,0,0,0,0,28
DAMMERON VALLEY,Motorcycle - Standard,0,0,0,0,0,102,0,0,0,0,0,0,0,102
DAMMERON VALLEY,Passenger - Standard,0,0,3,12,7,335,19,0,0,0,1,0,0,377
DAMMERON VALLEY,Light Truck,0,0,1,174,5,563,19,0,0,0,3,0,0,765
DAMMERON VALLEY,Heavy Truck,0,0,0,31,0,16,0,0,0,0,0,0,0,47
DELTA,Motorcycle - Standard,0,0,0,0,0,155,0,0,0,0,0,0,0,155
DELTA,Passenger - Standard,0,0,1,39,3,2494,41,0,0,0,6,0,0,2584
DELTA,Light Truck,0,0,6,983,2,3070,15,0,0,0,4,0,0,4080
DELTA,Heavy Truck,0,0,0,486,0,50,0,0,0,0,0,0,0,536
DEWEYVILLE,Motorcycle - Standard,0,0,0,0,0,34,0,0,0,0,0,0,0,34
DEWEYVILLE,Passenger - Standard,0,0,1,4,3,260,12,0,0,0,0,0,0,280
DEWEYVILLE,Light Truck,0,0,0,112,2,337,2,0,0,0,0,0,0,453
DEWEYVILLE,Heavy Truck,0,0,0,19,0,3,0,0,0,0,0,0,0,22
DRAPER,Motorcycle - Standard,0,0,0,0,4,1525,0,0,0,1,0,0,0,1530
DRAPER,Passenger - Standard,0,0,17,155,463,14776,1086,0,1,0,89,0,0,16587
DRAPER,Light Truck,0,0,17,2147,415,23144,572,0,0,0,115,1,0,26411
DRAPER,Heavy Truck,0,0,0,1259,0,298,0,0,0,0,0,0,0,1557
DUCHESNE,Motorcycle - Standard,0,0,0,0,0,105,0,0,0,0,0,0,0,105
DUCHESNE,Passenger - Standard,0,0,1,25,2,1422,20,0,0,0,4,0,0,1474
DUCHESNE,Light Truck,0,0,3,681,2,2215,11,0,0,0,2,0,0,2914
DUCHESNE,Heavy Truck,0,0,0,332,0,57,0,0,0,0,0,1,0,390
DUCK CREEK VILLAGE,Motorcycle - Standard,0,0,0,0,0,33,0,0,0,0,0,0,0,33
DUCK CREEK VILLAGE,Passenger - Standard,0,0,0,12,4,160,7,0,0,0,2,0,0,185
DUCK CREEK VILLAGE,Light Truck,0,0,1,230,3,552,5,0,0,0,2,0,0,793
DUCK CREEK VILLAGE,Heavy Truck,0,0,0,44,0,18,0,0,0,0,0,0,0,62
DUGWAY,Motorcycle - Standard,0,0,0,0,0,18,0,0,0,0,0,0,0,18
DUGWAY,Passenger - Standard,0,0,0,1,0,118,5,0,0,0,0,0,0,124
DUGWAY,Light Truck,0,0,0,14,0,215,3,0,0,0,0,0,0,232
DUGWAY,Heavy Truck,0,0,0,13,0,1,0,0,0,0,0,0,0,14
DUTCH JOHN,Motorcycle - Standard,0,0,0,0,0,6,0,0,0,0,0,0,0,6
DUTCH JOHN,Passenger - Standard,0,0,0,3,0,67,0,0,0,0,0,0,0,70
DUTCH JOHN,Light Truck,0,0,0,44,1,204,2,0,0,0,0,0,0,251
DUTCH JOHN,Heavy Truck,0,0,0,9,0,0,0,0,0,0,0,0,0,9
EAGLE MOUNTAIN,Motorcycle - Standard,0,0,0,0,3,893,0,0,0,0,0,0,0,896
EAGLE MOUNTAIN,Passenger - Standard,0,0,21,114,249,11568,548,0,0,0,90,0,0,12590
EAGLE MOUNTAIN,Light Truck,0,0,13,1385,146,14651,324,0,0,0,39,0,0,16558
EAGLE MOUNTAIN,Heavy Truck,0,0,1,370,0,109,0,0,0,0,0,0,0,480
