City,Vehicle Type,Alcohol,Butane,Compressed Natural Gas,Diesel,Electric,Gasoline,Hybrid,Hydrogen,Liquefied Natural Gas,Other,Plug-in Hybrid,Propane,Steam,TOTAL
WENDOVER,Light Truck,0,0,1,51,0,488,2,0,0,0,0,0,0,542
WENDOVER,Heavy Truck,0,0,0,37,0,1,0,0,0,0,0,1,0,39
WEST BOUNTIFUL,Motorcycle - Standard,0,0,0,0,2,327,0,0,0,0,0,0,0,329
WEST BOUNTIFUL,Passenger - Standard,0,0,7,25,34,2389,86,0,0,0,14,0,0,2555
WEST BOUNTIFUL,Light Truck,0,0,6,422,32,3267,62,0,0,0,9,0,0,3798
WEST BOUNTIFUL,Heavy Truck,0,0,0,150,0,40,0,0,0,0,0,0,0,190
WEST HAVEN,Motorcycle - Standard,0,0,0,0,3,592,0,0,0,0,0,0,0,595
WEST HAVEN,Passenger - Standard,0,0,7,61,75,5732,175,0,0,0,28,0,0,6078
WEST HAVEN,Light Truck,0,0,7,1436,55,7023,133,0,0,0,19,0,0,8673
WEST HAVEN,Heavy Truck,0,0,6,595,0,139,0,0,0,0,0,1,0,741
WEST JORDAN,Motorcycle - Standard,0,0,0,0,3,2735,0,0,0,0,0,0,0,2738
WEST JORDAN,Passenger - Standard,0,0,73,219,335,40665,1123,0,0,1,126,0,0,42542
WEST JORDAN,Light Truck,0,0,72,4438,213,41079,636,0,0,0,79,0,0,46517
WEST JORDAN,Heavy Truck,0,0,197,1656,1,572,0,0,0,0,0,0,0,2426
WEST POINT,Motorcycle - Standard,0,0,0,0,1,347,0,0,0,1,0,0,0,349
WEST POINT,Passenger - Standard,0,0,4,33,27,3449,96,0,0,0,5,0,0,3614
WEST POINT,Light Truck,0,0,8,570,20,3690,55,0,0,0,6,0,0,4349
WEST POINT,Heavy Truck,0,0,0,88,0,53,0,0,0,0,0,0,0,141
WEST VALLEY CITY,Motorcycle - Standard,0,0,0,0,4,2311,0,0,0,0,0,0,0,2315
WEST VALLEY CITY,Passenger - Standard,0,0,62,179,223,44690,1027,0,0,0,91,0,0,46272
WEST VALLEY CITY,Light Truck,0,0,61,3676,113,43028,479,0,0,0,50,1,0,47408
WEST VALLEY CITY,Heavy Truck,0,0,188,3179,1,681,0,0,0,0,0,1,0,4050
WHITEROCKS,Motorcycle - Standard,0,0,0,0,0,16,0,0,0,0,0,0,0,16
WHITEROCKS,Passenger - Standard,0,0,0,2,0,132,1,0,0,0,0,0,0,135
WHITEROCKS,Light Truck,0,0,0,37,0,234,2,0,0,0,0,0,0,273
WHITEROCKS,Heavy Truck,0,0,0,9,0,0,0,0,0,0,0,0,0,9
WILLARD,Motorcycle - Standard,0,0,0,0,0,189,0,0,0,1,0,0,0,190
WILLARD,Passenger - Standard,0,0,7,53,14,2003,49,0,0,0,12,0,0,2138
WILLARD,Light Truck,0,0,10,714,6,2106,30,0,0,0,4,0,0,2870
WILLARD,Heavy Truck,0,0,0,195,0,35,0,0,0,0,0,0,0,230
WOODLAND HILLS,Motorcycle - Standard,0,0,0,0,0,58,0,0,0,0,0,0,0,58
WOODLAND HILLS,Passenger - Standard,0,0,0,11,11,485,24,0,0,0,5,0,0,536
WOODLAND HILLS,Light Truck,0,0,1,123,16,742,26,0,0,0,6,0,0,914
WOODLAND HILLS,Heavy Truck,0,0,0,34,0,6,0,0,0,0,0,0,0,40
WOODRUFF,Motorcycle - Standard,0,0,0,0,0,3,0,0,0,0,0,0,0,3
WOODRUFF,Passenger - Standard,0,0,0,1,0,150,3,0,0,0,0,0,0,154
WOODRUFF,Light Truck,0,0,0,99,0,236,1,0,0,0,0,0,0,336
WOODRUFF,Heavy Truck,0,0,0,28,0,2,0,0,0,0,0,0,0,30
WOODS CROSS,Motorcycle - Standard,0,0,0,0,0,341,0,0,0,0,0,0,0,341
WOODS CROSS,Passenger - Standard,0,1,11,29,43,3657,133,0,0,0,18,0,0,3892
WOODS CROSS,Light Truck,0,0,2,447,15,4465,96,0,0,0,7,0,0,5032
WOODS CROSS,Heavy Truck,0,0,1,295,0,53,0,0,0,0,0,0,0,349
WOODS CROSS,Heavy Truck,0,0,1,295,0,53,0,0,0,0,0,0,0,349
WOODS CROSS,Heavy Truck,0,0,1,295,0,53,0,0,0,0,0,0,0,349
WOODS CROSS,Heavy Truck,0,0,1,295,0,53,0,0,0,0,0,0,0,349
WOODS CROSS,Heavy Truck,0,0,1,295,0,53,0,0,0,0,0,0,0,349
"*Hybrid, Electric and CNG counts are only as accurate as the information provide by the vehicle manufacturer.",,,,,,,,,,,,,,,
Converted and Propane counts are only as accurate as the information provided by the owner of the vehicle.,,,,,,,,,,,,,,,
City is determined by address as reported by vehicle owner. Only select cities are included.,,,,,,,,,,,,,,,
